c Example graph converted from input format to desired format
p sp 1000 149181
a 1 585 174
a 1 593 5984
a 1 595 26079
a 1 601 34170
a 1 606 42753
a 1 610 4823
a 1 612 2086
a 1 618 19973
a 1 626 22574
a 1 628 383
a 1 629 951
a 1 636 20293
a 1 638 24828
a 1 642 3574
a 1 661 75
a 1 676 13638
a 1 680 11118
a 1 681 36471
a 1 683 10307
a 1 685 10614
a 1 690 35158
a 1 694 4193
a 1 702 8232
a 1 713 1816
a 1 715 7473
a 1 721 4780
a 1 722 2054
a 1 723 5032
a 1 728 23152
a 1 732 15196
a 1 734 24974
a 1 736 39
a 1 741 13956
a 1 745 17482
a 1 748 19111
a 1 765 1915
a 1 769 1362
a 1 775 1198
a 1 776 32476
a 1 779 433
a 1 781 36367
a 1 789 39864
a 1 791 1728
a 1 806 24813
a 1 809 5978
a 1 810 11526
a 1 814 27619
a 1 818 2924
a 1 824 11521
a 1 856 19265
a 1 860 7857
a 1 863 31327
a 1 866 1424
a 1 870 19029
a 1 873 2465
a 1 876 3482
a 1 889 40979
a 1 893 14107
a 1 903 24100
a 1 926 5310
a 1 932 14122
a 1 942 12342
a 1 945 26316
a 1 948 12386
a 1 967 9955
a 1 969 8573
a 1 970 4901
a 1 971 26253
a 1 984 1046
a 1 989 26450
a 1 990 1522
a 2 17 1575
a 2 20 29924
a 2 36 14829
a 2 38 12346
a 2 40 5242
a 2 49 2742
a 2 56 1261
a 2 76 6101
a 2 87 26665
a 2 90 14065
a 2 95 14466
a 2 105 14983
a 2 106 1081
a 2 111 15313
a 2 117 3018
a 2 131 8918
a 2 137 17413
a 2 151 10261
a 2 153 783
a 2 155 17882
a 2 160 6716
a 2 184 5684
a 2 186 517
a 2 187 1156
a 2 203 19940
a 2 216 4625
a 2 219 17009
a 2 226 29391
a 2 231 9012
a 2 245 9926
a 2 247 17088
a 2 248 4033
a 2 249 6696
a 2 252 3303
a 2 258 18849
a 2 277 6318
a 2 303 163
a 2 326 811
a 2 331 2053
a 2 335 160
a 2 348 20230
a 2 367 402
a 2 379 16359
a 2 382 704
a 2 385 8919
a 2 408 8804
a 2 411 28695
a 2 420 24405
a 2 449 11725
a 2 457 4026
a 2 464 11449
a 2 472 12929
a 2 490 10147
a 2 493 12262
a 2 525 14156
a 2 530 3723
a 2 535 3034
a 2 566 25083
a 2 570 10546
a 2 578 12953
a 2 589 3748
a 2 592 12578
a 2 630 18188
a 2 681 26666
a 2 690 1338
a 2 699 14079
a 2 714 9186
a 2 722 14928
a 2 732 6635
a 2 734 4529
a 2 773 139
a 2 776 17116
a 2 781 2426
a 2 788 5558
a 2 789 8352
a 2 794 40745
a 2 806 16469
a 2 807 27538
a 2 814 5518
a 2 824 1042
a 2 842 718
a 2 853 3110
a 2 856 1987
a 2 863 5441
a 2 865 19086
a 2 869 6718
a 2 884 7344
a 2 892 30162
a 2 906 8840
a 2 923 3084
a 2 945 1051
a 2 948 30912
a 2 960 26954
a 2 962 11715
a 2 973 145
a 2 979 25847
a 2 982 18434
a 2 998 10397
a 3 2 4178
a 3 12 6081
a 3 17 6264
a 3 18 18438
a 3 23 4471
a 3 30 15472
a 3 33 12329
a 3 38 24336
a 3 61 1725
a 3 76 16833
a 3 105 3957
a 3 108 11813
a 3 113 6844
a 3 122 5480
a 3 130 14080
a 3 149 40
a 3 150 9773
a 3 151 17169
a 3 152 743
a 3 161 10248
a 3 167 9805
a 3 205 5473
a 3 219 27286
a 3 223 6953
a 3 224 208
a 3 232 16754
a 3 236 19053
a 3 240 26786
a 3 247 23684
a 3 248 5558
a 3 249 15152
a 3 252 20468
a 3 258 16516
a 3 270 22129
a 3 277 15118
a 3 321 3194
a 3 350 1346
a 3 355 84
a 3 363 5786
a 3 382 2999
a 3 401 33785
a 3 421 4938
a 3 424 25690
a 3 443 10203
a 3 492 39031
a 3 501 580
a 3 509 12412
a 3 512 14111
a 3 525 6317
a 3 534 3057
a 3 536 9913
a 3 546 17211
a 3 552 2774
a 3 565 21359
a 3 566 18267
a 3 582 5874
a 3 595 21730
a 3 606 43324
a 3 610 17946
a 3 626 89
a 3 630 17577
a 3 636 7132
a 3 638 10411
a 3 647 904
a 3 653 7649
a 3 671 9688
a 3 680 5223
a 3 685 1081
a 3 690 19717
a 3 699 16663
a 3 706 225
a 3 707 747
a 3 713 3935
a 3 714 17788
a 3 722 15924
a 3 728 1755
a 3 732 16541
a 3 734 29672
a 3 741 9929
a 3 745 28192
a 3 754 30314
a 3 765 9041
a 3 772 4628
a 3 773 7663
a 3 774 23340
a 3 788 2037
a 3 789 4917
a 3 804 16761
a 3 818 27303
a 3 822 15622
a 3 830 23796
a 3 856 7444
a 3 860 48
a 3 869 3193
a 3 892 1555
a 3 894 1744
a 3 906 15390
a 3 907 30898
a 3 908 36246
a 3 923 14414
a 3 927 4178
a 3 929 4490
a 3 932 23924
a 3 937 10592
a 3 960 13184
a 3 962 4135
a 3 964 3356
a 3 968 7276
a 3 973 5671
a 3 976 38225
a 3 990 7161
a 4 1 30480
a 4 2 9916
a 4 6 53463
a 4 9 8847
a 4 10 40134
a 4 20 16183
a 4 23 5263
a 4 25 96627
a 4 26 55646
a 4 28 22001
a 4 36 12309
a 4 38 95442
a 4 42 22966
a 4 49 13140
a 4 51 12611
a 4 70 37167
a 4 71 43398
a 4 73 15489
a 4 76 70959
a 4 83 45166
a 4 86 9667
a 4 90 900
a 4 91 20466
a 4 95 73147
a 4 98 44553
a 4 100 8084
a 4 105 39240
a 4 125 80709
a 4 128 2182
a 4 132 22833
a 4 134 35643
a 4 142 3774
a 4 147 4357
a 4 148 36086
a 4 152 55705
a 4 153 25009
a 4 155 24883
a 4 158 31860
a 4 167 42943
a 4 168 44286
a 4 169 13839
a 4 174 4844
a 4 183 41931
a 4 197 62282
a 4 205 40746
a 4 207 44753
a 4 208 1391
a 4 210 17899
a 4 211 57125
a 4 214 884
a 4 220 15953
a 4 226 45493
a 4 235 1558
a 4 238 82344
a 4 241 11771
a 4 246 49037
a 4 249 45224
a 4 252 49578
a 4 261 9718
a 4 268 74937
a 4 269 3121
a 4 284 6551
a 4 291 969
a 4 295 2620
a 4 296 2167
a 4 306 9324
a 4 308 35670
a 4 311 9911
a 4 312 12827
a 4 327 45304
a 4 330 19880
a 4 336 15600
a 4 355 42633
a 4 357 1924
a 4 360 1675
a 4 364 26297
a 4 375 22354
a 4 376 416
a 4 385 66044
a 4 386 88
a 4 388 2244
a 4 394 39419
a 4 396 9939
a 4 398 11064
a 4 404 40391
a 4 409 7641
a 4 411 50843
a 4 413 3817
a 4 415 658
a 4 421 9621
a 4 422 21942
a 4 424 11678
a 4 428 5953
a 4 440 85554
a 4 441 64964
a 4 443 17126
a 4 450 2734
a 4 452 37685
a 4 453 6650
a 4 455 9580
a 4 457 4769
a 4 463 29486
a 4 474 14784
a 4 481 16567
a 4 482 9587
a 4 484 10778
a 4 487 10246
a 4 489 4365
a 4 493 4328
a 4 496 78039
a 4 502 18755
a 4 510 55
a 4 515 59347
a 4 516 7483
a 4 529 10039
a 4 535 29059
a 4 548 9079
a 4 551 34145
a 4 555 7277
a 4 558 9488
a 4 565 30837
a 4 567 1627
a 4 570 77458
a 4 582 13545
a 4 588 67447
a 4 592 40612
a 4 593 33643
a 4 596 20994
a 4 605 34054
a 4 608 9749
a 4 613 2420
a 4 615 62285
a 4 618 1573
a 4 619 6999
a 4 623 24862
a 4 625 11506
a 4 626 57958
a 4 629 2719
a 4 637 186
a 4 638 53326
a 4 650 28343
a 4 651 28447
a 4 653 1079
a 4 654 802
a 4 656 6161
a 4 659 1449
a 4 661 33195
a 4 663 12494
a 4 664 4297
a 4 666 2714
a 4 676 9755
a 4 681 15378
a 4 693 59609
a 4 694 33059
a 4 697 14906
a 4 698 2261
a 4 706 18895
a 4 707 43875
a 4 709 19087
a 4 713 41189
a 4 714 64351
a 4 719 23288
a 4 722 21
a 4 723 16620
a 4 726 99813
a 4 731 53847
a 4 732 75730
a 4 733 8235
a 4 735 1728
a 4 736 35049
a 4 737 12106
a 4 747 27288
a 4 748 18653
a 4 750 1906
a 4 754 65406
a 4 759 12479
a 4 761 620
a 4 762 11224
a 4 769 30925
a 4 772 1073
a 4 773 48779
a 4 774 40639
a 4 775 36149
a 4 778 5355
a 4 779 36079
a 4 780 6876
a 4 794 72693
a 4 797 39198
a 4 807 62728
a 4 809 4053
a 4 812 1303
a 4 817 63633
a 4 818 24961
a 4 819 23238
a 4 827 4758
a 4 836 6222
a 4 838 68454
a 4 847 6275
a 4 851 47140
a 4 856 16286
a 4 870 16927
a 4 872 6125
a 4 875 7743
a 4 881 8083
a 4 889 36355
a 4 893 51433
a 4 895 14573
a 4 896 72365
a 4 897 25861
a 4 899 441
a 4 903 100849
a 4 906 46266
a 4 908 58688
a 4 910 315
a 4 914 16409
a 4 918 19703
a 4 919 5683
a 4 925 11646
a 4 929 30738
a 4 942 41137
a 4 945 32105
a 4 947 273
a 4 953 20466
a 4 961 6684
a 4 969 33616
a 4 972 9844
a 4 974 5997
a 4 987 58261
a 4 990 53071
a 4 993 24729
a 4 996 18024
a 5 0 325
a 5 25 55462
a 5 33 43437
a 5 36 22266
a 5 40 11009
a 5 51 32912
a 5 53 4373
a 5 56 6292
a 5 57 58605
a 5 71 17944
a 5 86 2179
a 5 87 20401
a 5 92 4327
a 5 97 9516
a 5 99 18371
a 5 100 9725
a 5 106 11683
a 5 108 45598
a 5 111 36389
a 5 117 26557
a 5 123 3289
a 5 130 25878
a 5 131 36213
a 5 134 28119
a 5 168 14183
a 5 175 2951
a 5 204 27016
a 5 210 40287
a 5 211 3702
a 5 222 4544
a 5 223 10038
a 5 225 4483
a 5 232 8306
a 5 237 3458
a 5 241 7566
a 5 248 28884
a 5 250 5390
a 5 254 60065
a 5 256 2000
a 5 268 17320
a 5 269 8407
a 5 273 1159
a 5 277 19285
a 5 283 23939
a 5 289 32408
a 5 292 22659
a 5 308 771
a 5 323 3995
a 5 331 10202
a 5 337 37511
a 5 347 27
a 5 348 34377
a 5 350 2348
a 5 353 67784
a 5 363 10460
a 5 383 21776
a 5 399 1463
a 5 403 7583
a 5 408 24356
a 5 410 26739
a 5 412 14510
a 5 419 43310
a 5 430 32420
a 5 436 6743
a 5 437 15632
a 5 440 24424
a 5 443 23025
a 5 447 100
a 5 459 69369
a 5 463 648
a 5 464 20539
a 5 465 16537
a 5 473 367
a 5 474 8472
a 5 475 13902
a 5 481 1028
a 5 484 11591
a 5 492 26257
a 5 494 12585
a 5 497 13684
a 5 502 6806
a 5 511 2541
a 5 514 40686
a 5 520 48797
a 5 536 13868
a 5 538 33817
a 5 545 82
a 5 553 40120
a 5 565 40882
a 5 571 14567
a 5 585 11517
a 5 588 23440
a 5 594 515
a 5 595 23833
a 5 596 10065
a 5 602 27864
a 5 608 15831
a 5 610 4576
a 5 614 3172
a 5 616 14188
a 5 632 18557
a 5 643 1410
a 5 646 4296
a 5 647 29109
a 5 669 1218
a 5 674 2659
a 5 685 22658
a 5 694 4609
a 5 700 90
a 5 706 2635
a 5 714 33377
a 5 725 45875
a 5 731 25567
a 5 732 1399
a 5 736 8194
a 5 747 2943
a 5 752 2541
a 5 762 12108
a 5 765 13392
a 5 770 12342
a 5 774 52611
a 5 775 6335
a 5 791 17999
a 5 797 11894
a 5 817 37191
a 5 821 36694
a 5 834 14649
a 5 837 44773
a 5 840 5017
a 5 852 713
a 5 863 7395
a 5 866 36312
a 5 871 2149
a 5 873 8175
a 5 874 8104
a 5 875 137
a 5 878 20865
a 5 880 1576
a 5 886 38151
a 5 892 37321
a 5 923 12617
a 5 931 27147
a 5 937 27040
a 5 954 18184
a 5 957 1075
a 5 960 32063
a 5 974 15120
a 5 976 54227
a 5 978 7470
a 5 979 53454
a 5 982 53571
a 5 984 447
a 5 985 1820
a 5 986 3853
a 5 987 43061
a 5 989 10238
a 5 990 21304
a 5 993 1503
a 5 998 892
a 6 16 615
a 6 17 10511
a 6 25 6915
a 6 57 8358
a 6 63 1573
a 6 89 8455
a 6 108 4415
a 6 125 658
a 6 137 4524
a 6 151 5388
a 6 153 2120
a 6 160 12553
a 6 219 4561
a 6 226 8680
a 6 240 11856
a 6 270 1366
a 6 284 6046
a 6 300 182
a 6 318 9167
a 6 320 2189
a 6 346 6295
a 6 353 2298
a 6 372 4641
a 6 379 1031
a 6 394 13375
a 6 417 2128
a 6 423 21536
a 6 424 4576
a 6 440 5388
a 6 441 4522
a 6 449 17809
a 6 461 9039
a 6 477 2341
a 6 496 251
a 6 520 3069
a 6 565 124
a 6 595 10136
a 6 602 1148
a 6 673 8204
a 6 680 7590
a 6 681 4853
a 6 683 9730
a 6 732 2803
a 6 751 329
a 6 757 780
a 6 765 5653
a 6 806 3447
a 6 830 11475
a 6 865 2892
a 6 892 245
a 6 900 1277
a 6 903 7750
a 6 979 1644
a 7 4 4868
a 7 14 4963
a 7 19 4441
a 7 20 34516
a 7 27 39929
a 7 28 50910
a 7 46 41427
a 7 51 1758
a 7 52 26507
a 7 59 451
a 7 60 37753
a 7 64 65317
a 7 65 12349
a 7 66 37948
a 7 71 12334
a 7 77 62011
a 7 80 15118
a 7 82 58359
a 7 83 65002
a 7 84 3032
a 7 90 64419
a 7 106 67195
a 7 112 27063
a 7 119 34590
a 7 122 17431
a 7 135 16980
a 7 142 100
a 7 143 49093
a 7 145 8614
a 7 148 16600
a 7 152 30186
a 7 153 3840
a 7 156 1945
a 7 160 1422
a 7 161 66861
a 7 169 11701
a 7 175 23819
a 7 192 436
a 7 195 34635
a 7 201 4432
a 7 203 80944
a 7 204 48335
a 7 209 14313
a 7 210 3349
a 7 216 15776
a 7 221 15808
a 7 224 25772
a 7 228 34397
a 7 235 26369
a 7 238 40928
a 7 240 44745
a 7 243 1814
a 7 244 229
a 7 248 51495
a 7 250 15824
a 7 256 25486
a 7 259 36199
a 7 270 64897
a 7 273 10877
a 7 282 4610
a 7 286 1710
a 7 288 10737
a 7 289 26384
a 7 290 4583
a 7 291 17779
a 7 295 46250
a 7 296 4696
a 7 306 6115
a 7 308 6348
a 7 318 76257
a 7 327 45678
a 7 328 35233
a 7 329 5062
a 7 331 36601
a 7 333 40287
a 7 337 65218
a 7 338 25496
a 7 339 82
a 7 341 2039
a 7 345 55206
a 7 347 954
a 7 348 38900
a 7 355 2666
a 7 357 19024
a 7 365 12567
a 7 372 36806
a 7 378 7059
a 7 381 3602
a 7 383 7597
a 7 387 5611
a 7 388 1645
a 7 391 29780
a 7 394 21352
a 7 395 24377
a 7 398 8242
a 7 402 50845
a 7 403 35586
a 7 410 36011
a 7 415 11631
a 7 417 13923
a 7 421 64689
a 7 422 34235
a 7 426 11502
a 7 428 1551
a 7 438 94210
a 7 450 3465
a 7 452 10925
a 7 453 18473
a 7 456 6377
a 7 463 10944
a 7 464 44269
a 7 473 10560
a 7 475 677
a 7 479 4121
a 7 483 4013
a 7 487 12029
a 7 489 5156
a 7 491 73
a 7 494 13117
a 7 500 16670
a 7 503 3396
a 7 504 37367
a 7 506 53504
a 7 510 4025
a 7 514 41776
a 7 520 32711
a 7 526 4526
a 7 533 35073
a 7 541 8771
a 7 544 9153
a 7 546 79406
a 7 559 9916
a 7 575 4768
a 7 578 5342
a 7 583 9167
a 7 585 20513
a 7 586 11714
a 7 588 10783
a 7 593 20172
a 7 598 14529
a 7 608 37737
a 7 612 31123
a 7 616 5290
a 7 617 10070
a 7 621 33411
a 7 624 20177
a 7 631 2957
a 7 632 33025
a 7 638 51946
a 7 640 22869
a 7 642 24176
a 7 651 66587
a 7 652 20923
a 7 656 3266
a 7 669 6803
a 7 671 41354
a 7 680 45129
a 7 685 14855
a 7 688 5826
a 7 690 22799
a 7 706 28588
a 7 712 8588
a 7 714 22508
a 7 715 6541
a 7 719 29003
a 7 722 39399
a 7 723 33472
a 7 726 92503
a 7 734 72579
a 7 735 1718
a 7 737 13841
a 7 741 32005
a 7 742 13639
a 7 745 83567
a 7 747 50936
a 7 748 61477
a 7 749 127
a 7 750 7222
a 7 753 33913
a 7 767 1312
a 7 773 23722
a 7 774 6217
a 7 777 519
a 7 778 5217
a 7 787 18325
a 7 792 4944
a 7 796 4396
a 7 798 3214
a 7 799 17265
a 7 800 6512
a 7 810 51255
a 7 811 571
a 7 812 1349
a 7 815 1972
a 7 818 41752
a 7 821 40319
a 7 823 5403
a 7 832 43162
a 7 834 13815
a 7 839 13290
a 7 843 27020
a 7 851 62347
a 7 859 23007
a 7 861 40979
a 7 863 15942
a 7 864 16562
a 7 865 5160
a 7 869 40169
a 7 884 67229
a 7 887 9794
a 7 889 24299
a 7 907 62466
a 7 912 20061
a 7 913 32092
a 7 915 280
a 7 916 68517
a 7 917 29786
a 7 923 62546
a 7 926 34007
a 7 932 38934
a 7 935 4659
a 7 941 63
a 7 955 1242
a 7 957 8255
a 7 958 2957
a 7 960 57973
a 7 969 63426
a 7 970 6882
a 7 971 35390
a 7 974 2107
a 7 975 2046
a 7 987 75326
a 7 989 47605
a 7 993 16161
a 8 6 58500
a 8 7 1508
a 8 15 29996
a 8 19 9229
a 8 20 3059
a 8 26 25360
a 8 27 7013
a 8 28 66150
a 8 31 3112
a 8 34 21132
a 8 39 15913
a 8 41 1838
a 8 42 74385
a 8 48 25367
a 8 49 34942
a 8 54 28263
a 8 56 15874
a 8 59 7857
a 8 60 61196
a 8 61 24280
a 8 63 80148
a 8 66 11719
a 8 73 4407
a 8 76 27947
a 8 91 98861
a 8 93 96
a 8 95 60510
a 8 96 5956
a 8 98 60009
a 8 99 77907
a 8 101 3278
a 8 108 86443
a 8 112 5653
a 8 121 48240
a 8 129 11111
a 8 131 75694
a 8 132 44637
a 8 137 21917
a 8 142 4752
a 8 145 25008
a 8 149 38209
a 8 152 2701
a 8 155 45290
a 8 156 11032
a 8 158 16188
a 8 160 13842
a 8 163 8261
a 8 167 55225
a 8 171 905
a 8 173 24650
a 8 190 31238
a 8 191 3686
a 8 192 1781
a 8 197 67260
a 8 208 16952
a 8 214 2516
a 8 216 74588
a 8 219 26444
a 8 223 53852
a 8 225 3823
a 8 230 50151
a 8 231 39359
a 8 238 47332
a 8 240 9905
a 8 241 913
a 8 243 7957
a 8 244 1076
a 8 250 31987
a 8 253 10392
a 8 263 4188
a 8 271 2301
a 8 283 39366
a 8 286 15501
a 8 287 13370
a 8 289 20297
a 8 293 836
a 8 305 25461
a 8 308 26808
a 8 309 13458
a 8 315 10383
a 8 316 8649
a 8 319 42143
a 8 328 3756
a 8 330 24676
a 8 335 18206
a 8 336 25187
a 8 337 36960
a 8 340 37207
a 8 341 18330
a 8 345 6612
a 8 347 14398
a 8 348 90883
a 8 349 28461
a 8 362 6247
a 8 364 76229
a 8 366 3797
a 8 370 2708
a 8 371 67624
a 8 375 32817
a 8 388 38
a 8 392 4594
a 8 395 22490
a 8 396 8573
a 8 398 14077
a 8 399 35856
a 8 403 55782
a 8 408 53349
a 8 411 51859
a 8 412 56957
a 8 413 8407
a 8 424 5709
a 8 425 43990
a 8 437 51664
a 8 440 22093
a 8 441 55551
a 8 443 48746
a 8 449 66050
a 8 464 21060
a 8 465 24387
a 8 471 3664
a 8 472 4096
a 8 475 47788
a 8 480 58408
a 8 486 3971
a 8 491 994
a 8 493 487
a 8 494 4229
a 8 497 44263
a 8 500 81408
a 8 505 28064
a 8 506 75984
a 8 520 7901
a 8 524 22757
a 8 529 44577
a 8 533 39268
a 8 537 1484
a 8 548 2608
a 8 551 22801
a 8 555 15563
a 8 559 9714
a 8 571 56991
a 8 580 34843
a 8 585 9930
a 8 589 38279
a 8 594 13963
a 8 596 28552
a 8 601 78262
a 8 608 12015
a 8 612 45557
a 8 615 59599
a 8 622 55923
a 8 623 5181
a 8 628 27235
a 8 631 7709
a 8 633 73194
a 8 637 16083
a 8 638 32420
a 8 639 2325
a 8 642 16439
a 8 647 85233
a 8 650 15373
a 8 671 6069
a 8 672 4529
a 8 674 4212
a 8 676 25420
a 8 681 25908
a 8 682 6934
a 8 683 27072
a 8 690 35234
a 8 694 6882
a 8 696 71723
a 8 697 50201
a 8 698 6923
a 8 702 761
a 8 703 1363
a 8 705 6021
a 8 712 20336
a 8 717 3968
a 8 721 39337
a 8 722 75053
a 8 729 15216
a 8 734 94917
a 8 739 7135
a 8 746 4355
a 8 748 11863
a 8 751 28484
a 8 757 48936
a 8 763 40224
a 8 767 4340
a 8 770 1837
a 8 771 18405
a 8 773 32632
a 8 774 31570
a 8 776 29971
a 8 778 40
a 8 784 11639
a 8 791 35158
a 8 794 29083
a 8 799 11131
a 8 807 12349
a 8 810 49058
a 8 811 3315
a 8 812 19330
a 8 814 9167
a 8 817 65197
a 8 818 69823
a 8 827 688
a 8 843 15655
a 8 863 20722
a 8 870 38390
a 8 875 25050
a 8 876 10333
a 8 882 18494
a 8 888 7677
a 8 891 3801
a 8 895 31880
a 8 898 10560
a 8 899 7342
a 8 900 4836
a 8 905 28436
a 8 908 1462
a 8 909 12502
a 8 914 31679
a 8 916 4736
a 8 919 638
a 8 922 1907
a 8 930 2858
a 8 934 6651
a 8 938 24212
a 8 940 35596
a 8 941 2295
a 8 944 8476
a 8 950 6905
a 8 951 222
a 8 953 46472
a 8 957 112
a 8 960 41915
a 8 962 57470
a 8 963 10636
a 8 969 36637
a 8 970 2296
a 8 975 5534
a 8 982 58559
a 8 984 71543
a 8 987 34134
a 8 998 12702
a 9 1 9406
a 9 3 8833
a 9 5 226
a 9 11 27632
a 9 12 22674
a 9 17 1404
a 9 23 40754
a 9 25 11459
a 9 30 34334
a 9 33 67807
a 9 36 25681
a 9 39 449
a 9 42 29709
a 9 57 1682
a 9 70 2822
a 9 82 50824
a 9 86 291
a 9 98 22737
a 9 99 62686
a 9 103 49122
a 9 110 11538
a 9 121 11031
a 9 123 1971
a 9 127 11389
a 9 130 6500
a 9 131 33042
a 9 134 12913
a 9 137 64854
a 9 139 8128
a 9 150 23611
a 9 158 10462
a 9 168 26426
a 9 171 5772
a 9 175 10640
a 9 184 4692
a 9 186 25954
a 9 187 22462
a 9 190 11117
a 9 194 16672
a 9 205 21424
a 9 209 5378
a 9 216 32552
a 9 217 18621
a 9 223 4684
a 9 228 3361
a 9 231 8842
a 9 238 58705
a 9 241 5637
a 9 247 60796
a 9 254 42784
a 9 255 3991
a 9 258 47404
a 9 264 16860
a 9 268 6746
a 9 302 1377
a 9 303 30537
a 9 304 1525
a 9 311 13460
a 9 312 2208
a 9 315 5262
a 9 316 8093
a 9 318 35977
a 9 321 31545
a 9 326 24053
a 9 333 4585
a 9 336 5234
a 9 338 3061
a 9 345 9682
a 9 358 3023
a 9 361 51607
a 9 363 18777
a 9 378 22040
a 9 379 51062
a 9 385 28774
a 9 394 33355
a 9 400 2813
a 9 401 9174
a 9 406 16321
a 9 408 1056
a 9 410 68199
a 9 411 17825
