c Example graph converted from input format to desired format
p sp 1000 149544
a 4 746 78489
a 4 750 41081
a 4 753 693
a 4 755 168
a 4 756 74505
a 4 763 5449
a 4 770 52262
a 4 772 21326
a 4 773 10497
a 4 777 12746
a 4 779 49358
a 4 786 11454
a 4 788 28483
a 4 789 72912
a 4 790 21520
a 4 792 18081
a 4 793 39768
a 4 802 95250
a 4 804 7726
a 4 807 34139
a 4 809 16221
a 4 813 15030
a 4 814 39479
a 4 817 81647
a 4 820 65084
a 4 823 6454
a 4 826 5297
a 4 827 8878
a 4 828 6697
a 4 830 15
a 4 833 5345
a 4 839 7820
a 4 842 19112
a 4 852 14245
a 4 858 2697
a 4 868 60571
a 4 869 1991
a 4 874 18993
a 4 878 12008
a 4 882 14347
a 4 884 3768
a 4 885 60567
a 4 893 85800
a 4 895 36324
a 4 900 10736
a 4 904 26639
a 4 907 5434
a 4 910 81233
a 4 912 22638
a 4 917 43
a 4 918 239
a 4 926 13997
a 4 931 52683
a 4 932 70697
a 4 936 24662
a 4 939 56526
a 4 963 16458
a 4 966 37577
a 4 969 91063
a 4 970 78800
a 4 974 45824
a 4 976 5677
a 4 979 94241
a 4 986 13997
a 4 991 45708
a 4 999 12869
a 5 0 8661
a 5 11 1739
a 5 12 18930
a 5 29 8406
a 5 49 2749
a 5 66 897
a 5 74 3511
a 5 101 2711
a 5 125 20194
a 5 135 13942
a 5 136 124
a 5 151 2056
a 5 164 641
a 5 170 2165
a 5 179 944
a 5 227 4004
a 5 245 1283
a 5 249 1504
a 5 258 13727
a 5 261 14862
a 5 269 1033
a 5 277 6569
a 5 311 733
a 5 368 7489
a 5 426 8752
a 5 432 26248
a 5 440 3448
a 5 450 10697
a 5 462 1507
a 5 479 254
a 5 502 26292
a 5 509 2831
a 5 512 16633
a 5 529 8772
a 5 571 168
a 5 578 4933
a 5 617 89
a 5 625 7178
a 5 632 8377
a 5 653 10595
a 5 671 9555
a 5 695 3843
a 5 703 21032
a 5 707 3475
a 5 708 9301
a 5 713 17419
a 5 732 15143
a 5 741 9539
a 5 750 5411
a 5 765 186
a 5 776 7563
a 5 793 15909
a 5 854 10493
a 5 862 19660
a 5 863 2253
a 5 878 1525
a 5 889 9905
a 5 908 6175
a 5 915 16074
a 5 922 15529
a 5 932 5980
a 5 933 4719
a 5 935 1151
a 5 979 10978
a 6 0 7292
a 6 11 26228
a 6 12 28801
a 6 14 2342
a 6 21 8894
a 6 41 4598
a 6 57 16138
a 6 59 15256
a 6 67 5306
a 6 69 180
a 6 79 21127
a 6 102 731
a 6 116 5247
a 6 130 9655
a 6 135 5549
a 6 138 193
a 6 144 40802
a 6 145 1565
a 6 151 19086
a 6 154 7638
a 6 156 4413
a 6 157 4428
a 6 159 9561
a 6 184 21770
a 6 192 275
a 6 202 10653
a 6 203 6585
a 6 247 38075
a 6 263 8546
a 6 265 35281
a 6 269 10867
a 6 291 33094
a 6 298 17462
a 6 305 1148
a 6 315 28466
a 6 329 797
a 6 348 32260
a 6 350 2338
a 6 364 7765
a 6 408 7314
a 6 410 2810
a 6 414 8400
a 6 425 1091
a 6 429 1152
a 6 434 37413
a 6 438 34480
a 6 440 3391
a 6 451 8208
a 6 454 36499
a 6 480 2584
a 6 481 25535
a 6 498 12845
a 6 500 33326
a 6 503 3609
a 6 510 8751
a 6 523 957
a 6 538 2263
a 6 564 13490
a 6 571 10146
a 6 575 7744
a 6 581 1026
a 6 583 320
a 6 603 60
a 6 618 13092
a 6 653 20314
a 6 655 1449
a 6 666 35025
a 6 667 7461
a 6 671 27760
a 6 680 15232
a 6 692 26868
a 6 696 1750
a 6 707 14022
a 6 713 25726
a 6 716 6109
a 6 721 5567
a 6 732 16783
a 6 746 8390
a 6 777 4687
a 6 788 708
a 6 793 26584
a 6 831 11700
a 6 832 10126
a 6 854 28661
a 6 856 1036
a 6 857 17640
a 6 862 20839
a 6 870 26877
a 6 882 29458
a 6 895 2862
a 6 910 3828
a 6 922 36428
a 6 940 3694
a 6 980 627
a 6 983 39240
a 7 5 67567
a 7 12 93743
a 7 13 15320
a 7 14 22690
a 7 15 40529
a 7 27 7358
a 7 30 224
a 7 33 15621
a 7 37 11241
a 7 39 7682
a 7 52 11780
a 7 53 30341
a 7 61 15638
a 7 63 94389
a 7 66 35442
a 7 76 15763
a 7 78 5658
a 7 89 20726
a 7 91 907
a 7 93 4835
a 7 94 20590
a 7 105 54553
a 7 106 27368
a 7 107 13299
a 7 108 11202
a 7 115 92
a 7 118 4683
a 7 120 1702
a 7 123 46121
a 7 128 1393
a 7 132 17579
a 7 134 12025
a 7 140 43311
a 7 143 5458
a 7 145 65755
a 7 148 60627
a 7 150 2926
a 7 154 65672
a 7 156 49490
a 7 160 43758
a 7 162 4235
a 7 165 3741
a 7 166 115
a 7 180 3095
a 7 182 27664
a 7 190 38577
a 7 193 43542
a 7 197 17511
a 7 201 5062
a 7 203 59941
a 7 205 6515
a 7 206 5914
a 7 209 34743
a 7 213 85252
a 7 219 71803
a 7 220 12202
a 7 226 31797
a 7 229 95930
a 7 230 16195
a 7 240 51151
a 7 242 58532
a 7 245 102960
a 7 246 73887
a 7 247 19892
a 7 250 25933
a 7 255 49908
a 7 256 1381
a 7 259 28590
a 7 260 13259
a 7 263 114418
a 7 264 57642
a 7 275 840
a 7 279 43618
a 7 284 11740
a 7 285 29248
a 7 290 28037
a 7 291 12668
a 7 302 24350
a 7 304 7667
a 7 305 49018
a 7 307 47134
a 7 308 21813
a 7 311 26105
a 7 322 64791
a 7 323 9852
a 7 324 9324
a 7 327 9543
a 7 333 51627
a 7 337 1847
a 7 339 13056
a 7 340 4635
a 7 341 42713
a 7 348 253
a 7 357 5985
a 7 359 62054
a 7 362 10350
a 7 364 81163
a 7 365 51936
a 7 367 4795
a 7 374 1864
a 7 380 19054
a 7 381 10618
a 7 387 10642
a 7 390 37206
a 7 392 19534
a 7 395 52070
a 7 397 89663
a 7 398 27761
a 7 403 30348
a 7 404 7773
a 7 406 84856
a 7 407 14500
a 7 408 49774
a 7 410 39003
a 7 412 37078
a 7 413 9129
a 7 415 75041
a 7 418 4586
a 7 430 62904
a 7 432 71255
a 7 440 27590
a 7 443 19294
a 7 453 3190
a 7 456 10476
a 7 462 20735
a 7 467 21611
a 7 469 14671
a 7 471 37810
a 7 475 7261
a 7 477 41891
a 7 478 1297
a 7 480 36345
a 7 481 45177
a 7 483 11180
a 7 492 48070
a 7 498 91303
a 7 500 84182
a 7 505 2101
a 7 507 31096
a 7 510 70966
a 7 513 19787
a 7 516 68677
a 7 521 348
a 7 527 27258
a 7 528 42179
a 7 530 48614
a 7 535 10092
a 7 542 14074
a 7 543 38403
a 7 545 32847
a 7 554 2132
a 7 562 16963
a 7 565 1393
a 7 566 8448
a 7 569 49832
a 7 575 26574
a 7 579 3443
a 7 585 10538
a 7 589 8187
a 7 592 15679
a 7 598 3455
a 7 607 36981
a 7 610 41265
a 7 632 3825
a 7 634 6434
a 7 641 42819
a 7 642 48084
a 7 644 97990
a 7 649 38599
a 7 650 20515
a 7 652 19835
a 7 656 5397
a 7 658 61948
a 7 659 32279
a 7 661 64729
a 7 666 42643
a 7 668 1389
a 7 673 9977
a 7 675 5272
a 7 679 30445
a 7 682 34070
a 7 685 19578
a 7 693 2392
a 7 694 80640
a 7 696 23358
a 7 698 9666
a 7 699 18805
a 7 701 7463
a 7 703 93012
a 7 705 51812
a 7 707 715
a 7 709 3239
a 7 717 45313
a 7 724 19556
a 7 725 42130
a 7 726 77847
a 7 728 5606
a 7 729 22384
a 7 731 36059
a 7 732 66258
a 7 735 42382
a 7 745 62057
a 7 750 96440
a 7 751 919
a 7 755 619
a 7 768 26496
a 7 769 42450
a 7 771 8204
a 7 776 89623
a 7 779 44812
a 7 786 29779
a 7 792 60716
a 7 798 14234
a 7 809 19962
a 7 810 11402
a 7 818 39795
a 7 822 6210
a 7 825 18380
a 7 827 14690
a 7 831 26926
a 7 838 2370
a 7 839 1281
a 7 842 32806
a 7 846 14236
a 7 848 51652
a 7 852 16400
a 7 858 7420
a 7 863 60025
a 7 867 41890
a 7 869 15724
a 7 871 65695
a 7 876 4560
a 7 879 43569
a 7 880 34689
a 7 881 7642
a 7 882 43978
a 7 883 80439
a 7 886 15615
a 7 887 35635
a 7 890 37525
a 7 893 18680
a 7 895 48109
a 7 896 13748
a 7 898 26284
a 7 905 8509
a 7 906 32663
a 7 908 23904
a 7 910 12681
a 7 911 1252
a 7 915 5242
a 7 917 741
a 7 920 14489
a 7 922 45167
a 7 927 74696
a 7 937 16854
a 7 940 105605
a 7 951 11141
a 7 952 30613
a 7 958 4502
a 7 963 584
a 7 968 49610
a 7 969 16395
a 7 974 49022
a 7 975 19435
a 7 977 4425
a 7 982 4172
a 7 985 5123
a 7 989 12097
a 7 990 37010
a 7 991 26415
a 7 996 28717
a 7 997 5400
a 7 998 213
a 8 0 28133
a 8 11 15047
a 8 14 546
a 8 29 25783
a 8 49 7916
a 8 87 18693
a 8 124 2460
a 8 135 1869
a 8 136 6632
a 8 138 7505
a 8 140 3720
a 8 167 2426
a 8 182 611
a 8 204 19080
a 8 207 1854
a 8 215 17956
a 8 219 1540
a 8 222 8542
a 8 239 31652
a 8 245 6606
a 8 253 485
a 8 269 3936
a 8 307 111
a 8 310 17657
a 8 312 4197
a 8 330 22049
a 8 364 5802
a 8 403 28858
a 8 413 959
a 8 415 17399
a 8 426 16672
a 8 430 23
a 8 432 41764
a 8 438 33414
a 8 453 2676
a 8 479 9427
a 8 488 7186
a 8 501 4182
a 8 502 5168
a 8 516 5102
a 8 523 2303
a 8 530 11815
a 8 553 13467
a 8 555 15956
a 8 558 10424
a 8 575 751
a 8 583 212
a 8 588 19274
a 8 614 11540
a 8 615 12583
a 8 625 14787
a 8 632 15533
a 8 652 224
a 8 661 15151
a 8 668 5418
a 8 680 3815
a 8 696 173
a 8 705 19634
a 8 708 9608
a 8 750 2305
a 8 756 8382
a 8 776 5323
a 8 777 2447
a 8 783 701
a 8 784 7307
a 8 791 874
a 8 792 2507
a 8 793 26813
a 8 802 554
a 8 814 8998
a 8 820 458
a 8 832 33499
a 8 845 3865
a 8 857 13871
a 8 863 11200
a 8 873 21265
a 8 885 7499
a 8 893 2490
a 8 895 3150
a 8 922 26665
a 8 932 8955
a 8 933 21892
a 8 941 1381
a 8 952 19812
a 8 974 24082
a 8 979 20232
a 9 0 63668
a 9 6 54720
a 9 7 8561
a 9 11 69831
a 9 25 57843
a 9 27 10589
a 9 28 10321
a 9 32 19140
a 9 34 14536
a 9 35 4079
a 9 39 19501
a 9 45 4162
a 9 47 16676
a 9 56 250
a 9 57 62699
a 9 58 32249
a 9 59 86875
a 9 65 20084
a 9 70 22701
a 9 73 46108
a 9 79 78669
a 9 82 15622
a 9 87 103179
a 9 89 2624
a 9 96 517
a 9 99 61557
a 9 100 9639
a 9 103 19334
a 9 105 65775
a 9 108 34912
a 9 113 1308
a 9 114 20700
a 9 118 12561
a 9 126 42583
a 9 129 20690
a 9 131 3609
a 9 133 35959
a 9 136 69121
a 9 141 16707
a 9 143 56054
a 9 150 3117
a 9 153 1589
a 9 155 383
a 9 159 64730
a 9 160 58008
a 9 165 1272
a 9 170 58010
a 9 184 110669
a 9 191 68366
a 9 192 54355
a 9 193 76267
a 9 197 6993
a 9 202 35700
a 9 203 24897
a 9 206 19099
a 9 210 5789
a 9 213 84188
a 9 221 18679
a 9 223 24922
a 9 224 12532
a 9 225 11408
a 9 226 26238
a 9 234 1570
a 9 236 36477
a 9 241 110
a 9 242 12602
a 9 243 59114
a 9 247 112393
a 9 252 13572
a 9 256 7944
a 9 258 109968
a 9 264 25908
a 9 268 75929
a 9 269 46014
a 9 270 40868
a 9 281 3664
a 9 284 41301
a 9 286 12784
a 9 287 50415
a 9 288 8462
a 9 289 24651
a 9 291 8873
a 9 296 2130
a 9 298 54676
a 9 299 52159
a 9 300 79655
a 9 312 26816
a 9 313 34975
a 9 317 64003
a 9 318 42831
a 9 322 40311
a 9 324 20089
a 9 325 42939
a 9 327 35328
a 9 333 18163
a 9 335 18436
a 9 343 95277
a 9 351 30058
a 9 355 2514
a 9 356 40778
a 9 359 67329
a 9 362 2390
a 9 364 87070
a 9 369 17460
a 9 378 2409
a 9 381 22467
a 9 385 10549
a 9 391 21718
a 9 392 27724
a 9 394 3703
a 9 395 22448
a 9 398 15435
a 9 408 41544
a 9 412 20118
a 9 417 1259
a 9 424 7353
a 9 425 47657
a 9 427 15641
a 9 433 49908
a 9 435 6370
a 9 436 82777
a 9 442 27327
a 9 452 88762
a 9 453 92033
a 9 456 10700
a 9 457 20536
a 9 458 10455
a 9 460 5050
a 9 463 23535
a 9 465 61831
a 9 466 28909
a 9 468 39087
a 9 471 50106
a 9 472 2968
a 9 477 57102
a 9 485 19316
a 9 486 3094
a 9 487 1457
a 9 489 45515
a 9 494 39471
a 9 496 14529
a 9 498 86094
a 9 501 85715
a 9 504 1404
a 9 506 16643
a 9 515 6480
a 9 519 51940
a 9 527 38836
a 9 531 31308
a 9 534 34300
a 9 536 30940
a 9 542 16271
a 9 543 59991
a 9 547 33794
a 9 549 61996
a 9 555 1996
a 9 556 24890
a 9 557 31203
a 9 559 66933
a 9 561 6197
a 9 567 20772
a 9 568 3144
a 9 569 64927
a 9 580 58531
