c Example graph converted from input format to desired format
p sp 1000 49851
a 5 595 23453
a 5 605 48569
a 5 612 1691
a 5 614 248
a 5 649 28263
a 5 662 8034
a 5 692 1520
a 5 701 38197
a 5 703 7844
a 5 749 11367
a 5 772 6864
a 5 779 16642
a 5 796 45634
a 5 868 14045
a 5 917 8826
a 5 947 4985
a 5 964 1633
a 5 995 35007
a 6 9 5648
a 6 15 655
a 6 23 39420
a 6 30 1199
a 6 31 3446
a 6 48 529
a 6 51 15913
a 6 52 21467
a 6 87 9586
a 6 110 29177
a 6 142 39269
a 6 154 5793
a 6 170 15826
a 6 173 30173
a 6 182 16545
a 6 198 13529
a 6 247 3227
a 6 261 617
a 6 297 15500
a 6 310 13189
a 6 321 15783
a 6 323 10019
a 6 325 30532
a 6 347 20961
a 6 368 35916
a 6 383 27351
a 6 420 4040
a 6 429 4890
a 6 441 4547
a 6 457 1431
a 6 462 4023
a 6 527 1747
a 6 528 9347
a 6 567 27797
a 6 587 496
a 6 610 14191
a 6 617 1168
a 6 632 505
a 6 645 1223
a 6 675 20337
a 6 691 13338
a 6 693 2348
a 6 703 7803
a 6 732 7905
a 6 765 14065
a 6 814 53291
a 6 864 18546
a 6 903 146
a 6 995 35280
a 7 9 32827
a 7 13 1020
a 7 48 27740
a 7 52 9088
a 7 56 31524
a 7 70 3564
a 7 81 16377
a 7 87 32181
a 7 118 3645
a 7 125 51168
a 7 145 62880
a 7 154 5472
a 7 168 3425
a 7 237 2659
a 7 247 12386
a 7 248 8250
a 7 284 1566
a 7 323 28947
a 7 368 16078
a 7 377 71341
a 7 387 13583
a 7 400 34923
a 7 439 12014
a 7 446 13133
a 7 450 5872
a 7 455 4315
a 7 477 2974
a 7 508 18460
a 7 519 16055
a 7 567 7341
a 7 572 13607
a 7 597 17669
a 7 646 20494
a 7 651 9697
a 7 675 56647
a 7 682 10555
a 7 720 14307
a 7 721 1070
a 7 727 681
a 7 745 5059
a 7 768 30598
a 7 781 39038
a 7 799 2616
a 7 815 1323
a 7 868 28476
a 7 871 4074
a 7 889 4112
a 7 978 372
a 7 994 53903
a 8 15 59409
a 8 40 10983
a 8 47 48203
a 8 56 26549
a 8 66 58941
a 8 73 16572
a 8 82 55055
a 8 106 3708
a 8 109 3027
a 8 112 3663
a 8 131 41619
a 8 138 14323
a 8 139 3966
a 8 151 631
a 8 168 36066
a 8 214 5187
a 8 218 22721
a 8 224 29887
a 8 228 11408
a 8 230 41104
a 8 233 12924
a 8 242 7557
a 8 258 1843
a 8 264 16089
a 8 287 4175
a 8 306 44398
a 8 307 8712
a 8 313 5243
a 8 330 10296
a 8 336 17027
a 8 368 8830
a 8 372 9691
a 8 373 3453
a 8 386 8922
a 8 396 86787
a 8 408 21006
a 8 409 39405
a 8 418 24077
a 8 422 19466
a 8 429 35262
a 8 430 31592
a 8 438 9729
a 8 442 64320
a 8 465 40066
a 8 467 4629
a 8 483 36959
a 8 484 60583
a 8 486 34155
a 8 496 52015
a 8 501 23002
a 8 510 11314
a 8 515 37528
a 8 550 13745
a 8 558 887
a 8 559 215
a 8 587 23303
a 8 593 20295
a 8 613 6317
a 8 641 106662
a 8 656 52218
a 8 663 62613
a 8 699 103939
a 8 725 14328
a 8 734 3074
a 8 741 2705
a 8 743 1387
a 8 747 6100
a 8 750 7124
a 8 756 66211
a 8 757 44992
a 8 758 3154
a 8 808 7647
a 8 809 22561
a 8 852 17042
a 8 870 38310
a 8 885 32550
a 8 895 2646
a 8 900 113114
a 8 902 22707
a 8 920 20406
a 8 921 26946
a 8 938 4743
a 8 960 3002
a 8 974 8211
a 9 63 10992
a 9 109 8706
a 9 170 564
a 9 193 12933
a 9 325 24115
a 9 383 3619
a 9 391 12536
a 9 397 8902
a 9 457 2555
a 9 532 10974
a 9 614 11219
a 9 647 1959
a 9 649 14204
a 9 796 17232
a 9 807 12655
a 9 817 19863
a 9 899 31541
a 9 991 8668
a 10 11 11003
a 10 45 21575
a 10 63 53198
a 10 87 25583
a 10 91 7651
a 10 92 5093
a 10 100 410
a 10 111 8887
a 10 142 37238
a 10 157 4786
a 10 160 3327
a 10 215 18032
a 10 291 27050
a 10 300 193
a 10 324 19037
a 10 360 37765
a 10 368 47085
a 10 369 21122
a 10 380 19873
a 10 386 14868
a 10 387 14607
a 10 393 6709
a 10 471 87
a 10 508 3354
a 10 519 14851
a 10 527 11356
a 10 534 6074
a 10 562 22351
a 10 563 6693
a 10 567 2738
a 10 570 12390
a 10 591 2532
a 10 641 22072
a 10 659 1541
a 10 665 5157
a 10 696 21369
a 10 712 1854
a 10 723 183
a 10 725 18227
a 10 757 11129
a 10 765 35357
a 10 784 25946
a 10 785 31470
a 10 809 43193
a 10 852 1092
a 10 884 42597
a 10 933 24349
a 10 984 10969
a 10 988 11247
a 10 994 6434
a 10 999 6733
a 11 2 17754
a 11 81 2580
a 11 86 4118
a 11 87 16439
a 11 110 31398
a 11 116 6869
a 11 121 8791
a 11 133 8699
a 11 143 24566
a 11 146 7041
a 11 166 2735
a 11 170 5381
a 11 183 1655
a 11 191 32559
a 11 248 15602
a 11 333 4283
a 11 367 2475
a 11 400 40811
a 11 434 23987
a 11 470 168
a 11 477 6639
a 11 495 50134
a 11 497 24253
a 11 499 1844
a 11 560 2266
a 11 648 6354
a 11 695 36512
a 11 699 15864
a 11 712 2319
a 11 748 32599
a 11 802 7774
a 11 886 19421
a 11 969 30927
a 11 997 2419
a 12 11 7621
a 12 22 22998
a 12 56 15396
a 12 63 14207
a 12 70 5091
a 12 85 764
a 12 157 6332
a 12 162 9728
a 12 165 5863
a 12 179 989
a 12 183 42
a 12 218 1738
a 12 222 2830
a 12 223 13214
a 12 256 649
a 12 277 30705
a 12 324 38458
a 12 347 13903
a 12 395 14054
a 12 409 7895
a 12 441 11949
a 12 465 30067
a 12 486 292
a 12 496 24794
a 12 504 12715
a 12 507 20515
a 12 513 646
a 12 522 1480
a 12 548 23303
a 12 550 3444
a 12 554 24873
a 12 600 4739
a 12 652 521
a 12 715 1681
a 12 723 800
a 12 754 10209
a 12 761 4765
a 12 773 15985
a 12 884 20386
a 12 947 21573
a 12 968 42689
a 13 38 14265
a 13 63 19264
a 13 82 3023
a 13 108 15296
a 13 203 10876
a 13 218 6430
a 13 248 28516
a 13 251 25396
a 13 282 20780
a 13 291 18667
a 13 297 6681
a 13 310 16135
a 13 324 39832
a 13 339 9679
a 13 347 4755
a 13 357 5440
a 13 368 11328
a 13 391 14692
a 13 413 925
a 13 479 378
a 13 494 33434
a 13 499 12199
a 13 520 4653
a 13 527 1660
a 13 547 3990
a 13 556 18780
a 13 610 18939
a 13 612 1633
a 13 622 19524
a 13 636 3778
a 13 674 4398
a 13 679 34930
a 13 715 12362
a 13 720 20293
a 13 725 2211
a 13 754 9864
a 13 757 6415
a 13 788 2482
a 13 796 30640
a 13 814 36467
a 13 827 10390
a 13 855 21423
a 13 863 321
a 13 868 34819
a 14 21 33100
a 14 22 37856
a 14 23 31870
a 14 33 9999
a 14 42 43172
a 14 52 84318
a 14 74 23859
a 14 81 16998
a 14 85 57999
a 14 120 56741
a 14 143 43876
a 14 150 9877
a 14 161 32273
a 14 229 42853
a 14 239 13600
a 14 242 1107
a 14 269 79472
a 14 282 71266
a 14 302 1571
a 14 330 12588
a 14 342 6799
a 14 353 20120
a 14 379 28647
a 14 387 57046
a 14 409 14069
a 14 430 11669
a 14 443 15050
a 14 448 36900
a 14 454 25341
a 14 472 16369
a 14 481 2213
a 14 490 61724
a 14 510 9460
a 14 522 24880
a 14 530 54403
a 14 532 46802
a 14 545 86200
a 14 564 39179
a 14 577 31681
a 14 581 13409
a 14 593 16943
a 14 595 4164
a 14 601 6468
a 14 609 66768
a 14 619 1714
a 14 636 23446
a 14 640 145
a 14 644 14848
a 14 647 15683
a 14 656 23390
a 14 677 2688
a 14 687 1499
a 14 695 57126
a 14 701 68171
a 14 704 18199
a 14 718 11053
a 14 730 2807
a 14 747 827
a 14 750 4470
a 14 755 4906
a 14 776 29547
a 14 781 54566
a 14 801 19255
a 14 820 26601
a 14 846 9222
a 14 849 1638
a 14 885 24426
a 14 918 12811
a 14 926 46325
a 14 936 26677
a 14 947 80379
a 14 959 10155
a 14 960 10511
a 14 967 54650
a 14 972 14099
a 14 977 12728
a 15 2 12578
a 15 26 8333
a 15 70 5285
a 15 81 14032
a 15 90 9721
a 15 100 883
a 15 117 6310
a 15 142 27809
a 15 223 4194
a 15 297 5308
a 15 457 18847
a 15 475 42585
a 15 499 1349
a 15 554 10423
a 15 605 3398
a 15 632 10656
a 15 662 4897
a 15 674 2184
a 15 709 1535
a 15 725 15823
a 15 744 1918
a 15 746 9663
a 15 748 10454
a 15 809 22915
a 15 827 17785
a 15 880 9167
a 15 896 15419
a 15 931 17413
a 15 932 17461
a 15 940 28097
a 15 941 10274
a 15 968 35887
a 15 991 29653
a 16 13 18911
a 16 33 7557
a 16 81 33399
a 16 83 41840
a 16 89 3601
a 16 111 3763
a 16 132 37566
a 16 137 65438
a 16 193 67193
a 16 227 15118
a 16 239 59468
a 16 241 2033
a 16 242 725
a 16 244 11935
a 16 245 23344
a 16 264 19137
a 16 280 1455
a 16 290 28113
a 16 295 76459
a 16 297 30629
a 16 302 3258
a 16 311 6916
a 16 323 28953
a 16 349 59563
a 16 365 12907
a 16 391 72869
a 16 396 68851
a 16 439 29491
a 16 453 2473
a 16 475 76531
a 16 480 26372
a 16 503 52972
a 16 557 5410
a 16 560 11260
a 16 567 3753
a 16 579 52028
a 16 584 20508
a 16 586 13706
a 16 592 4522
a 16 595 27991
a 16 615 15324
a 16 616 318
a 16 636 5956
a 16 649 8340
a 16 652 26916
a 16 672 7192
a 16 678 98084
a 16 683 2422
a 16 717 6234
a 16 721 9060
a 16 725 60786
a 16 730 3502
a 16 736 9991
a 16 750 50570
a 16 757 1894
a 16 775 36159
a 16 784 14925
a 16 849 53890
a 16 852 36432
a 16 857 2043
a 16 876 9092
a 16 877 5440
a 16 899 73009
a 16 904 12811
a 16 918 4591
a 16 933 63507
a 16 934 12970
a 16 937 24961
a 16 957 17862
a 16 959 2935
a 16 982 2477
a 16 995 24490
a 17 22 39446
a 17 24 21922
a 17 59 26144
a 17 104 27009
a 17 109 9189
a 17 121 47889
a 17 143 66792
a 17 157 3145
a 17 179 57343
a 17 196 45828
a 17 210 10440
a 17 211 32350
a 17 212 12447
a 17 238 1916
a 17 245 7288
a 17 253 5899
a 17 291 44911
a 17 321 41247
a 17 324 57752
a 17 353 14689
a 17 360 50791
a 17 369 9936
a 17 380 54396
a 17 386 32516
a 17 390 5984
a 17 400 58198
a 17 408 114
a 17 425 24946
a 17 426 74
a 17 493 1808
a 17 539 10965
a 17 546 1080
a 17 561 37699
a 17 582 55257
a 17 609 22121
a 17 619 38
a 17 625 6954
a 17 633 130
a 17 682 12687
a 17 699 21910
a 17 705 30789
a 17 762 11517
a 17 783 11075
a 17 792 29772
a 17 793 25605
a 17 815 10706
a 17 817 17701
a 17 835 41818
a 17 896 39848
a 17 911 25766
a 17 926 12379
a 17 937 9637
a 17 992 1545
a 18 2 3021
a 18 83 10448
a 18 92 4890
a 18 108 7393
a 18 174 4326
a 18 211 14132
a 18 276 16775
a 18 283 35780
a 18 367 7300
a 18 380 7714
a 18 391 5764
a 18 421 5018
a 18 434 18472
a 18 526 2015
a 18 545 29536
a 18 554 6329
a 18 566 1298
a 18 591 661
a 18 596 15635
a 18 641 30974
a 18 649 3620
a 18 660 12509
a 18 715 1284
a 18 732 14699
a 18 738 3762
a 18 746 3433
a 18 750 4763
a 18 784 3607
a 18 863 11470
a 18 917 430
a 18 922 18070
a 18 947 6166
a 18 967 1038
a 18 988 262
a 19 63 4014
a 19 66 596
a 19 202 508
a 19 211 531
a 19 283 2720
a 19 311 2166
a 19 392 8023
a 19 699 189
a 19 877 2201
a 19 940 3228
a 20 196 1617
a 20 285 630
a 20 312 2206
a 20 595 551
a 20 940 4291
a 20 999 757
a 21 2 3910
a 21 19 7749
a 21 41 18261
a 21 56 22901
a 21 145 10115
a 21 300 9713
a 21 311 22043
a 21 421 8125
a 21 448 1568
a 21 465 23946
a 21 495 11236
a 21 499 7816
a 21 520 25516
a 21 556 9591
a 21 561 14238
a 21 570 306
a 21 595 13766
a 21 596 9156
a 21 712 5606
a 21 745 728
a 21 779 553
a 21 807 10581
a 21 827 1567
a 21 879 3218
a 21 896 2835
a 21 899 6932
a 21 923 17272
a 21 932 18803
a 21 942 8231
a 22 30 7594
a 22 56 13099
a 22 65 8141
a 22 109 6577
a 22 162 54
a 22 286 4348
a 22 325 34680
a 22 369 665
a 22 395 12539
a 22 490 6710
a 22 532 7781
a 22 544 10540
a 22 545 12605
a 22 563 6789
a 22 567 6489
a 22 591 1507
a 22 614 3774
a 22 660 7893
a 22 679 694
a 22 691 12349
a 22 725 683
a 22 750 1571
a 22 765 5502
a 22 772 4867
a 22 780 5962
a 22 793 25637
a 22 898 1944
a 22 983 26923
a 23 520 1006
a 23 814 1812
a 24 30 87
a 24 65 20220
a 24 86 7156
a 24 109 6416
a 24 135 6237
a 24 146 16
a 24 220 14287
a 24 221 10154
a 24 236 6394
a 24 297 2154
a 24 333 6220
a 24 338 21292
a 24 393 1029
a 24 421 7891
a 24 434 29122
a 24 480 82
a 24 490 6725
a 24 496 1325
a 24 507 5487
a 24 523 24056
a 24 545 30066
a 24 557 3349
a 24 610 11815
a 24 645 1661
a 24 679 27633
a 24 720 12769
a 24 746 8496
a 24 779 3444
a 24 922 14377
a 24 931 1949
a 24 985 4882
a 25 6 12615
a 25 22 36829
a 25 26 39043
a 25 70 6152
a 25 74 1851
a 25 111 14957
a 25 125 34596
a 25 162 32236
a 25 179 48767
a 25 183 29429
a 25 203 57593
a 25 223 29943
a 25 318 1228
a 25 330 10321
a 25 357 10690
a 25 359 5893
a 25 368 7654
a 25 380 16566
a 25 383 7949
a 25 387 7135
a 25 423 49108
a 25 445 19709
a 25 464 19792
a 25 465 40367
a 25 471 11383
a 25 475 29172
a 25 488 2943
a 25 528 19677
a 25 541 23401
a 25 544 42793
a 25 551 2808
a 25 555 149
a 25 557 29300
a 25 584 1908
a 25 612 26093
a 25 622 26241
a 25 636 47255
a 25 641 61945
a 25 663 11353
a 25 742 13439
a 25 840 958
a 25 855 19707
a 25 879 14606
a 25 885 10775
a 25 886 38512
a 25 926 10996
a 25 978 4784
a 26 37 1293
a 26 41 2621
a 26 65 13809
a 26 223 1336
a 26 269 8267
a 26 321 1067
a 26 383 3605
a 26 507 10281
a 26 520 10880
a 26 605 12239
a 26 660 5197
a 26 695 18832
a 26 732 6725
a 26 922 594
a 27 15 30257
a 27 16 9714
a 27 19 48585
a 27 28 2500
a 27 35 8106
a 27 36 14373
a 27 41 81731
a 27 50 3219
a 27 52 97646
a 27 57 23979
a 27 71 105452
a 27 78 112163
a 27 88 28724
a 27 89 1697
a 27 93 2320
a 27 114 36226
a 27 119 149
a 27 130 29569
a 27 158 53738
a 27 160 70747
a 27 165 36294
a 27 171 1321
a 27 190 19675
a 27 230 52957
a 27 237 55899
a 27 245 26130
a 27 258 15495
a 27 273 30571
a 27 291 93710
a 27 297 60901
a 27 323 10473
a 27 328 18946
a 27 330 5470
a 27 349 15957
a 27 350 6914
a 27 352 7218
a 27 358 22873
a 27 363 1340
a 27 413 73255
a 27 428 2626
a 27 430 73861
a 27 440 9027
a 27 442 9661
a 27 444 1390
a 27 463 1659
a 27 467 10311
a 27 468 1145
a 27 473 26991
a 27 481 14527
a 27 482 106722
a 27 483 34955
a 27 501 50645
a 27 520 27401
a 27 534 74737
a 27 547 35971
a 27 549 450
a 27 569 2022
a 27 573 44092
a 27 592 11456
a 27 594 8286
a 27 595 2363
a 27 596 84761
a 27 598 80848
a 27 614 97420
a 27 616 33408
a 27 633 41553
a 27 655 43707
a 27 656 64329
a 27 657 4477
a 27 665 5536
a 27 679 33197
a 27 695 53586
a 27 726 73095
a 27 736 37057
a 27 743 22408
a 27 754 22292
a 27 766 9636
a 27 767 106242
a 27 778 3112
a 27 789 1075
a 27 798 19554
a 27 805 44
a 27 806 20112
a 27 830 24409
a 27 832 4148
a 27 840 22989
a 27 845 1747
a 27 856 47
a 27 878 1375
a 27 879 42816
a 27 892 29615
a 27 894 4585
a 27 914 824
a 27 916 728
a 27 934 10046
a 27 943 7870
a 27 944 7089
a 27 949 15249
a 27 959 34857
a 28 13 26356
a 28 16 9394
a 28 24 26377
a 28 32 1925
a 28 42 80905
a 28 52 119693
a 28 56 19666
a 28 62 30905
a 28 86 27511
a 28 93 46622
a 28 94 3856
a 28 98 10168
a 28 101 4484
a 28 111 42741
a 28 117 61169
a 28 131 50465
a 28 136 54736
a 28 145 23477
a 28 148 11095
a 28 154 61285
a 28 158 41872
a 28 178 26468
a 28 203 38391
a 28 240 14169
a 28 245 46584
a 28 260 175
a 28 270 9172
a 28 282 85230
a 28 283 113776
a 28 286 92805
a 28 293 1645
a 28 297 41656
a 28 310 73927
a 28 315 73648
a 28 320 38612
a 28 330 39287
a 28 332 16843
a 28 333 93563
a 28 367 68010
a 28 385 5746
a 28 391 10499
a 28 396 51682
a 28 400 117204
a 28 408 27868
a 28 426 7754
a 28 433 27401
a 28 437 8302
a 28 450 41028
a 28 453 2626
a 28 458 20392
a 28 461 92681
a 28 465 29548
a 28 480 53263
a 28 481 9901
a 28 494 10302
a 28 511 23686
a 28 535 8736
a 28 539 58683
a 28 542 4348
a 28 546 14898
a 28 559 6729
a 28 565 29305
a 28 591 34233
a 28 600 19298
a 28 609 54907
a 28 616 51572
a 28 641 54457
a 28 648 61500
a 28 650 1642
a 28 674 69024
a 28 678 6008
a 28 679 32643
a 28 709 21625
a 28 719 3268
a 28 720 13864
a 28 725 97748
a 28 730 3195
a 28 734 9750
a 28 735 20296
a 28 743 6543
a 28 749 7511
a 28 752 18772
a 28 757 7533
a 28 766 1414
a 28 774 21351
a 28 795 15585
a 28 796 88934
a 28 801 8300
a 28 810 2025
a 28 815 46694
a 28 819 57227
a 28 855 74746
a 28 861 1313
a 28 862 262
a 28 873 1172
a 28 886 98071
a 28 899 79500
a 28 900 31874
a 28 904 64653
a 28 913 8962
a 28 918 25814
a 28 921 36884
a 28 933 70640
a 28 965 751
a 28 968 56099
a 28 993 50382
a 29 8 466
a 29 20 60830
a 29 26 5113
a 29 46 7863
a 29 54 17220
a 29 59 9786
a 29 70 37743
a 29 81 91542
a 29 92 15542
a 29 93 34455
a 29 111 8901
a 29 114 5011
a 29 145 31452
a 29 148 8502
a 29 154 69348
a 29 156 5087
a 29 165 106627
a 29 166 48260
a 29 173 30063
a 29 181 64786
a 29 231 30040
a 29 234 1665
a 29 241 3748
a 29 254 19018
a 29 255 70456
a 29 312 100645
a 29 327 14648
a 29 332 1884
a 29 334 37886
a 29 340 1012
a 29 341 12284
a 29 360 630
a 29 361 73
a 29 369 59121
a 29 380 46418
a 29 391 5073
a 29 395 16412
a 29 400 31604
a 29 408 11981
a 29 413 5270
a 29 420 36712
a 29 422 36554
a 29 430 70875
a 29 446 7610
a 29 449 54725
a 29 457 18135
a 29 485 12144
a 29 501 7076
a 29 504 48196
a 29 505 2556
a 29 520 92044
a 29 523 47743
a 29 542 3010
a 29 566 76463
a 29 571 49421
a 29 597 15990
a 29 610 27480
a 29 633 12475
a 29 636 90440
a 29 640 16887
a 29 652 52668
a 29 656 1630
a 29 662 4721
a 29 688 15530
a 29 690 31383
a 29 694 30037
a 29 705 9224
a 29 721 18164
a 29 723 59761
a 29 743 4942
a 29 748 44566
a 29 749 58613
a 29 776 59741
a 29 782 37043
a 29 784 40113
a 29 831 22096
a 29 833 7307
a 29 836 17190
a 29 852 1815
a 29 869 517
a 29 872 4250
a 29 874 1485
a 29 876 29998
a 29 880 22066
a 29 913 2095
a 29 920 23666
a 29 939 34560
a 29 940 45336
a 29 943 59653
a 29 945 1127
a 29 952 56074
a 29 970 14459
a 29 983 49171
a 29 984 62138
a 29 991 82308
a 29 994 86814
a 30 41 1317
a 30 116 6836
a 30 165 139
a 30 223 8748
a 30 246 6589
a 30 276 14136
a 30 321 4046
a 30 423 26785
a 30 434 23675
a 30 448 9112
a 30 544 1543
a 30 557 97
a 30 562 7579
a 30 567 8151
a 30 639 5655
a 30 661 899
a 30 701 8836
a 30 712 4892
a 30 767 988
a 30 779 606
a 30 796 12790
a 30 817 9842
a 30 864 5046
a 30 901 638
a 31 1 2015
a 31 26 218
a 31 56 3855
a 31 78 6896
a 31 132 2359
a 31 173 5725
a 31 202 2155
a 31 212 1276
a 31 300 13640
a 31 321 1619
a 31 349 14746
a 31 377 7991
a 31 393 69
a 31 492 5298
a 31 499 2340
a 31 554 408
a 31 556 14494
a 31 661 115
a 31 695 17758
a 31 732 10106
a 31 780 2144
a 31 781 1768
a 31 817 13431
a 31 866 1041
a 31 976 5263
a 31 999 19086
a 32 5 15287
a 32 18 5684
a 32 22 28922
a 32 52 1538
a 32 86 27986
a 32 91 32635
a 32 109 32520
a 32 113 8785
a 32 117 5268
a 32 118 3525
a 32 125 7979
a 32 136 3600
a 32 146 34425
a 32 184 57835
a 32 189 23616
a 32 197 35509
a 32 198 52467
a 32 246 19190
a 32 312 24793
a 32 404 4165
a 32 412 4064
a 32 413 21951
a 32 439 9089
a 32 442 287
a 32 444 3802
a 32 449 9651
a 32 462 10417
a 32 477 20739
a 32 513 2820
a 32 518 1745
a 32 547 6862
a 32 551 1001
a 32 564 9630
a 32 566 24925
a 32 577 488
a 32 627 14332
a 32 644 3465
a 32 674 25479
a 32 690 4994
a 32 701 42738
a 32 703 20647
a 32 726 25425
a 32 812 9353
a 32 817 39824
a 32 849 27482
a 32 874 1789
a 32 885 2951
a 32 903 2159
a 32 939 637
a 32 979 1440
a 32 988 14482
a 32 989 13792
a 33 10 12630
a 33 25 4210
a 33 58 4042
a 33 63 18569
a 33 74 8923
a 33 87 31314
a 33 100 29681
a 33 108 4501
a 33 117 5234
a 33 131 7400
a 33 146 40887
a 33 174 6835
a 33 194 17587
a 33 212 54139
a 33 246 9148
a 33 251 1535
a 33 252 6828
a 33 263 9992
a 33 295 34844
a 33 311 70458
a 33 318 2586
a 33 386 873
a 33 387 46043
a 33 393 40295
a 33 397 55442
a 33 406 17560
a 33 429 9360
a 33 441 36383
a 33 534 32622
a 33 600 1326
a 33 619 8007
a 33 632 37297
a 33 682 1092
a 33 744 22754
a 33 757 2323
a 33 768 49738
a 33 771 19673
a 33 796 44037
a 33 807 63553
a 33 813 7868
a 33 816 19275
a 33 862 360
a 33 885 14278
a 33 902 94
a 33 904 28104
a 33 912 1445
a 33 921 278
a 33 922 26928
a 33 940 43083
a 33 955 57123
a 33 964 36835
a 33 976 40478
a 33 984 5970
a 33 994 19907
a 34 0 776
a 34 7 18956
a 34 20 700
a 34 58 33252
a 34 65 54633
a 34 68 4248
a 34 78 2800
a 34 103 1576
a 34 114 27976
a 34 115 2272
a 34 135 42545
a 34 136 31776
a 34 174 54508
a 34 183 23336
a 34 197 27249
a 34 198 10781
a 34 201 12399
a 34 212 45034
a 34 235 16512
a 34 285 29784
a 34 315 102369
a 34 324 19697
a 34 334 8267
a 34 339 77735
a 34 343 13570
a 34 349 86216
a 34 373 22837
a 34 374 66685
a 34 379 21410
a 34 393 5575
a 34 394 52876
a 34 397 21671
a 34 400 23220
a 34 415 3498
a 34 418 7476
a 34 419 883
a 34 420 50859
a 34 422 15339
a 34 434 96041
a 34 442 20171
a 34 453 9897
a 34 459 8807
a 34 473 13491
a 34 489 1115
a 34 498 12950
a 34 510 6846
a 34 535 2438
a 34 539 28434
a 34 550 40183
a 34 567 49188
a 34 571 14482
