c Example graph converted from input format to desired format
p sp 1000 150048
a 2 687 79814
a 2 688 80471
a 2 693 10576
a 2 700 3616
a 2 701 49030
a 2 702 685
a 2 705 64047
a 2 707 33085
a 2 711 3022
a 2 714 13991
a 2 716 70831
a 2 720 74112
a 2 724 2589
a 2 726 25994
a 2 731 23331
a 2 733 36656
a 2 735 84847
a 2 736 21357
a 2 738 17030
a 2 739 9323
a 2 740 30236
a 2 742 25458
a 2 745 120472
a 2 749 26789
a 2 756 11180
a 2 760 1335
a 2 765 9460
a 2 772 32356
a 2 773 36740
a 2 775 46467
a 2 780 23516
a 2 783 3239
a 2 791 122501
a 2 795 37968
a 2 796 40560
a 2 807 98945
a 2 819 31844
a 2 824 24541
a 2 828 33230
a 2 829 34822
a 2 831 37478
a 2 832 38309
a 2 837 75140
a 2 844 22472
a 2 847 12313
a 2 865 102318
a 2 872 2572
a 2 877 29503
a 2 879 50263
a 2 882 11222
a 2 883 25821
a 2 887 90114
a 2 893 64768
a 2 899 86000
a 2 900 17254
a 2 904 37687
a 2 905 13406
a 2 914 13167
a 2 918 14791
a 2 927 884
a 2 928 3907
a 2 929 6144
a 2 931 7938
a 2 934 58442
a 2 940 11073
a 2 942 74165
a 2 949 69660
a 2 950 39253
a 2 952 3447
a 2 961 59574
a 2 965 9519
a 2 967 29651
a 2 973 18104
a 2 974 20146
a 2 975 7628
a 2 988 4449
a 2 990 8190
a 2 994 16300
a 2 998 42001
a 3 0 36731
a 3 4 75751
a 3 7 62900
a 3 9 35357
a 3 14 20247
a 3 18 1388
a 3 19 45724
a 3 21 36813
a 3 25 54188
a 3 29 24672
a 3 30 497
a 3 32 1207
a 3 38 14456
a 3 40 117247
a 3 43 4022
a 3 47 7593
a 3 52 38914
a 3 55 34730
a 3 57 38757
a 3 58 13910
a 3 61 9461
a 3 62 100058
a 3 66 1290
a 3 69 69707
a 3 70 649
a 3 73 2002
a 3 74 29327
a 3 75 48943
a 3 78 29837
a 3 84 71058
a 3 90 1606
a 3 93 25365
a 3 99 19247
a 3 101 67575
a 3 102 25526
a 3 106 34077
a 3 107 60665
a 3 123 4013
a 3 124 28182
a 3 125 7506
a 3 127 9180
a 3 129 86600
a 3 132 104003
a 3 134 33935
a 3 135 36526
a 3 140 18596
a 3 145 6915
a 3 147 29372
a 3 150 38740
a 3 154 18511
a 3 157 78506
a 3 160 9632
a 3 169 13248
a 3 170 4610
a 3 174 117897
a 3 175 13863
a 3 177 2844
a 3 180 27366
a 3 186 73778
a 3 187 60590
a 3 190 8234
a 3 191 13889
a 3 196 69824
a 3 198 86178
a 3 200 1360
a 3 201 7581
a 3 217 50365
a 3 219 68293
a 3 222 52740
a 3 224 881
a 3 228 15754
a 3 229 64549
a 3 231 9597
a 3 233 42644
a 3 239 1177
a 3 243 56751
a 3 244 2966
a 3 246 43319
a 3 248 4563
a 3 257 73147
a 3 258 9101
a 3 262 19077
a 3 267 17711
a 3 268 50275
a 3 271 99046
a 3 275 73762
a 3 277 24306
a 3 282 49678
a 3 283 6757
a 3 287 110807
a 3 288 5401
a 3 291 31735
a 3 297 118717
a 3 303 6147
a 3 304 96530
a 3 306 48965
a 3 312 62600
a 3 319 62445
a 3 320 62816
a 3 321 68287
a 3 322 15798
a 3 330 29492
a 3 333 4332
a 3 343 378
a 3 346 2823
a 3 354 18610
a 3 355 15612
a 3 376 2887
a 3 379 36262
a 3 381 78771
a 3 383 65652
a 3 385 15680
a 3 386 24992
a 3 388 4717
a 3 390 45759
a 3 394 14086
a 3 398 3166
a 3 405 59338
a 3 406 771
a 3 409 29743
a 3 410 50457
a 3 411 20264
a 3 415 5845
a 3 419 81063
a 3 425 2005
a 3 436 8268
a 3 437 12930
a 3 441 17212
a 3 442 103673
a 3 443 7277
a 3 444 20911
a 3 448 81815
a 3 457 13097
a 3 461 83327
a 3 466 1637
a 3 467 2603
a 3 469 36469
a 3 471 7816
a 3 474 19703
a 3 477 45807
a 3 478 29101
a 3 481 81373
a 3 485 526
a 3 488 11153
a 3 490 963
a 3 492 66152
a 3 494 58949
a 3 498 4882
a 3 499 19732
a 3 500 186
a 3 509 6723
a 3 513 4710
a 3 519 45556
a 3 524 41521
a 3 525 12189
a 3 528 12231
a 3 529 3238
a 3 532 993
a 3 540 58661
a 3 541 79096
a 3 545 74438
a 3 556 51129
a 3 564 36767
a 3 565 4726
a 3 568 32120
a 3 576 59774
a 3 577 886
a 3 579 3848
a 3 590 5862
a 3 592 63757
a 3 593 758
a 3 597 5158
a 3 600 48364
a 3 604 56775
a 3 607 1311
a 3 609 23979
a 3 611 35044
a 3 613 23205
a 3 617 115960
a 3 619 5928
a 3 628 42405
a 3 637 692
a 3 639 27908
a 3 643 14875
a 3 645 23538
a 3 648 27606
a 3 649 6076
a 3 651 26229
a 3 658 11807
a 3 663 14235
a 3 664 3380
a 3 670 52027
a 3 672 9654
a 3 678 55786
a 3 687 50744
a 3 689 47380
a 3 690 72158
a 3 692 12531
a 3 693 22723
a 3 703 68319
a 3 704 28454
a 3 712 666
a 3 717 41494
a 3 718 20480
a 3 721 2699
a 3 723 34755
a 3 725 7505
a 3 726 21759
a 3 727 93401
a 3 747 99220
a 3 751 4308
a 3 753 70682
a 3 755 14435
a 3 756 21114
a 3 758 64537
a 3 759 2893
a 3 762 77336
a 3 764 51900
a 3 769 62248
a 3 771 43718
a 3 772 53790
a 3 773 25520
a 3 774 37422
a 3 775 57569
a 3 779 979
a 3 782 1789
a 3 785 45824
a 3 786 33447
a 3 787 76022
a 3 788 73751
a 3 790 62313
a 3 794 3789
a 3 795 18049
a 3 800 34141
a 3 803 2278
a 3 806 25403
a 3 810 11208
a 3 815 94052
a 3 817 22649
a 3 819 32010
a 3 825 28126
a 3 848 25142
a 3 849 182
a 3 854 236
a 3 856 32722
a 3 863 9803
a 3 864 1366
a 3 866 24207
a 3 872 56222
a 3 874 13776
a 3 879 13093
a 3 882 98976
a 3 886 37830
a 3 899 18777
a 3 907 5787
a 3 908 5134
a 3 910 29470
a 3 920 5049
a 3 924 9392
a 3 929 4760
a 3 931 49309
a 3 935 17663
a 3 936 89176
a 3 940 6455
a 3 943 728
a 3 947 20520
a 3 948 58583
a 3 951 1381
a 3 958 2560
a 3 961 30823
a 3 962 107247
a 3 963 34264
a 3 965 49484
a 3 976 2388
a 3 981 80958
a 3 984 8123
a 3 986 42991
a 3 988 13705
a 3 992 43675
a 4 13 5358
a 4 29 4650
a 4 31 2309
a 4 41 7095
a 4 65 4041
a 4 106 1102
a 4 113 5942
a 4 117 5004
a 4 131 7538
a 4 140 10287
a 4 171 10402
a 4 204 7063
a 4 212 1196
a 4 213 4015
a 4 235 12274
a 4 246 15635
a 4 275 2731
a 4 311 3353
a 4 325 8973
a 4 350 11197
a 4 362 8807
a 4 381 1481
a 4 390 8198
a 4 403 5210
a 4 419 439
a 4 422 1850
a 4 431 11512
a 4 455 822
a 4 484 1454
a 4 486 24442
a 4 501 14057
a 4 511 16176
a 4 566 27
a 4 591 4341
a 4 616 10537
a 4 633 10815
a 4 649 17950
a 4 656 10669
a 4 674 7154
a 4 684 9094
a 4 688 5828
a 4 700 23148
a 4 733 3842
a 4 735 20450
a 4 747 9936
a 4 766 24175
a 4 773 2751
a 4 785 3281
a 4 787 948
a 4 788 3548
a 4 790 12676
a 4 807 644
a 4 810 4951
a 4 811 6558
a 4 834 18513
a 4 848 4756
a 4 859 26572
a 4 864 10693
a 4 865 2830
a 4 887 3859
a 4 899 8300
a 4 904 401
a 4 911 3892
a 4 918 7739
a 4 922 1909
a 4 936 9778
a 4 954 1715
a 4 970 3397
a 4 972 19163
a 4 986 205
a 5 189 358
a 5 256 437
a 5 766 214
a 6 5 24963
a 6 17 11730
a 6 18 89556
a 6 20 17741
a 6 22 53070
a 6 29 67775
a 6 30 25117
a 6 34 3040
a 6 38 15252
a 6 41 43182
a 6 43 22998
a 6 44 2653
a 6 45 11768
a 6 49 17020
a 6 50 2528
a 6 54 10816
a 6 56 864
a 6 57 86024
a 6 61 8982
a 6 62 76879
a 6 64 36979
a 6 65 87339
a 6 66 2439
a 6 72 46512
a 6 75 52040
a 6 77 8128
a 6 79 29615
a 6 81 7134
a 6 89 63236
a 6 96 31927
a 6 101 76262
a 6 103 10510
a 6 106 28597
a 6 112 20875
a 6 116 112128
a 6 121 1624
a 6 122 18725
a 6 129 65812
a 6 130 43852
a 6 134 31415
a 6 136 54220
a 6 138 65140
a 6 143 48857
a 6 144 57797
a 6 157 66164
a 6 159 93868
a 6 165 50499
a 6 166 12666
a 6 174 88198
a 6 186 65067
a 6 187 82047
a 6 192 34807
a 6 194 264
a 6 196 10758
a 6 197 54984
a 6 200 5310
a 6 209 1803
a 6 210 2805
a 6 211 47128
a 6 213 51201
a 6 233 61072
a 6 234 28892
a 6 236 6966
a 6 240 11016
a 6 241 11968
a 6 244 1994
a 6 248 13878
a 6 250 27277
a 6 252 28431
a 6 253 49804
a 6 256 87239
a 6 259 63226
a 6 262 25643
a 6 268 62525
a 6 269 50922
a 6 272 37989
a 6 274 66347
a 6 275 61119
a 6 277 44425
a 6 278 52728
a 6 282 23890
a 6 283 9138
a 6 290 11325
a 6 294 43014
a 6 295 62666
a 6 296 5135
a 6 297 60910
a 6 298 21144
a 6 303 6155
a 6 306 102343
a 6 307 82905
a 6 314 87156
a 6 316 2899
a 6 320 69536
a 6 322 64420
a 6 324 4477
a 6 325 58400
a 6 327 17214
a 6 328 78927
a 6 334 869
a 6 344 39814
a 6 347 10856
a 6 350 34866
a 6 351 42449
a 6 363 17962
a 6 370 54902
a 6 371 6851
a 6 377 5259
a 6 380 60538
a 6 381 41101
a 6 383 78693
a 6 386 40983
a 6 388 1624
a 6 389 6111
a 6 390 12938
a 6 394 10523
a 6 397 36705
a 6 399 2850
a 6 409 726
a 6 415 31905
a 6 421 22850
a 6 422 96558
a 6 423 68127
a 6 426 4470
a 6 427 76379
a 6 428 40035
a 6 432 18941
a 6 441 18093
a 6 444 51039
a 6 445 70515
a 6 447 8338
a 6 451 27085
a 6 455 71055
a 6 456 288
a 6 461 69247
a 6 462 24313
a 6 471 2796
a 6 477 31401
a 6 488 15618
a 6 489 34555
a 6 492 62978
a 6 494 18215
a 6 500 23346
a 6 501 114899
a 6 503 19178
a 6 514 599
a 6 515 11477
a 6 516 31052
a 6 524 33508
a 6 525 58561
a 6 527 11351
a 6 533 37
a 6 538 13022
a 6 542 47168
a 6 545 50463
a 6 552 13658
a 6 557 341
a 6 562 18645
a 6 569 28958
a 6 572 2420
a 6 574 74175
a 6 579 28787
a 6 589 39275
a 6 602 118651
a 6 606 85759
a 6 610 36176
a 6 611 10543
a 6 620 93014
a 6 628 56544
a 6 629 52883
a 6 634 25985
a 6 640 21256
a 6 650 56266
a 6 651 22321
a 6 656 73605
a 6 665 12030
a 6 668 13742
a 6 670 54950
a 6 671 15628
a 6 678 49337
a 6 686 63337
a 6 688 11453
a 6 689 12996
a 6 690 38940
a 6 691 1122
a 6 697 14839
a 6 704 27156
a 6 712 60016
a 6 722 17424
a 6 726 9387
a 6 727 29906
a 6 735 28942
a 6 738 26019
a 6 740 2705
a 6 751 17052
a 6 754 61703
a 6 759 31250
a 6 760 11832
a 6 778 2896
a 6 781 558
a 6 785 45539
a 6 786 12654
a 6 791 97223
a 6 793 77890
a 6 799 4561
a 6 801 5797
a 6 807 54880
a 6 811 43979
a 6 814 18937
a 6 825 49213
a 6 833 13061
a 6 836 5833
a 6 840 9632
a 6 843 24527
a 6 850 23653
a 6 868 8087
a 6 869 69360
a 6 871 19567
a 6 874 963
a 6 876 9863
a 6 877 8520
a 6 880 13993
a 6 882 71291
a 6 883 7476
a 6 888 20888
a 6 891 49728
a 6 896 20604
a 6 903 2349
a 6 907 55162
a 6 911 96007
a 6 912 36140
a 6 915 50400
a 6 916 9179
a 6 920 4942
a 6 921 20558
a 6 922 48210
a 6 924 39627
a 6 925 47533
a 6 929 13384
a 6 932 12685
a 6 934 140
a 6 936 47569
a 6 938 17185
a 6 940 37885
a 6 943 921
a 6 945 1269
a 6 952 1391
a 6 953 83690
a 6 957 6607
a 6 958 3324
a 6 959 53047
a 6 967 43105
a 6 969 24819
a 6 971 308
a 6 975 53377
a 6 976 11837
a 6 981 73301
a 6 982 46312
a 6 984 25345
a 6 989 54486
a 7 5 33230
a 7 48 7401
a 7 62 8501
a 7 68 6684
a 7 71 30
a 7 78 19834
a 7 86 32591
a 7 107 10289
a 7 113 28648
a 7 132 10998
a 7 136 4277
a 7 156 2813
a 7 157 6402
a 7 159 19217
a 7 174 6741
a 7 182 25886
a 7 202 16463
a 7 206 3601
a 7 212 6873
a 7 223 11225
a 7 229 41085
a 7 235 5366
a 7 243 7233
a 7 252 11702
a 7 256 51826
a 7 259 25020
a 7 286 14234
a 7 287 13666
a 7 295 57
a 7 304 9296
a 7 306 4651
a 7 311 4824
a 7 314 1846
a 7 318 2537
a 7 321 14090
a 7 331 140
a 7 350 34429
a 7 355 11050
a 7 363 38827
a 7 381 27379
a 7 395 1482
a 7 404 3835
a 7 405 3610
a 7 422 18785
a 7 434 610
a 7 442 15728
a 7 444 3124
a 7 446 1719
a 7 452 2945
a 7 475 4411
a 7 477 3683
a 7 478 8593
a 7 491 18434
a 7 504 35252
a 7 511 31366
a 7 525 13629
a 7 526 11660
a 7 530 2332
a 7 545 5774
a 7 556 4727
a 7 559 28323
a 7 566 11789
a 7 574 35750
a 7 590 3175
a 7 598 799
a 7 606 13095
a 7 622 34049
a 7 625 5487
a 7 629 4863
a 7 634 12329
a 7 649 31729
a 7 662 23621
a 7 666 1728
a 7 682 391
a 7 688 26297
a 7 690 3723
a 7 700 46624
a 7 703 6293
a 7 709 26386
a 7 727 552
a 7 737 11227
a 7 741 29418
a 7 747 2639
a 7 751 14862
a 7 762 6805
a 7 764 4180
a 7 766 39931
a 7 769 11878
a 7 780 6296
a 7 782 24481
a 7 787 16499
a 7 793 1904
a 7 794 6336
a 7 802 22264
a 7 810 12254
a 7 811 14692
a 7 822 14178
a 7 829 11258
a 7 830 37115
a 7 865 27451
a 7 884 31439
a 7 925 786
a 7 934 5062
a 7 942 3509
a 7 960 5814
a 7 966 4497
a 7 984 3618
a 7 985 9874
a 7 986 2106
a 7 998 1815
a 8 13 5473
a 8 18 24536
a 8 27 3262
a 8 28 7175
a 8 33 3971
a 8 40 1900
a 8 57 687
a 8 65 10433
a 8 79 19850
a 8 105 20225
a 8 109 155
a 8 115 6817
a 8 116 19429
a 8 130 2443
a 8 131 21990
a 8 133 18958
a 8 140 5814
a 8 159 1671
a 8 173 3790
a 8 186 1488
a 8 189 10828
a 8 193 938
a 8 198 19280
a 8 208 28623
a 8 229 1683
a 8 234 1424
a 8 271 3859
a 8 294 1419
a 8 308 19927
a 8 319 23822
a 8 325 4568
a 8 362 4140
a 8 402 5430
a 8 404 533
a 8 431 17621
a 8 442 2207
a 8 443 324
a 8 448 27534
a 8 455 2763
a 8 472 1843
a 8 477 684
a 8 511 12410
a 8 545 1626
a 8 554 648
a 8 566 7035
a 8 588 9875
a 8 591 5345
a 8 592 2026
a 8 617 10925
a 8 620 540
a 8 622 5743
a 8 633 9773
a 8 652 158
a 8 657 6926
a 8 666 621
a 8 684 1417
a 8 733 7996
a 8 741 9237
a 8 765 4455
a 8 773 487
a 8 784 17425
a 8 787 7584
a 8 789 499
a 8 790 20024
a 8 791 29209
a 8 794 5970
a 8 802 4170
a 8 806 2370
a 8 811 5761
a 8 830 254
a 8 859 19205
a 8 884 9440
a 8 894 307
a 8 899 15872
a 8 941 21830
a 8 981 1986
a 8 986 1375
a 8 994 13185
a 9 8 4584
a 9 11 29668
a 9 13 7944
a 9 31 10817
a 9 48 14860
a 9 60 10937
a 9 65 20209
a 9 89 3332
a 9 95 20178
a 9 106 14176
a 9 116 470
a 9 136 6915
a 9 142 2834
a 9 150 1283
a 9 156 5090
a 9 171 25478
a 9 174 16508
a 9 182 12952
a 9 189 7185
a 9 193 4132
a 9 198 8611
a 9 202 17990
a 9 213 9675
a 9 228 984
a 9 229 23239
a 9 242 6141
a 9 252 543
a 9 253 19414
a 9 256 28309
a 9 262 4290
a 9 275 3646
a 9 299 14832
a 9 307 1085
a 9 319 12026
a 9 350 21883
a 9 445 1365
a 9 448 35050
a 9 449 18501
a 9 452 1365
a 9 457 193
a 9 460 5407
a 9 472 2430
a 9 477 7706
a 9 484 3296
a 9 491 19614
a 9 537 11853
a 9 542 22074
a 9 566 16924
a 9 588 8033
a 9 591 5847
a 9 604 7623
a 9 610 1978
a 9 625 4354
a 9 634 18777
a 9 648 590
a 9 649 17314
a 9 651 17252
a 9 656 2192
a 9 662 20234
a 9 697 14832
a 9 702 7054
a 9 727 1758
a 9 730 3092
a 9 751 644
a 9 766 3616
a 9 787 5047
a 9 789 17293
a 9 792 766
a 9 794 9055
a 9 815 38233
a 9 829 1142
a 9 833 8365
a 9 834 20406
a 9 859 28210
a 9 862 531
a 9 884 11059
a 9 899 18042
a 9 913 25240
a 9 936 888
a 9 954 9795
a 9 960 9607
a 9 962 28901
a 9 978 1516
a 9 982 3611
a 9 986 1938
a 9 994 18297
a 9 996 498
a 10 4 5259
a 10 13 10572
a 10 65 4817
a 10 79 139
a 10 89 17132
a 10 95 7231
a 10 104 15172
a 10 106 6418
a 10 110 19750
a 10 112 7310
a 10 117 9018
a 10 150 18162
a 10 173 13602
a 10 186 8312
a 10 198 18925
a 10 212 10210
a 10 217 10761
a 10 242 2415
a 10 252 2617
a 10 271 839
a 10 287 17486
a 10 299 771
a 10 306 4125
a 10 317 1495
a 10 321 12829
a 10 325 12379
a 10 337 495
a 10 363 15006
a 10 378 19333
a 10 390 5129
a 10 396 20426
a 10 422 2947
a 10 428 594
a 10 461 1812
a 10 475 8194
a 10 511 11276
a 10 517 267
a 10 537 4448
a 10 542 13243
a 10 558 12422
a 10 566 5080
a 10 592 2616
a 10 602 13359
a 10 606 1498
a 10 615 15215
a 10 622 2696
a 10 633 8772
a 10 638 5075
a 10 652 6444
a 10 656 7208
a 10 657 9921
a 10 659 13171
a 10 684 20212
a 10 696 11644
a 10 700 9210
a 10 702 1004
a 10 709 10006
a 10 741 14919
a 10 765 3315
a 10 773 7461
a 10 782 4516
a 10 784 15264
a 10 788 8595
a 10 790 8981
a 10 791 31729
a 10 792 133
a 10 815 27027
a 10 824 10996
a 10 830 6224
a 10 837 16371
a 10 859 4719
a 10 886 10922
a 10 894 207
a 10 918 21879
a 10 936 8127
a 10 941 35235
a 10 978 4119
a 10 981 4173
a 11 18 3571
a 11 40 1537
a 11 48 1828
a 11 79 4568
a 11 89 2362
a 11 130 3060
a 11 174 1767
a 11 208 3332
a 11 245 1810
a 11 259 1701
a 11 307 2284
a 11 362 931
