c Example graph converted from input format to desired format
p sp 1000 99714
a 2 980 4164
a 3 90 1431
a 3 675 1316
a 4 3 37811
a 4 5 7728
a 4 22 29198
a 4 24 9236
a 4 28 4600
a 4 40 14101
a 4 52 6933
a 4 64 7805
a 4 76 46947
a 4 83 396
a 4 86 1493
a 4 122 6604
a 4 123 17048
a 4 126 12921
a 4 132 17517
a 4 154 4885
a 4 163 10236
a 4 176 3699
a 4 207 39734
a 4 228 42801
a 4 229 41553
a 4 230 16408
a 4 234 277
a 4 250 30380
a 4 255 30891
a 4 259 34316
a 4 268 2491
a 4 274 6720
a 4 288 10180
a 4 307 44482
a 4 321 51499
a 4 331 7655
a 4 335 4836
a 4 344 3041
a 4 347 15277
a 4 350 4684
a 4 382 19593
a 4 399 13795
a 4 415 24686
a 4 425 47920
a 4 435 13032
a 4 442 2027
a 4 444 38299
a 4 450 3405
a 4 462 23168
a 4 463 16038
a 4 464 11792
a 4 473 37165
a 4 474 6699
a 4 488 7157
a 4 493 356
a 4 494 42350
a 4 516 26341
a 4 531 2025
a 4 537 50849
a 4 543 35302
a 4 546 7583
a 4 548 6799
a 4 565 31728
a 4 580 15820
a 4 583 5560
a 4 587 10118
a 4 607 17133
a 4 613 24526
a 4 648 49246
a 4 649 2158
a 4 651 9416
a 4 669 11752
a 4 677 18419
a 4 695 8286
a 4 709 26187
a 4 715 37968
a 4 724 5404
a 4 747 22017
a 4 755 30012
a 4 767 5957
a 4 783 3718
a 4 784 20356
a 4 789 20805
a 4 827 13184
a 4 836 8522
a 4 837 47087
a 4 838 14375
a 4 841 598
a 4 863 22259
a 4 896 1099
a 4 914 22328
a 4 916 3898
a 4 932 26219
a 4 949 12618
a 4 958 4467
a 4 964 1876
a 4 982 20557
a 4 986 2715
a 4 999 4986
a 5 90 7790
a 5 177 1896
a 5 183 3486
a 5 297 2853
a 5 435 1139
a 5 443 383
a 5 444 2786
a 5 494 57
a 5 515 5375
a 5 621 4479
a 5 638 72
a 5 644 4207
a 5 648 2327
a 5 683 577
a 5 711 2902
a 5 720 80
a 5 747 1106
a 5 764 5473
a 5 819 5268
a 5 830 1944
a 5 862 4920
a 5 941 134
a 5 986 462
a 6 1 3716
a 6 21 26804
a 6 37 26620
a 6 71 23215
a 6 85 7262
a 6 87 197
a 6 107 3904
a 6 109 9214
a 6 111 6523
a 6 114 22937
a 6 116 35907
a 6 123 231
a 6 125 4175
a 6 134 881
a 6 150 22413
a 6 155 2565
a 6 164 3094
a 6 203 1048
a 6 205 14821
a 6 208 409
a 6 212 14739
a 6 229 31479
a 6 237 9994
a 6 247 205
a 6 259 28187
a 6 277 9286
a 6 291 650
a 6 300 7451
a 6 331 6399
a 6 374 9898
a 6 394 13173
a 6 415 6529
a 6 425 3447
a 6 436 22309
a 6 442 5286
a 6 463 16481
a 6 466 32881
a 6 480 8095
a 6 481 3752
a 6 488 185
a 6 494 34589
a 6 510 24411
a 6 537 34515
a 6 548 17412
a 6 572 13835
a 6 580 14575
a 6 617 28587
a 6 638 5647
a 6 649 5586
a 6 652 12003
a 6 675 41809
a 6 680 31564
a 6 690 8329
a 6 715 18770
a 6 720 24910
a 6 727 19178
a 6 734 14030
a 6 753 33623
a 6 761 4153
a 6 787 37445
a 6 792 2371
a 6 794 25916
a 6 797 1907
a 6 798 28340
a 6 811 228
a 6 825 9223
a 6 830 15864
a 6 859 32823
a 6 896 1528
a 6 914 9836
a 6 916 2493
a 6 924 6236
a 6 935 1728
a 6 945 22060
a 6 970 11250
a 7 1 40913
a 7 3 32995
a 7 8 20981
a 7 28 26786
a 7 29 8237
a 7 35 36393
a 7 41 44810
a 7 43 34520
a 7 50 2208
a 7 64 19485
a 7 74 21348
a 7 75 9276
a 7 78 52264
a 7 80 19170
a 7 81 42451
a 7 87 5672
a 7 107 54762
a 7 109 50177
a 7 112 2076
a 7 115 34576
a 7 116 46989
a 7 122 59350
a 7 135 68245
a 7 138 26058
a 7 139 36175
a 7 140 21162
a 7 141 37073
a 7 143 14790
a 7 144 5888
a 7 146 55796
a 7 154 55473
a 7 177 58888
a 7 178 407
a 7 180 9612
a 7 186 20164
a 7 187 24314
a 7 209 185
a 7 226 835
a 7 235 54300
a 7 239 5433
a 7 245 23550
a 7 250 56557
a 7 256 30632
a 7 272 390
a 7 273 12566
a 7 296 1009
a 7 299 1380
a 7 304 5927
a 7 315 24763
a 7 323 76737
a 7 332 21075
a 7 336 5274
a 7 344 36924
a 7 353 744
a 7 364 12676
a 7 367 1900
a 7 373 177
a 7 374 3881
a 7 399 75403
a 7 405 5416
a 7 406 27198
a 7 415 71164
a 7 423 30696
a 7 427 1444
a 7 434 34633
a 7 438 6414
a 7 452 13692
a 7 488 21703
a 7 505 13556
a 7 511 26328
a 7 532 9582
a 7 534 21287
a 7 542 885
a 7 558 3238
a 7 559 68
a 7 561 32016
a 7 573 529
a 7 578 29157
a 7 586 4270
a 7 610 10877
a 7 612 2549
a 7 616 837
a 7 626 8227
a 7 628 7744
a 7 629 13861
a 7 641 5177
a 7 642 4164
a 7 649 12764
a 7 652 51385
a 7 653 45946
a 7 658 35565
a 7 662 34370
a 7 692 41508
a 7 693 14603
a 7 701 3871
a 7 704 80851
a 7 717 16986
a 7 723 48479
a 7 730 10497
a 7 742 10249
a 7 752 35202
a 7 755 20617
a 7 758 11609
a 7 760 1340
a 7 763 14424
a 7 770 13722
a 7 779 6239
a 7 785 2051
a 7 796 9112
a 7 801 4996
a 7 806 82130
a 7 816 919
a 7 819 71862
a 7 823 17291
a 7 829 11095
a 7 845 12572
a 7 852 26837
a 7 858 10920
a 7 860 19463
a 7 863 67440
a 7 871 11562
a 7 882 6375
a 7 885 9183
a 7 893 41502
a 7 914 39054
a 7 915 12503
a 7 934 90754
a 7 936 36060
a 7 940 2402
a 7 962 71362
a 7 963 11374
a 7 966 15370
a 7 968 19613
a 7 977 3711
a 7 979 20971
a 7 982 31701
a 7 990 37527
a 7 995 9284
a 7 996 17484
a 7 997 11218
a 7 999 40066
a 9 13 18989
a 9 15 38357
a 9 19 8342
a 9 24 45744
a 9 26 19254
a 9 28 4932
a 9 29 8387
a 9 31 25140
a 9 35 39284
a 9 42 20176
a 9 50 9313
a 9 67 546
a 9 81 46992
a 9 96 21138
a 9 111 249
a 9 117 44025
a 9 120 1587
a 9 126 4695
a 9 130 6114
a 9 140 22643
a 9 147 54272
a 9 148 1528
a 9 154 6424
a 9 163 32872
a 9 167 12007
a 9 175 412
a 9 182 69615
a 9 228 14791
a 9 232 7915
a 9 245 33869
a 9 247 20381
a 9 248 80025
a 9 250 32683
a 9 254 8097
a 9 258 36357
a 9 288 22648
a 9 303 9724
a 9 304 375
a 9 310 5833
a 9 317 8418
a 9 328 47336
a 9 335 25521
a 9 338 40921
a 9 346 11887
a 9 349 3933
a 9 357 5682
a 9 383 60684
a 9 390 49502
a 9 421 27183
a 9 423 20075
a 9 437 8667
a 9 442 12804
a 9 444 45143
a 9 454 42913
a 9 456 9786
a 9 459 21459
a 9 480 61025
a 9 490 1035
a 9 492 30576
a 9 505 11559
a 9 512 50673
a 9 513 10437
a 9 514 56677
a 9 515 21692
a 9 524 51355
a 9 528 5023
a 9 531 50855
a 9 535 13504
a 9 572 33907
a 9 580 45433
a 9 587 31524
a 9 595 10764
a 9 598 10400
a 9 599 7751
a 9 601 13608
a 9 621 63646
a 9 622 1280
a 9 623 12010
a 9 625 65097
a 9 626 33593
a 9 645 13073
a 9 650 63924
a 9 651 83439
a 9 653 16026
a 9 655 18945
a 9 665 8164
a 9 686 67250
a 9 688 14196
a 9 689 63824
a 9 690 38990
a 9 693 4005
a 9 710 7969
a 9 711 26342
a 9 715 9639
a 9 720 14359
a 9 721 46147
a 9 723 18358
a 9 724 2776
a 9 727 64151
a 9 728 583
a 9 730 5265
a 9 736 27577
a 9 737 4457
a 9 747 49442
a 9 760 16276
a 9 769 27482
a 9 770 10661
a 9 771 82551
a 9 776 25836
a 9 783 7722
a 9 784 26142
a 9 789 75675
a 9 796 582
a 9 797 33904
a 9 801 91899
a 9 809 10349
a 9 815 10780
a 9 817 3734
a 9 822 9235
a 9 833 26806
a 9 839 6686
a 9 846 49058
a 9 853 16619
a 9 858 6320
a 9 859 49355
a 9 871 12553
a 9 883 449
a 9 889 3005
a 9 896 3212
a 9 900 23892
a 9 912 10069
a 9 918 20804
a 9 920 6583
a 9 932 19914
a 9 935 39865
a 9 937 3921
a 9 945 14349
a 9 970 36613
a 9 972 43112
a 9 981 21309
a 9 982 76971
a 9 984 34070
a 9 990 8487
a 9 994 500
a 9 996 2930
a 9 999 35905
a 10 7 831
a 10 16 67574
a 10 20 2090
a 10 34 219
a 10 35 20329
a 10 42 48413
a 10 44 61584
a 10 46 38790
a 10 57 77779
a 10 61 16955
a 10 62 60646
a 10 63 29169
a 10 64 61803
a 10 65 10976
a 10 70 3601
a 10 76 33313
a 10 78 20165
a 10 79 8084
a 10 82 17088
a 10 88 128546
a 10 90 58209
a 10 98 2393
a 10 99 8397
a 10 104 30603
a 10 105 894
a 10 106 27580
a 10 108 8866
a 10 115 58431
a 10 118 19264
a 10 121 11289
a 10 122 49062
a 10 135 689
a 10 142 39926
a 10 144 88165
a 10 160 11682
a 10 165 4356
a 10 167 40255
a 10 169 43742
a 10 182 69251
a 10 186 1623
a 10 200 36172
a 10 202 3817
a 10 207 39536
a 10 221 7736
a 10 227 1199
a 10 228 66729
a 10 230 52514
a 10 231 5787
a 10 232 39349
a 10 239 19659
a 10 240 12672
a 10 244 34621
a 10 247 25470
a 10 251 59228
a 10 264 4217
a 10 268 1743
a 10 279 548
a 10 280 32357
a 10 284 10544
a 10 285 34747
a 10 295 25253
a 10 300 49225
a 10 307 54813
a 10 314 5610
a 10 315 862
a 10 316 10422
a 10 326 35725
a 10 335 32434
a 10 340 91056
a 10 346 28618
a 10 349 13984
a 10 353 16592
a 10 364 23310
a 10 365 43193
a 10 378 61405
a 10 381 728
a 10 388 20191
a 10 390 58698
a 10 393 80536
a 10 397 27458
a 10 400 11440
a 10 402 11261
a 10 403 22900
a 10 412 486
a 10 416 10645
a 10 423 9865
a 10 426 10081
a 10 430 9390
a 10 432 32147
a 10 441 64528
a 10 443 53044
a 10 450 34268
a 10 451 5389
a 10 462 105820
a 10 469 53354
a 10 484 11886
a 10 485 1621
a 10 487 18533
a 10 488 45207
a 10 494 34047
a 10 499 38830
a 10 501 12608
a 10 503 14950
a 10 508 3547
a 10 509 3367
a 10 513 48089
a 10 522 8456
a 10 534 49904
a 10 542 46773
a 10 549 57904
a 10 550 20379
a 10 551 9999
a 10 556 2186
a 10 559 15227
a 10 564 48648
a 10 567 1729
a 10 571 12001
a 10 573 2913
a 10 583 36342
a 10 588 13533
a 10 590 44352
a 10 602 14936
a 10 604 22524
a 10 609 7355
a 10 613 63498
a 10 617 73690
a 10 621 90679
a 10 623 36771
a 10 626 57359
a 10 631 38842
a 10 634 28316
a 10 642 7423
a 10 645 59727
a 10 652 102513
a 10 663 30197
a 10 664 666
a 10 668 3038
a 10 676 50711
a 10 679 14095
a 10 690 43932
a 10 706 9164
a 10 711 4265
a 10 712 17259
a 10 715 97098
a 10 717 60624
a 10 718 18190
a 10 723 19304
a 10 730 20291
a 10 734 54883
a 10 739 62154
a 10 742 18490
a 10 764 15768
a 10 772 1539
a 10 773 38211
a 10 777 13310
a 10 783 34587
a 10 790 2723
a 10 791 111680
a 10 802 10437
a 10 808 41002
a 10 822 41710
a 10 823 46568
a 10 837 33578
a 10 850 4773
a 10 857 45998
a 10 858 14101
a 10 860 28249
a 10 874 40466
a 10 878 6726
a 10 888 10427
a 10 893 11171
a 10 896 1066
a 10 903 29841
a 10 905 6838
a 10 913 11234
a 10 914 108494
a 10 920 72639
a 10 921 53406
a 10 924 49773
a 10 933 923
a 10 944 30669
a 10 972 29158
a 10 975 8546
a 10 992 1274
a 11 41 2220
a 11 48 16145
a 11 53 5861
a 11 56 32839
a 11 64 11578
a 11 76 34861
a 11 92 101
a 11 114 2835
a 11 141 6516
a 11 144 11037
a 11 152 7966
a 11 180 7354
a 11 190 2778
a 11 196 3664
a 11 208 222
a 11 214 6032
a 11 223 15409
a 11 228 18564
a 11 229 27199
a 11 234 9049
a 11 242 11034
a 11 280 3109
a 11 288 659
a 11 321 20373
a 11 378 18903
a 11 387 26103
a 11 423 262
a 11 433 20017
a 11 443 28916
a 11 450 22019
a 11 491 25378
a 11 505 1544
a 11 515 37952
a 11 531 12636
a 11 539 16110
a 11 564 1653
a 11 565 19909
a 11 596 18246
a 11 613 72
a 11 625 21600
a 11 651 8406
a 11 658 11496
a 11 660 22590
a 11 684 34989
a 11 686 3995
a 11 695 648
a 11 704 28562
a 11 714 13376
a 11 734 1304
a 11 764 29481
a 11 768 8781
a 11 771 8496
a 11 804 23746
a 11 808 27548
a 11 809 19976
a 11 811 5099
a 11 826 34061
a 11 831 38437
a 11 833 25143
a 11 837 20360
a 11 838 6225
a 11 839 21290
a 11 846 1691
a 11 851 11383
a 11 893 28720
a 11 902 52
a 11 910 13443
a 11 914 15413
a 11 924 1496
a 11 932 756
a 11 967 6786
a 11 968 14296
a 11 998 3279
a 12 3 5849
a 12 21 9417
a 12 59 667
a 12 76 20615
a 12 107 5272
a 12 116 9898
a 12 117 11184
a 12 159 1940
a 12 170 1077
a 12 176 8500
a 12 177 551
a 12 192 450
a 12 196 1326
a 12 216 1484
a 12 222 4331
a 12 248 854
a 12 250 10341
a 12 259 5433
a 12 274 4236
a 12 278 5948
a 12 282 6416
a 12 327 439
a 12 361 12468
a 12 416 6191
a 12 494 6782
a 12 583 9407
a 12 591 23302
a 12 595 6048
a 12 596 645
a 12 614 9138
a 12 625 1144
a 12 638 8676
a 12 720 4034
a 12 727 5371
a 12 819 9979
a 12 826 321
a 12 830 15769
a 12 833 1468
a 12 839 449
a 12 851 4548
a 12 893 568
a 12 970 1699
a 13 4 680
a 13 16 949
a 13 17 11662
a 13 33 9092
a 13 41 10771
a 13 43 31153
a 13 71 23146
a 13 104 157
a 13 111 11400
a 13 115 834
a 13 123 22582
a 13 125 48651
a 13 132 6273
a 13 138 3531
a 13 141 11056
a 13 152 23674
a 13 153 35154
a 13 154 10981
a 13 180 42994
a 13 183 2846
a 13 196 10819
a 13 205 36662
a 13 207 9598
a 13 212 11793
a 13 228 48819
a 13 234 8638
a 13 242 3311
a 13 257 2484
a 13 262 41012
a 13 298 31758
a 13 323 35646
a 13 326 6012
a 13 332 4915
a 13 335 5850
a 13 340 6384
a 13 344 5530
a 13 350 1365
a 13 387 24729
a 13 403 2604
a 13 423 10671
a 13 425 40439
a 13 433 22875
a 13 444 19707
a 13 449 101
a 13 459 30168
a 13 480 27066
a 13 481 14589
a 13 502 18805
a 13 515 39678
a 13 540 31151
a 13 541 18892
a 13 564 20485
a 13 572 12138
a 13 576 1637
a 13 583 27984
a 13 587 12083
a 13 601 14449
a 13 613 11361
a 13 649 5018
a 13 659 21908
a 13 669 2870
a 13 680 3077
a 13 710 305
a 13 723 7384
a 13 724 5878
a 13 727 34059
a 13 752 190
a 13 761 29614
a 13 766 50
a 13 769 274
a 13 771 38042
a 13 797 4859
a 13 798 24689
a 13 803 1018
a 13 804 28755
a 13 806 10907
a 13 812 1387
a 13 818 1364
a 13 825 12694
a 13 837 19802
a 13 838 6812
a 13 841 8810
a 13 851 8518
a 13 853 1243
a 13 854 10478
a 13 859 43997
a 13 862 15819
a 13 863 11310
a 13 864 865
a 13 898 12543
a 13 908 5841
a 13 910 24127
a 13 945 16866
a 13 951 12717
a 13 983 12269
a 13 990 2408
a 14 1 52055
a 14 2 65199
a 14 5 70695
a 14 16 23386
a 14 24 5979
a 14 25 1088
a 14 31 30615
a 14 32 7855
a 14 35 16854
a 14 40 4966
a 14 41 20489
a 14 42 17688
a 14 57 44647
a 14 65 2376
a 14 69 13201
a 14 90 54612
a 14 91 63998
a 14 93 22022
a 14 97 81507
a 14 102 44257
a 14 107 54186
a 14 111 15686
a 14 114 76311
a 14 117 75700
a 14 123 28303
a 14 139 17496
a 14 140 42171
a 14 159 31695
a 14 169 3070
a 14 173 10966
a 14 175 1298
a 14 177 62990
a 14 191 19333
a 14 200 26712
a 14 204 13928
a 14 205 6372
a 14 209 2297
a 14 223 57303
a 14 231 1175
a 14 232 33194
a 14 233 23016
a 14 237 58475
a 14 239 11957
a 14 241 14305
a 14 248 88937
a 14 249 2949
a 14 255 51204
a 14 258 45759
a 14 259 32896
a 14 261 17345
a 14 272 6288
a 14 274 36230
a 14 281 4225
a 14 282 77409
a 14 290 27607
a 14 294 21877
a 14 295 8741
a 14 297 91778
a 14 303 9903
a 14 307 19252
a 14 332 7244
a 14 335 23692
a 14 346 17099
a 14 350 53331
a 14 371 5242
a 14 373 10380
a 14 377 2326
a 14 382 9645
a 14 388 4054
a 14 389 84937
a 14 392 45381
a 14 403 31144
a 14 405 19346
a 14 410 22424
a 14 417 17134
a 14 429 16299
a 14 434 25154
a 14 435 78780
a 14 444 11538
a 14 446 5542
a 14 454 8373
a 14 461 7084
a 14 470 29391
a 14 475 18135
a 14 484 228
a 14 489 35995
a 14 490 13131
a 14 497 4834
a 14 498 76055
a 14 499 3885
a 14 500 60100
a 14 503 203
a 14 507 30910
a 14 512 73485
a 14 514 14304
a 14 543 85515
a 14 546 51796
a 14 549 23265
a 14 558 2280
a 14 563 12615
a 14 567 505
a 14 573 3072
a 14 578 34495
a 14 583 72167
a 14 588 2070
a 14 598 19546
a 14 602 49560
a 14 610 52787
a 14 619 3611
a 14 620 11546
a 14 625 1303
a 14 638 56251
a 14 643 22066
a 14 650 67303
a 14 651 3738
a 14 663 1495
a 14 664 7124
a 14 675 43003
a 14 684 66605
a 14 693 4090
a 14 701 9093
a 14 703 13696
a 14 718 27142
a 14 719 13901
a 14 721 41482
a 14 723 9847
a 14 727 83575
a 14 728 2647
a 14 734 5157
a 14 742 2056
a 14 752 22410
a 14 761 9677
a 14 773 28300
a 14 777 3437
a 14 783 21946
a 14 784 32592
a 14 796 35886
a 14 797 6703
a 14 798 40032
a 14 802 4645
a 14 803 22232
a 14 806 20738
a 14 815 17684
a 14 817 2156
a 14 822 12674
a 14 825 18456
a 14 829 13026
a 14 831 93087
a 14 839 69983
a 14 845 50323
a 14 851 14720
a 14 854 41199
a 14 855 17931
a 14 885 4163
a 14 897 231
a 14 902 39709
a 14 909 1421
a 14 914 62794
a 14 927 8034
a 14 944 5959
a 14 945 31749
a 14 956 12469
a 14 958 39348
a 14 963 6074
a 14 977 4363
a 14 983 29523
a 14 984 34094
a 14 990 26975
a 14 991 43206
a 15 16 455
a 15 50 6432
a 15 54 4108
a 15 59 17005
a 15 76 25207
a 15 88 44895
a 15 97 14667
a 15 117 30897
a 15 132 19436
a 15 141 21410
a 15 152 11703
a 15 164 5673
a 15 181 7750
a 15 190 1591
a 15 214 2876
a 15 223 17408
a 15 229 18803
a 15 242 5502
a 15 248 47470
a 15 300 5004
a 15 331 16049
a 15 351 31397
a 15 382 10179
a 15 414 2567
a 15 433 2754
a 15 459 22384
a 15 462 26728
a 15 505 2366
a 15 511 17945
a 15 516 25126
a 15 522 13009
a 15 537 23764
a 15 571 16215
a 15 595 13200
a 15 597 11202
a 15 602 7329
a 15 632 5715
a 15 651 39937
a 15 675 15192
a 15 676 555
a 15 691 798
a 15 709 3800
a 15 724 13491
a 15 727 14463
a 15 741 23327
a 15 791 29097
a 15 792 5459
a 15 810 5896
a 15 827 3062
a 15 836 23794
a 15 854 2593
a 15 918 9048
a 15 932 770
a 15 935 5714
a 15 942 2215
a 15 945 15814
a 15 951 6854
a 15 956 2493
a 15 967 7906
a 15 980 50300
a 15 995 2901
a 15 998 3866
a 16 2 5529
a 16 3 404
a 16 33 21884
a 16 37 1425
a 16 50 14868
a 16 57 2707
a 16 64 5811
a 16 71 7891
a 16 91 4010
a 16 103 1733
a 16 123 3738
a 16 125 12131
a 16 135 8209
a 16 163 7331
a 16 172 22672
a 16 180 6863
a 16 207 16309
a 16 216 10192
a 16 229 12977
a 16 230 4762
a 16 248 10501
a 16 259 21333
a 16 262 22768
a 16 263 61
a 16 278 7245
a 16 282 10665
a 16 338 21940
a 16 344 37556
a 16 351 20484
a 16 374 2623
a 16 382 4359
a 16 393 23211
a 16 410 25934
a 16 435 1682
a 16 444 4462
a 16 473 795
a 16 498 22560
a 16 583 18779
a 16 591 28781
a 16 597 3572
a 16 598 2738
a 16 600 4330
a 16 614 6622
a 16 632 20255
a 16 644 25133
a 16 654 20404
a 16 656 1104
a 16 659 2479
a 16 664 15761
a 16 669 13370
a 16 714 17347
a 16 727 22898
a 16 731 8203
a 16 741 27331
a 16 761 6714
a 16 768 14295
a 16 789 11085
a 16 804 7415
a 16 811 39320
a 16 838 63
a 16 859 9766
a 16 860 2171
a 16 918 13448
a 16 955 22279
a 16 962 3704
a 16 991 8151
a 17 5 8589
a 17 37 2731
a 17 56 18403
a 17 64 151
a 17 88 29511
a 17 132 3773
a 17 135 585
a 17 144 4674
a 17 152 2395
a 17 159 14484
a 17 170 15972
a 17 197 7629
a 17 251 10527
a 17 259 20232
a 17 298 1360
a 17 300 1791
a 17 323 1959
a 17 361 14506
a 17 390 7417
a 17 415 5537
a 17 425 11008
a 17 443 6916
a 17 459 4127
a 17 477 1902
a 17 481 224
a 17 493 4448
a 17 494 7083
a 17 510 19936
a 17 511 1255
a 17 515 28490
a 17 516 13382
a 17 540 6892
a 17 543 18930
a 17 596 5687
a 17 617 7501
a 17 621 4064
a 17 632 15610
a 17 677 4405
a 17 684 9576
a 17 711 21145
a 17 739 1785
a 17 776 18203
a 17 794 6844
a 17 808 14698
a 17 819 26770
a 17 833 159
a 17 839 16030
a 17 859 17711
a 17 900 5829
a 17 918 468
a 17 967 1201
a 17 970 1276
a 17 980 32394
a 17 990 606
a 18 7 2840
a 18 8 65026
a 18 15 11182
a 18 41 55664
a 18 53 67864
a 18 56 58854
a 18 59 84759
a 18 65 7585
a 18 67 1705
a 18 69 11616
a 18 75 20128
a 18 81 21640
a 18 84 6097
a 18 88 20151
a 18 90 87640
a 18 93 7225
a 18 94 1068
a 18 96 1601
a 18 100 13101
a 18 103 65073
a 18 109 17641
a 18 110 2981
a 18 113 26449
a 18 116 75576
a 18 117 1865
a 18 123 26878
a 18 144 40701
a 18 148 3281
a 18 160 3686
a 18 164 954
a 18 175 6010
a 18 178 7430
a 18 186 25369
a 18 189 3945
a 18 192 6570
a 18 197 23803
a 18 214 60502
a 18 222 32192
a 18 223 9666
a 18 235 3629
a 18 240 24076
a 18 249 5028
a 18 259 52123
a 18 261 35666
a 18 262 7763
a 18 266 172
a 18 268 58074
a 18 288 47960
a 18 290 26946
a 18 294 10301
a 18 295 24385
a 18 301 4230
a 18 312 4297
a 18 319 13333
a 18 321 104471
a 18 323 74287
a 18 326 17669
a 18 327 353
a 18 334 3899
a 18 335 25272
a 18 336 7822
a 18 342 5057
a 18 343 749
a 18 350 37355
a 18 358 4259
a 18 360 10810
