c Example graph converted from input format to desired format
p sp 1000 49903
a 3 779 19825
a 3 803 21584
a 3 816 2901
a 3 836 6634
a 3 856 23347
a 3 857 628
a 3 899 12268
a 3 917 1229
a 3 978 5428
a 3 988 17676
a 4 80 3865
a 4 81 9447
a 4 157 1268
a 4 209 5036
a 4 401 39
a 4 504 915
a 4 611 4130
a 4 612 2236
a 4 613 8771
a 4 662 2762
a 4 692 122
a 4 727 2213
a 4 811 16032
a 4 819 200
a 4 838 4357
a 4 841 198
a 4 858 4529
a 4 948 894
a 5 133 927
a 5 152 5855
a 5 588 4600
a 6 0 8673
a 6 22 10669
a 6 45 3454
a 6 48 10960
a 6 67 29428
a 6 109 2192
a 6 142 12210
a 6 148 3003
a 6 164 15068
a 6 167 7653
a 6 175 17609
a 6 182 58865
a 6 211 740
a 6 364 13589
a 6 367 16907
a 6 372 16473
a 6 385 45823
a 6 392 283
a 6 402 9028
a 6 411 1446
a 6 427 19933
a 6 435 3496
a 6 441 12285
a 6 460 10772
a 6 479 10431
a 6 585 16335
a 6 588 39544
a 6 598 12910
a 6 607 209
a 6 666 4577
a 6 719 17616
a 6 726 5938
a 6 728 9462
a 6 743 20414
a 6 772 6613
a 6 796 17401
a 6 797 26001
a 6 804 7006
a 6 826 2586
a 6 828 4255
a 6 847 10868
a 6 856 39687
a 6 861 21930
a 6 886 27567
a 6 895 146
a 6 948 39509
a 6 969 20590
a 6 989 558
a 6 992 11603
a 7 209 524
a 7 526 1229
a 7 613 316
a 7 770 616
a 7 940 1984
a 8 16 17959
a 8 32 6077
a 8 44 17557
a 8 52 27535
a 8 56 21919
a 8 58 12362
a 8 59 8342
a 8 64 1793
a 8 79 1319
a 8 106 10006
a 8 116 101228
a 8 121 42507
a 8 124 2696
a 8 136 954
a 8 139 25193
a 8 140 18374
a 8 148 37628
a 8 154 3108
a 8 157 38682
a 8 158 21942
a 8 167 74485
a 8 183 16208
a 8 189 9127
a 8 192 36542
a 8 227 79666
a 8 242 18592
a 8 253 96734
a 8 260 206
a 8 263 1990
a 8 278 42112
a 8 288 41505
a 8 296 19401
a 8 302 6073
a 8 305 18947
a 8 321 29571
a 8 334 79244
a 8 335 2738
a 8 337 22738
a 8 360 67490
a 8 362 19968
a 8 363 17076
a 8 381 69917
a 8 387 4206
a 8 388 9758
a 8 390 8560
a 8 394 39928
a 8 408 20224
a 8 446 9776
a 8 447 83283
a 8 454 34440
a 8 467 49758
a 8 484 99808
a 8 485 64874
a 8 499 23825
a 8 520 14964
a 8 531 61495
a 8 549 21586
a 8 554 11662
a 8 567 84219
a 8 575 5935
a 8 580 17483
a 8 599 3619
a 8 626 32710
a 8 643 10700
a 8 649 24982
a 8 658 6526
a 8 661 20196
a 8 666 3886
a 8 679 28568
a 8 683 3382
a 8 684 76068
a 8 698 103960
a 8 702 59079
a 8 706 72611
a 8 729 46873
a 8 732 46516
a 8 765 61
a 8 770 119923
a 8 781 561
a 8 787 25441
a 8 789 109672
a 8 809 3917
a 8 837 30855
a 8 866 35624
a 8 876 19353
a 8 934 8597
a 8 937 82221
a 8 938 41682
a 8 944 5850
a 8 963 82870
a 8 965 22852
a 8 972 45085
a 8 982 65143
a 9 19 338
a 9 277 84
a 9 541 2448
a 9 588 3554
a 9 789 98
a 9 989 809
a 10 37 1013
a 10 72 12579
a 10 86 16930
a 10 88 7884
a 10 97 2774
a 10 153 66886
a 10 157 29885
a 10 161 6280
a 10 184 33450
a 10 193 7498
a 10 197 4230
a 10 201 45904
a 10 208 65636
a 10 219 8716
a 10 225 994
a 10 255 3254
a 10 267 22603
a 10 276 5637
a 10 344 57730
a 10 388 2842
a 10 392 11681
a 10 413 2973
a 10 427 13228
a 10 435 37182
a 10 453 1929
a 10 475 53881
a 10 483 35359
a 10 487 13342
a 10 536 47380
a 10 549 1063
a 10 551 2800
a 10 574 12655
a 10 585 40146
a 10 629 324
a 10 641 2335
a 10 648 452
a 10 651 48191
a 10 674 41090
a 10 700 37920
a 10 702 9152
a 10 714 2618
a 10 726 10196
a 10 740 20387
a 10 752 2723
a 10 811 50354
a 10 814 29071
a 10 816 35097
a 10 821 32664
a 10 833 54200
a 10 835 2927
a 10 839 67732
a 10 848 6029
a 10 875 29379
a 10 888 19252
a 10 889 22413
a 10 894 7481
a 10 917 8209
a 10 925 14934
a 10 937 28642
a 10 940 34078
a 10 941 3380
a 10 957 40438
a 10 960 31136
a 10 961 519
a 10 977 40589
a 10 978 77716
a 10 996 39366
a 11 34 13598
a 11 41 6074
a 11 45 25027
a 11 69 193
a 11 137 3576
a 11 153 7812
a 11 157 15137
a 11 162 12470
a 11 175 27824
a 11 223 8344
a 11 232 3510
a 11 273 5497
a 11 301 1463
a 11 329 959
a 11 431 20860
a 11 440 30989
a 11 484 12098
a 11 490 20698
a 11 537 988
a 11 548 3742
a 11 558 1539
a 11 561 31889
a 11 612 10868
a 11 614 20779
a 11 692 4164
a 11 694 1515
a 11 705 2429
a 11 709 23710
a 11 743 3574
a 11 748 18413
a 11 833 5934
a 11 858 23774
a 11 906 13782
a 11 948 13449
a 11 975 2041
a 11 989 37479
a 11 996 23332
a 12 24 8666
a 12 25 10183
a 12 54 2286
a 12 70 33354
a 12 109 656
a 12 116 29064
a 12 129 2512
a 12 131 17169
a 12 132 1994
a 12 165 66545
a 12 194 34459
a 12 231 16498
a 12 234 21078
a 12 237 22692
a 12 239 135
a 12 269 47468
a 12 276 48275
a 12 284 54322
a 12 322 8314
a 12 353 1735
a 12 369 50807
a 12 382 2187
a 12 389 41860
a 12 416 36646
a 12 435 2083
a 12 475 54453
a 12 497 52230
a 12 503 3503
a 12 516 10167
a 12 531 6984
a 12 540 13156
a 12 548 11145
a 12 555 12577
a 12 586 5830
a 12 599 5603
a 12 654 15759
a 12 660 33403
a 12 670 35308
a 12 684 43965
a 12 695 21177
a 12 698 17083
a 12 747 13674
a 12 748 20160
a 12 772 20816
a 12 817 10954
a 12 848 14256
a 12 854 15441
a 12 857 19202
a 12 863 23890
a 12 882 25622
a 12 940 91057
a 12 941 17721
a 12 945 416
a 12 946 58021
a 12 957 40682
a 12 965 14042
a 12 978 61513
a 12 998 43779
a 12 999 1371
a 13 4 9434
a 13 27 268
a 13 38 24287
a 13 43 5762
a 13 52 19058
a 13 55 4887
a 13 88 318
a 13 112 11590
a 13 175 14406
a 13 177 2603
a 13 210 2583
a 13 232 154
a 13 252 29119
a 13 262 954
a 13 278 2119
a 13 293 6918
a 13 348 3028
a 13 368 15501
a 13 385 26986
a 13 401 17534
a 13 450 20171
a 13 466 9572
a 13 523 2255
a 13 560 9664
a 13 589 14286
a 13 607 128
a 13 608 7130
a 13 611 27696
a 13 665 25039
a 13 673 9017
a 13 690 11686
a 13 692 2543
a 13 724 123
a 13 727 6147
a 13 776 1643
a 13 803 16148
a 13 808 2130
a 13 971 4821
a 13 978 35995
a 14 82 29397
a 14 86 9794
a 14 146 7542
a 14 165 16575
a 14 175 35497
a 14 238 11982
a 14 252 2917
a 14 342 4946
a 14 381 9358
a 14 401 33854
a 14 422 10737
a 14 431 38483
a 14 486 138
a 14 490 5867
a 14 513 16481
a 14 548 17672
a 14 551 4704
a 14 602 25339
a 14 682 32730
a 14 684 1290
a 14 708 16649
a 14 714 13305
a 14 764 998
a 14 829 10756
a 14 833 10504
a 14 840 37975
a 14 851 26838
a 14 854 25769
a 14 860 1676
a 14 861 6458
a 14 917 1950
a 14 918 16988
a 14 929 6527
a 14 948 9231
a 14 996 67
a 15 19 30005
a 15 27 19443
a 15 38 44390
a 15 45 22573
a 15 67 36032
a 15 81 64372
a 15 100 15527
a 15 147 46388
a 15 153 354
a 15 171 28128
a 15 172 4818
a 15 176 11906
a 15 206 65349
a 15 210 36827
a 15 212 1339
a 15 240 4028
a 15 264 45291
a 15 302 1585
a 15 321 3592
a 15 354 2560
a 15 372 40339
a 15 388 19972
a 15 397 17297
a 15 413 33182
a 15 414 3917
a 15 428 19048
a 15 429 25432
a 15 475 70965
a 15 517 19
a 15 543 19183
a 15 558 23913
a 15 563 8003
a 15 578 4430
a 15 626 10992
a 15 638 3610
a 15 643 13983
a 15 681 4985
a 15 690 41506
a 15 706 10308
a 15 714 32990
a 15 725 43721
a 15 732 22031
a 15 734 30848
a 15 741 88751
a 15 743 44097
a 15 790 5931
a 15 798 4189
a 15 804 30194
a 15 811 32961
a 15 844 20357
a 15 868 3067
a 15 871 6302
a 15 877 12780
a 15 895 26046
a 15 900 39167
a 15 919 28096
a 15 927 3127
a 15 937 15097
a 15 942 14033
a 15 958 9842
a 15 961 81254
a 15 971 61838
a 15 977 10499
a 16 23 19743
a 16 25 14626
a 16 41 22171
a 16 45 4210
a 16 72 3665
a 16 74 60936
a 16 94 25361
a 16 102 83242
a 16 112 26406
a 16 128 13985
a 16 156 51504
a 16 161 2208
a 16 191 85755
a 16 206 76167
a 16 225 5221
a 16 238 14666
a 16 239 3927
a 16 275 48997
a 16 320 4660
a 16 333 346
a 16 343 26415
a 16 362 34720
a 16 374 9402
a 16 389 26318
a 16 393 4968
a 16 400 39407
a 16 411 4941
a 16 412 23453
a 16 417 61497
a 16 420 11693
a 16 426 41503
a 16 504 16578
a 16 513 14371
a 16 524 10471
a 16 536 5003
a 16 543 14778
a 16 544 1279
a 16 548 64006
a 16 549 26788
a 16 580 1925
a 16 598 18379
a 16 599 15106
a 16 605 2554
a 16 616 5496
a 16 621 58372
a 16 624 11420
a 16 674 57833
a 16 678 5579
a 16 684 34431
a 16 691 7025
a 16 694 53979
a 16 756 14449
a 16 764 18953
a 16 767 11222
a 16 788 17565
a 16 804 26030
a 16 814 42046
a 16 821 11030
a 16 822 1226
a 16 825 31774
a 16 836 5448
a 16 837 5868
a 16 845 33799
a 16 847 34479
a 16 850 66600
a 16 857 22759
a 16 875 769
a 16 901 57468
a 16 918 35328
a 16 954 11313
a 16 959 65130
a 16 992 40823
a 17 4 6920
a 17 22 52862
a 17 31 23386
a 17 37 13150
a 17 48 13091
a 17 58 14891
a 17 65 2153
a 17 71 64
a 17 75 308
a 17 104 158
a 17 119 1163
a 17 123 30
a 17 133 47009
a 17 142 54389
a 17 164 22522
a 17 167 39496
a 17 174 8417
a 17 183 267
a 17 205 433
a 17 209 3238
a 17 210 78599
a 17 226 170
a 17 231 18365
a 17 237 48876
a 17 257 55483
a 17 261 7849
a 17 269 31914
a 17 283 210
a 17 307 8470
a 17 325 48873
a 17 337 30349
a 17 378 25181
a 17 379 42250
a 17 394 1262
a 17 405 6628
a 17 407 31
a 17 425 31994
a 17 447 3876
a 17 476 97503
a 17 485 28555
a 17 498 9373
a 17 523 10096
a 17 534 67877
a 17 536 78681
a 17 555 16193
a 17 574 3514
a 17 581 3120
a 17 588 81068
a 17 594 25593
a 17 596 8050
a 17 599 25167
a 17 600 4127
a 17 621 40638
a 17 628 25812
a 17 647 68458
a 17 654 52036
a 17 670 49427
a 17 687 39300
a 17 705 51792
a 17 706 17436
a 17 714 31119
a 17 721 14315
a 17 725 64567
a 17 726 42498
a 17 728 36157
a 17 738 1673
a 17 759 94320
a 17 770 96609
a 17 790 15039
a 17 793 836
a 17 839 16717
a 17 851 68354
a 17 870 6298
a 17 881 2925
a 17 884 3525
a 17 885 42904
a 17 888 59130
a 17 894 5452
a 17 941 86465
a 17 983 24905
a 17 984 1804
a 18 9 22740
a 18 13 20192
a 18 34 25480
a 18 76 168
a 18 81 50851
a 18 95 28567
a 18 100 5647
a 18 143 47573
a 18 152 48018
a 18 156 17280
a 18 171 63228
a 18 189 6812
a 18 235 17594
a 18 247 3123
a 18 328 20458
a 18 332 6966
a 18 392 4946
a 18 403 21784
a 18 425 3337
a 18 432 11688
a 18 439 36807
a 18 440 4413
a 18 451 10031
a 18 460 31317
a 18 475 23699
a 18 479 12776
a 18 483 55696
a 18 486 2809
a 18 509 111
a 18 525 4084
a 18 536 2231
a 18 555 11129
a 18 577 5282
a 18 583 9878
a 18 601 3341
a 18 627 23947
a 18 637 18084
a 18 671 4843
a 18 682 37982
a 18 743 31678
a 18 746 47933
a 18 748 19901
a 18 759 48672
a 18 810 10886
a 18 811 19352
a 18 823 42302
a 18 833 31906
a 18 838 60062
a 18 850 14432
a 18 872 27785
a 18 893 5493
a 18 907 7979
a 18 928 4482
a 18 929 30948
a 18 940 50422
a 18 946 8020
a 18 960 22455
a 18 975 2083
a 18 988 22131
a 19 34 609
a 19 194 5028
a 19 209 238
a 19 450 581
a 19 608 2350
a 19 854 280
a 19 989 2741
a 20 1 4112
a 20 13 11426
a 20 17 5671
a 20 18 15935
a 20 22 21261
a 20 42 21156
a 20 43 88633
a 20 45 23694
a 20 51 46150
a 20 61 8333
a 20 67 16500
a 20 68 17770
a 20 71 6355
a 20 94 52582
a 20 109 50174
a 20 112 55966
a 20 125 9514
a 20 137 43598
a 20 155 18204
a 20 166 3050
a 20 197 23412
a 20 207 9297
a 20 228 480
a 20 254 13317
a 20 292 2768
a 20 314 30848
a 20 320 3254
a 20 327 8460
a 20 364 84548
a 20 392 46254
a 20 429 45823
a 20 452 1661
a 20 457 19627
a 20 478 3185
a 20 528 12703
a 20 533 311
a 20 555 25791
a 20 556 1371
a 20 561 109844
a 20 569 13670
a 20 570 60619
a 20 583 32357
a 20 585 34010
a 20 603 2261
a 20 611 7686
a 20 613 31677
a 20 620 8277
a 20 623 2568
a 20 631 47554
a 20 647 12641
a 20 649 9602
a 20 671 62940
a 20 679 22299
a 20 680 76724
a 20 700 48004
a 20 709 106604
a 20 717 15255
a 20 727 40898
a 20 730 9904
a 20 734 45705
a 20 768 31842
a 20 770 58810
a 20 792 10985
a 20 803 77243
a 20 809 2149
a 20 811 81787
a 20 814 12100
a 20 831 59521
a 20 835 82540
a 20 854 16674
a 20 856 81326
a 20 859 1954
a 20 872 26103
a 20 884 7608
a 20 898 6113
a 20 900 101888
a 20 916 15409
a 20 918 34748
a 20 932 31193
a 20 957 78240
a 20 976 17569
a 20 982 52178
a 20 983 4924
a 20 993 13191
a 21 5 57226
a 21 7 60393
a 21 16 5915
a 21 17 4342
a 21 22 1275
a 21 27 10358
a 21 31 18277
a 21 40 2250
a 21 62 48049
a 21 94 13721
a 21 96 8211
a 21 100 43577
a 21 112 8024
a 21 121 23613
a 21 141 25632
a 21 143 28385
a 21 152 32847
a 21 159 31773
a 21 178 557
a 21 190 6330
a 21 223 22738
a 21 229 322
a 21 240 17581
a 21 251 10634
a 21 261 38847
a 21 286 23592
a 21 292 11158
a 21 323 41721
a 21 326 29477
a 21 328 52695
a 21 357 7387
a 21 397 2701
a 21 405 4173
a 21 459 2042
a 21 472 42808
a 21 493 1322
a 21 504 14847
a 21 506 2940
a 21 513 29279
a 21 519 26550
a 21 540 16720
a 21 541 74684
a 21 564 1108
a 21 565 478
a 21 583 10436
a 21 590 20942
a 21 596 15843
a 21 620 53114
a 21 624 35653
a 21 639 3093
a 21 646 585
a 21 652 76
a 21 667 3030
a 21 670 55176
a 21 687 65310
a 21 721 62244
a 21 726 43446
a 21 740 20205
a 21 758 33743
a 21 791 20006
a 21 798 18948
a 21 817 31668
a 21 826 20372
a 21 830 29995
a 21 831 23529
a 21 849 37420
a 21 854 4640
a 21 858 37193
a 21 865 177
a 21 874 23091
a 21 879 16552
a 21 884 10175
a 21 886 47265
a 21 899 74885
a 21 907 37355
a 21 914 11464
a 21 927 21540
a 21 933 61998
a 21 946 22772
a 21 961 93883
a 21 965 19749
a 21 987 21345
a 22 7 21666
a 22 62 1617
a 22 70 9398
a 22 99 10858
a 22 112 5356
a 22 142 10994
a 22 162 23715
a 22 177 5355
a 22 195 1932
a 22 218 9621
a 22 350 12490
a 22 381 10621
a 22 422 7888
a 22 427 19769
a 22 432 20056
a 22 440 23572
a 22 447 3915
a 22 466 377
a 22 490 27029
a 22 557 37009
a 22 558 7396
a 22 581 17295
a 22 588 16085
a 22 608 42272
a 22 650 10639
a 22 665 2734
a 22 696 1081
a 22 725 11413
a 22 736 29901
a 22 740 4226
a 22 759 27503
a 22 762 2579
a 22 819 25602
a 22 838 18987
a 22 863 3056
a 22 867 23480
a 22 906 15615
a 22 946 16551
a 22 956 5045
a 22 974 562
a 22 985 13793
a 23 50 27115
a 23 95 1241
a 23 138 14973
a 23 162 25135
a 23 165 408
a 23 177 2958
a 23 238 15480
a 23 273 8190
a 23 276 6587
a 23 291 5233
a 23 314 8524
a 23 325 602
a 23 353 117
a 23 380 12224
a 23 432 11587
a 23 435 2950
a 23 439 7635
a 23 460 4201
a 23 490 27193
a 23 531 3661
a 23 536 9411
a 23 558 1669
a 23 621 14542
a 23 673 4100
a 23 702 10948
a 23 725 14088
a 23 749 6946
a 23 779 22004
a 23 823 30716
a 23 858 10315
a 23 879 4878
a 23 901 6096
a 23 902 345
a 23 906 22356
a 23 940 36863
a 23 941 22454
a 23 971 7370
a 24 22 7071
a 24 27 18646
a 24 34 38899
a 24 38 33387
a 24 41 18744
a 24 42 2869
a 24 50 15188
a 24 77 3450
a 24 87 4741
a 24 94 11399
a 24 125 7293
a 24 138 14030
a 24 142 36613
a 24 162 26523
a 24 198 938
a 24 201 33754
a 24 210 11051
a 24 235 35752
a 24 275 7048
a 24 291 33035
a 24 301 19482
a 24 309 364
a 24 314 19872
a 24 321 15298
a 24 322 4945
a 24 325 4536
a 24 369 729
a 24 379 228
a 24 408 2870
a 24 426 29727
a 24 427 37526
a 24 435 19373
a 24 440 54417
a 24 451 3738
a 24 483 9577
a 24 534 23872
a 24 553 11833
a 24 574 7716
a 24 583 794
a 24 620 32762
a 24 650 16554
a 24 669 8926
a 24 670 2492
a 24 695 339
a 24 768 9021
a 24 779 51819
a 24 782 7484
a 24 807 38539
a 24 829 30292
a 24 833 3577
a 24 847 2628
a 24 861 1976
a 24 896 11286
a 24 899 24670
a 24 929 17937
a 24 941 17043
a 24 942 14144
a 24 982 4501
a 25 41 376
a 25 50 2540
a 25 69 12301
a 25 74 2757
a 25 95 1644
a 25 101 14108
a 25 117 8532
a 25 143 3264
a 25 147 4212
a 25 151 28860
a 25 201 15197
a 25 273 2832
a 25 277 28314
a 25 314 1330
a 25 350 6355
a 25 380 4471
a 25 423 6995
a 25 499 11441
a 25 531 3654
a 25 608 22778
a 25 621 13537
a 25 721 22861
a 25 740 6401
a 25 749 4495
a 25 789 18630
a 25 810 14608
a 25 831 304
a 25 835 41181
a 25 838 29442
a 25 851 1442
a 25 940 35139
a 25 963 369
a 26 116 2798
a 26 151 18443
a 26 157 1308
a 26 201 3565
a 26 325 6744
a 26 416 2037
a 26 439 151
a 26 490 12860
a 26 560 533
a 26 585 760
a 26 588 9257
a 26 589 9624
a 26 611 1647
a 26 613 21369
a 26 749 1782
a 26 803 601
a 26 945 16557
a 26 959 1292
a 26 962 13112
a 26 979 2359
a 27 9 21503
a 27 67 1163
a 27 102 4997
a 27 125 3654
a 27 203 23400
a 27 213 13466
a 27 269 15
a 27 276 4028
a 27 293 3585
a 27 301 2974
a 27 338 14393
a 27 350 3023
a 27 404 27139
a 27 499 10199
a 27 527 4444
a 27 531 299
a 27 534 882
a 27 608 41663
a 27 620 13161
a 27 662 14477
a 27 682 8475
a 27 690 12947
a 27 692 13813
a 27 713 10254
a 27 740 6449
a 27 747 917
a 27 811 37754
a 27 854 2897
a 27 867 21452
a 27 941 21256
a 27 971 2358
a 28 11 64763
a 28 12 24169
a 28 18 11129
a 28 32 15408
a 28 46 92
a 28 67 89557
a 28 70 18051
a 28 89 2511
a 28 95 90786
a 28 117 60269
a 28 128 41181
a 28 129 27865
a 28 135 64597
a 28 136 4894
a 28 147 74240
a 28 173 4039
a 28 174 8131
a 28 175 113679
a 28 207 37392
a 28 216 1650
a 28 217 69366
a 28 223 79133
a 28 229 6668
a 28 232 17662
a 28 244 36968
a 28 251 15673
a 28 252 13790
a 28 256 89119
a 28 262 65964
a 28 265 5068
a 28 275 101120
a 28 294 77937
a 28 297 639
a 28 304 4536
a 28 307 22248
a 28 344 32498
a 28 345 2965
a 28 347 442
a 28 369 90334
a 28 396 8647
a 28 423 100714
a 28 425 7253
a 28 437 31682
a 28 440 15712
a 28 444 21481
a 28 468 52229
a 28 481 2994
a 28 482 12529
a 28 498 5834
a 28 499 30461
a 28 506 38130
a 28 513 72003
a 28 531 37108
a 28 532 4633
a 28 553 7388
a 28 557 98207
a 28 571 2288
a 28 578 12902
a 28 589 74511
a 28 592 38998
a 28 593 37500
a 28 610 1282
a 28 612 91988
a 28 614 18937
a 28 632 14990
a 28 641 4015
a 28 646 17180
a 28 651 20760
a 28 652 44281
a 28 667 50826
a 28 669 57521
a 28 682 7067
a 28 688 4045
a 28 694 34405
a 28 719 80600
a 28 736 26592
a 28 737 174
a 28 742 57039
a 28 747 39413
a 28 748 7066
a 28 751 70627
a 28 759 74134
a 28 781 741
a 28 794 891
a 28 809 23577
a 28 816 66772
a 28 823 24098
a 28 824 22781
a 28 841 77257
a 28 842 12921
a 28 849 32068
a 28 864 3200
a 28 875 42069
a 28 880 9643
a 28 894 42312
a 28 914 17739
a 28 915 393
a 28 940 110351
a 28 952 63
a 28 953 2287
a 28 973 16380
a 28 978 68972
a 28 986 11042
a 28 993 6073
a 29 7 52892
a 29 11 3113
a 29 37 14449
a 29 50 41856
a 29 125 319
a 29 141 2534
a 29 147 9242
a 29 164 20812
a 29 191 5144
a 29 199 3711
a 29 276 1327
a 29 293 3367
a 29 301 20712
a 29 344 23308
a 29 356 1192
a 29 372 40107
a 29 377 14434
a 29 401 25043
a 29 439 3162
a 29 460 1575
a 29 475 8960
a 29 525 462
a 29 538 3869
a 29 581 14787
a 29 582 2114
a 29 589 10375
a 29 593 17814
a 29 605 954
a 29 608 19403
a 29 631 45371
a 29 651 8242
a 29 670 1305
a 29 698 42657
a 29 710 18343
a 29 715 18151
a 29 767 1314
a 29 810 36224
a 29 811 10379
a 29 855 2017
a 29 860 14235
a 29 896 2946
a 29 901 18016
a 29 907 8876
a 29 909 1038
a 29 928 1434
a 29 929 14163
a 29 969 5922
a 29 971 19768
a 29 988 52316
a 30 5 9903
a 30 7 53746
a 30 45 51285
a 30 50 19518
a 30 61 22755
a 30 67 21878
a 30 74 41935
a 30 85 651
a 30 86 33627
a 30 109 6396
a 30 122 1404
a 30 167 4377
a 30 194 32811
a 30 211 12885
a 30 254 5904
a 30 274 19572
a 30 294 2692
a 30 353 30214
a 30 356 14620
a 30 360 35777
a 30 379 5952
a 30 466 3018
a 30 479 2206
a 30 487 622
a 30 492 4745
a 30 546 193
a 30 554 20016
a 30 567 64497
a 30 570 13002
a 30 574 14295
a 30 583 18686
a 30 596 2393
a 30 605 10146
a 30 617 15660
a 30 647 47639
a 30 661 5739
a 30 692 42272
a 30 710 9159
a 30 726 1959
a 30 734 819
a 30 736 20258
a 30 741 31456
a 30 748 28041
a 30 779 55941
a 30 789 47276
a 30 796 3151
a 30 815 14718
a 30 872 5275
a 30 893 2123
a 30 959 8294
a 30 961 32161
a 30 985 22312
a 31 5 930
a 31 602 1128
a 31 631 331
a 31 940 416
a 32 10 17340
a 32 30 5569
a 32 43 43113
a 32 55 23650
a 32 76 25146
a 32 77 21256
a 32 100 40092
a 32 123 16013
a 32 126 1347
a 32 141 15562
a 32 158 20766
a 32 163 8655
a 32 166 7625
a 32 169 1464
a 32 170 6309
a 32 180 7302
a 32 205 264
a 32 212 1127
a 32 220 9293
a 32 226 341
a 32 235 81688
a 32 257 17186
a 32 266 2517
a 32 289 2875
a 32 298 5284
a 32 306 27959
a 32 309 7811
a 32 311 3153
a 32 313 6005
a 32 335 2685
a 32 356 55453
a 32 367 77190
a 32 372 64376
a 32 377 72334
a 32 405 22314
a 32 409 2067
a 32 428 27144
a 32 435 18144
a 32 440 82140
a 32 442 11785
a 32 453 23002
a 32 454 38089
a 32 514 71246
a 32 526 7076
