c Example graph converted from input format to desired format
p sp 1000 199968
a 1 451 28294
a 1 455 13338
a 1 456 22885
a 1 460 14920
a 1 463 5763
a 1 468 47961
a 1 470 13988
a 1 473 22854
a 1 479 10078
a 1 481 8380
a 1 483 30394
a 1 486 19354
a 1 488 31130
a 1 491 2582
a 1 494 38886
a 1 496 111
a 1 498 23682
a 1 500 13027
a 1 504 92556
a 1 506 86279
a 1 507 12927
a 1 508 65642
a 1 509 19075
a 1 510 28766
a 1 511 27783
a 1 514 57744
a 1 517 77690
a 1 518 46485
a 1 524 20932
a 1 534 37502
a 1 536 68803
a 1 545 32444
a 1 546 25378
a 1 547 546
a 1 552 16052
a 1 554 7386
a 1 557 34661
a 1 558 349
a 1 559 21293
a 1 560 75704
a 1 562 3035
a 1 563 6484
a 1 564 14926
a 1 569 82513
a 1 571 66577
a 1 572 16796
a 1 574 24250
a 1 577 21820
a 1 578 2548
a 1 581 26297
a 1 583 33837
a 1 586 65961
a 1 587 65
a 1 588 77754
a 1 590 204
a 1 592 5203
a 1 594 56507
a 1 596 27389
a 1 597 69538
a 1 600 12722
a 1 604 9418
a 1 609 25417
a 1 615 67564
a 1 618 23596
a 1 620 1240
a 1 624 2305
a 1 631 32097
a 1 633 29812
a 1 634 15726
a 1 639 31410
a 1 645 52304
a 1 649 31896
a 1 651 16347
a 1 656 87126
a 1 657 1809
a 1 659 44245
a 1 664 16399
a 1 667 29865
a 1 669 2911
a 1 670 17014
a 1 673 39007
a 1 677 51153
a 1 680 19869
a 1 690 11612
a 1 696 10845
a 1 697 26912
a 1 701 45532
a 1 705 27964
a 1 708 5514
a 1 711 34562
a 1 712 17243
a 1 716 62553
a 1 717 24420
a 1 721 15122
a 1 722 7272
a 1 724 46344
a 1 727 72172
a 1 729 1526
a 1 731 26110
a 1 732 44169
a 1 733 4418
a 1 736 60264
a 1 738 35554
a 1 744 67272
a 1 745 38698
a 1 746 6493
a 1 749 8761
a 1 754 28743
a 1 759 2215
a 1 760 8318
a 1 761 73328
a 1 763 16819
a 1 764 5554
a 1 775 39134
a 1 779 12474
a 1 780 38782
a 1 781 3034
a 1 782 47197
a 1 784 11215
a 1 786 1705
a 1 788 19632
a 1 801 4521
a 1 802 4958
a 1 803 7098
a 1 804 20209
a 1 807 78867
a 1 808 27574
a 1 812 2817
a 1 813 1733
a 1 822 27233
a 1 824 4625
a 1 826 9849
a 1 830 5405
a 1 831 19270
a 1 834 95
a 1 839 17187
a 1 842 40609
a 1 846 73977
a 1 847 46256
a 1 852 75730
a 1 854 40179
a 1 855 1080
a 1 856 68565
a 1 857 27129
a 1 858 62796
a 1 861 47195
a 1 862 38534
a 1 864 34061
a 1 865 4460
a 1 871 11591
a 1 876 78689
a 1 877 47221
a 1 878 6099
a 1 882 690
a 1 883 20317
a 1 885 23130
a 1 892 28481
a 1 893 27670
a 1 897 47860
a 1 904 23593
a 1 906 6345
a 1 910 10738
a 1 912 500
a 1 916 33663
a 1 917 958
a 1 919 34696
a 1 926 1839
a 1 931 85042
a 1 941 16081
a 1 944 3383
a 1 949 22414
a 1 957 58971
a 1 960 65038
a 1 964 16162
a 1 967 49470
a 1 972 19165
a 1 973 1867
a 1 974 1660
a 1 975 59577
a 1 977 17590
a 1 981 3107
a 1 985 39783
a 1 986 59113
a 1 991 41089
a 1 998 40973
a 1 999 67917
a 2 0 786
a 2 7 2757
a 2 8 1860
a 2 23 6383
a 2 45 114
a 2 100 2938
a 2 103 2660
a 2 128 1392
a 2 133 3130
a 2 143 12809
a 2 164 13825
a 2 172 296
a 2 175 205
a 2 205 6598
a 2 228 4039
a 2 231 318
a 2 237 9203
a 2 251 260
a 2 258 10031
a 2 279 3413
a 2 313 560
a 2 338 10195
a 2 355 8289
a 2 356 609
a 2 382 5159
a 2 384 1464
a 2 423 9407
a 2 477 3717
a 2 483 1954
a 2 525 672
a 2 569 462
a 2 586 215
a 2 599 4611
a 2 606 8991
a 2 640 12228
a 2 656 5579
a 2 684 8737
a 2 705 5771
a 2 727 8308
a 2 749 59
a 2 763 9425
a 2 797 11508
a 2 802 566
a 2 818 5683
a 2 822 1792
a 2 835 1540
a 2 838 1929
a 2 856 535
a 2 930 3036
a 2 931 13635
a 2 938 5758
a 2 940 3315
a 2 972 4922
a 2 975 4291
a 2 982 33
a 2 990 1874
a 2 993 877
a 3 0 34487
a 3 9 5419
a 3 13 13317
a 3 14 10830
a 3 19 36497
a 3 21 1046
a 3 23 18633
a 3 24 19862
a 3 26 31627
a 3 27 2433
a 3 32 42793
a 3 34 22559
a 3 36 30153
a 3 41 81896
a 3 44 5143
a 3 45 57053
a 3 46 69330
a 3 48 5015
a 3 49 83
a 3 51 108898
a 3 59 15425
a 3 60 63461
a 3 61 48792
a 3 65 996
a 3 68 14717
a 3 76 110299
a 3 77 16196
a 3 82 9296
a 3 84 3640
a 3 85 34352
a 3 87 52325
a 3 91 93946
a 3 93 4811
a 3 95 3061
a 3 98 73031
a 3 100 54359
a 3 101 18106
a 3 103 46785
a 3 104 33596
a 3 106 15765
a 3 108 804
a 3 110 23156
a 3 111 39008
a 3 117 66109
a 3 118 43526
a 3 120 82517
a 3 122 2213
a 3 125 84
a 3 128 49781
a 3 138 31581
a 3 144 39205
a 3 145 5474
a 3 149 50319
a 3 151 4231
a 3 152 2399
a 3 153 13380
a 3 154 64555
a 3 161 10460
a 3 163 56586
a 3 165 25498
a 3 166 23943
a 3 167 16958
a 3 168 13207
a 3 171 5072
a 3 173 81157
a 3 179 6354
a 3 180 28099
a 3 186 46013
a 3 188 10911
a 3 190 100730
a 3 192 29851
a 3 193 47157
a 3 194 26385
a 3 196 49847
a 3 198 27243
a 3 201 55366
a 3 204 48423
a 3 205 39435
a 3 207 16473
a 3 208 15174
a 3 215 41991
a 3 216 42795
a 3 217 562
a 3 219 49608
a 3 221 58724
a 3 226 5235
a 3 229 12265
a 3 231 100282
a 3 232 62226
a 3 237 80544
a 3 238 69881
a 3 240 14144
a 3 243 41030
a 3 244 29714
a 3 245 61458
a 3 251 31458
a 3 252 95907
a 3 253 5986
a 3 259 7414
a 3 260 37091
a 3 265 67246
a 3 266 14460
a 3 268 45760
a 3 270 2113
a 3 271 31948
a 3 272 63818
a 3 275 54468
a 3 278 14032
a 3 279 87719
a 3 281 3789
a 3 287 27896
a 3 290 74333
a 3 292 4172
a 3 296 56128
a 3 301 5755
a 3 302 41055
a 3 304 34459
a 3 305 6235
a 3 306 9761
a 3 311 75540
a 3 316 2413
a 3 317 27414
a 3 320 67950
a 3 321 5289
a 3 325 38474
a 3 327 43517
a 3 328 19990
a 3 338 66859
a 3 339 26026
a 3 346 8529
a 3 348 5525
a 3 350 13772
a 3 353 54384
a 3 358 40455
a 3 361 47079
a 3 364 826
a 3 370 99021
a 3 375 76251
a 3 376 11769
a 3 380 80083
a 3 384 66525
a 3 386 49471
a 3 389 9972
a 3 391 1844
a 3 393 104851
a 3 401 4705
a 3 403 4584
a 3 407 42442
a 3 408 4679
a 3 412 20968
a 3 413 96739
a 3 414 47186
a 3 424 15123
a 3 429 5705
a 3 431 43558
a 3 432 47752
a 3 437 25120
a 3 438 16423
a 3 442 17729
a 3 443 12975
a 3 446 20038
a 3 451 18418
a 3 453 9305
a 3 455 47683
a 3 457 80045
a 3 458 91834
a 3 462 14983
a 3 464 6099
a 3 465 14999
a 3 469 5932
a 3 470 67145
a 3 479 13256
a 3 480 16507
a 3 481 19095
a 3 482 34278
a 3 484 28244
a 3 485 9496
a 3 487 14160
a 3 488 21092
a 3 492 51110
a 3 495 63641
a 3 496 285
a 3 497 9157
a 3 498 10716
a 3 499 28371
a 3 500 21646
a 3 501 75
a 3 503 9369
a 3 505 88952
a 3 506 110254
a 3 507 30655
a 3 508 3722
a 3 509 12131
a 3 510 82133
a 3 519 14209
a 3 522 20721
a 3 524 30724
a 3 525 17430
a 3 526 4896
a 3 527 354
a 3 529 6963
a 3 533 1060
a 3 535 23965
a 3 537 3680
a 3 538 86080
a 3 539 71
a 3 546 42304
a 3 549 19151
a 3 552 44471
a 3 557 41657
a 3 558 6361
a 3 560 89512
a 3 561 44599
a 3 562 5991
a 3 563 20036
a 3 566 6540
a 3 573 19395
a 3 574 4095
a 3 575 99307
a 3 577 40654
a 3 579 51840
a 3 580 4846
a 3 583 14125
a 3 584 16392
a 3 587 15709
a 3 592 1935
a 3 601 15634
a 3 613 33907
a 3 616 2698
a 3 617 292
a 3 620 9495
a 3 623 43524
a 3 624 86113
a 3 626 11429
a 3 629 9366
a 3 630 59386
a 3 631 48689
a 3 634 23086
a 3 636 49041
a 3 637 9991
a 3 639 27644
a 3 640 99018
a 3 645 94505
a 3 647 41853
a 3 649 108051
a 3 650 6495
a 3 651 1654
a 3 653 54091
a 3 656 28449
a 3 657 15819
a 3 667 40991
a 3 669 9862
a 3 672 9954
a 3 674 135
a 3 675 1763
a 3 676 31323
a 3 677 3118
a 3 679 34050
a 3 681 55854
a 3 682 12719
a 3 683 10583
a 3 684 130911
a 3 685 1200
a 3 687 67985
a 3 689 14237
a 3 691 59651
a 3 692 19399
a 3 693 11114
a 3 694 46903
a 3 699 54667
a 3 705 113724
a 3 706 363
a 3 708 1167
a 3 709 14089
a 3 713 61737
a 3 719 7886
a 3 722 83881
a 3 725 2134
a 3 726 2789
a 3 729 8337
a 3 739 8232
a 3 740 27227
a 3 741 2637
a 3 744 82870
a 3 747 1987
a 3 748 5431
a 3 749 6479
a 3 752 9076
a 3 759 19845
a 3 760 8962
a 3 761 13073
a 3 763 7495
a 3 768 48862
a 3 774 51723
a 3 777 48515
a 3 782 15967
a 3 783 6343
a 3 787 67768
a 3 790 47555
a 3 792 35325
a 3 794 64704
a 3 796 448
a 3 797 27450
a 3 799 5627
a 3 800 79826
a 3 801 32915
a 3 804 15379
a 3 805 36890
a 3 808 13292
a 3 809 2301
a 3 810 109715
a 3 811 21088
a 3 813 7786
a 3 821 2106
a 3 822 25731
a 3 827 56995
a 3 828 23720
a 3 830 12739
a 3 832 13348
a 3 835 74658
a 3 837 41128
a 3 841 60797
a 3 847 39541
a 3 848 34119
a 3 851 12103
a 3 852 11369
a 3 854 27948
a 3 855 27680
a 3 857 8670
a 3 858 74972
a 3 860 50823
a 3 861 29845
a 3 862 53977
a 3 871 40236
a 3 877 71688
a 3 883 20044
a 3 886 21502
a 3 889 87446
a 3 894 69530
a 3 897 18967
a 3 902 39729
a 3 903 6674
a 3 907 11395
a 3 910 29136
a 3 914 28771
a 3 924 62847
a 3 926 2678
a 3 929 1239
a 3 930 9730
a 3 931 60805
a 3 937 41009
a 3 938 96608
a 3 939 63546
a 3 940 65529
a 3 944 16823
a 3 948 1543
a 3 949 43130
a 3 950 120530
a 3 951 25182
a 3 953 128706
a 3 955 731
a 3 959 54886
a 3 969 8959
a 3 971 77327
a 3 973 90443
a 3 978 3981
a 3 980 40555
a 3 989 38636
a 3 990 111256
a 3 992 5752
a 3 995 80058
a 4 5 15356
a 4 7 57216
a 4 10 24567
a 4 15 11391
a 4 17 1287
a 4 22 35849
a 4 27 27265
a 4 31 6109
a 4 34 89976
a 4 36 18936
a 4 41 64649
a 4 45 65372
a 4 51 86915
a 4 56 83928
a 4 59 36668
a 4 62 62851
a 4 63 67275
a 4 73 30095
a 4 74 30961
a 4 76 21412
a 4 77 11980
a 4 79 103316
a 4 81 43434
a 4 88 12101
a 4 89 28140
a 4 93 2331
a 4 96 93028
a 4 99 21064
a 4 100 36021
a 4 101 38027
a 4 102 28595
a 4 104 6520
a 4 105 27241
a 4 107 13439
a 4 109 6998
a 4 111 11605
a 4 117 18452
a 4 126 21439
a 4 130 19097
a 4 135 45350
a 4 137 107148
a 4 139 74151
a 4 141 54987
a 4 144 5227
a 4 145 2274
a 4 146 4804
a 4 148 10067
a 4 151 15832
a 4 159 107616
a 4 160 1595
a 4 175 36802
a 4 178 21422
a 4 179 46457
a 4 180 9195
a 4 189 14819
a 4 190 20215
a 4 193 19696
a 4 196 44695
a 4 199 33552
a 4 200 35209
a 4 201 77099
a 4 203 49047
a 4 204 27624
a 4 205 26462
a 4 207 8305
a 4 212 3835
a 4 213 19020
a 4 214 10981
a 4 215 34377
a 4 223 27769
a 4 224 9617
a 4 228 7894
a 4 230 14827
a 4 231 1095
a 4 237 7245
a 4 238 37019
a 4 239 4517
a 4 242 23048
a 4 243 12138
a 4 245 8060
a 4 246 31
a 4 248 83756
a 4 250 40860
a 4 251 20347
a 4 252 57180
a 4 256 31825
a 4 264 75104
a 4 266 25481
a 4 268 44667
a 4 269 92915
a 4 270 8270
a 4 271 10525
a 4 272 47915
a 4 273 22361
a 4 276 18724
a 4 277 1505
a 4 294 32221
a 4 297 40250
a 4 298 10258
a 4 300 18878
a 4 308 33694
a 4 312 49159
a 4 317 27929
a 4 320 5153
a 4 331 41942
a 4 332 2579
a 4 333 12573
a 4 335 8687
a 4 339 62856
a 4 341 10014
a 4 343 12399
a 4 346 10149
a 4 349 15588
a 4 350 2161
a 4 355 17742
a 4 357 35884
a 4 363 67682
a 4 365 83726
a 4 370 54641
a 4 375 54312
a 4 376 13097
a 4 377 2214
a 4 383 20528
a 4 384 91618
a 4 385 77253
a 4 388 77013
a 4 393 14649
a 4 395 10118
a 4 400 17166
a 4 403 8954
a 4 404 12739
a 4 406 38489
a 4 407 14718
a 4 408 57125
a 4 410 24886
a 4 411 12067
a 4 412 21806
a 4 418 14076
a 4 419 15386
a 4 423 71319
a 4 431 7551
a 4 433 10299
a 4 434 71985
a 4 437 43600
a 4 438 17619
a 4 439 1378
a 4 443 40062
a 4 445 76561
a 4 451 43145
a 4 452 22116
a 4 453 9162
a 4 455 23871
a 4 456 6436
a 4 457 35715
a 4 460 4537
a 4 461 3451
a 4 465 20483
a 4 467 13400
a 4 470 43477
a 4 471 51322
a 4 474 75301
a 4 479 9612
a 4 484 43687
a 4 485 53684
a 4 487 97
a 4 488 17665
a 4 490 92266
a 4 494 70899
a 4 496 22
a 4 499 94100
a 4 502 52681
a 4 505 5241
a 4 506 76956
a 4 508 20966
a 4 512 11187
a 4 513 27548
a 4 514 73951
a 4 518 19220
a 4 521 420
a 4 522 10206
a 4 523 43878
a 4 524 27317
a 4 525 28831
a 4 530 6299
a 4 534 21528
a 4 536 16595
a 4 542 11029
a 4 545 26329
a 4 546 47618
a 4 548 27072
a 4 550 1769
a 4 562 923
a 4 564 21875
a 4 565 76782
a 4 567 10119
a 4 571 30388
a 4 575 30556
a 4 576 84074
a 4 581 23793
a 4 588 15759
a 4 590 192
a 4 592 7656
a 4 594 42804
a 4 599 91997
a 4 600 24534
a 4 601 1093
a 4 602 9109
a 4 605 63358
a 4 607 1082
a 4 610 13416
a 4 620 1114
a 4 621 23620
a 4 623 19062
a 4 625 5587
a 4 629 15453
a 4 631 32646
a 4 633 1075
a 4 636 16088
a 4 637 33622
a 4 639 24294
a 4 640 81239
a 4 641 58661
a 4 644 23956
a 4 646 18275
a 4 655 49992
a 4 658 41086
a 4 659 48914
a 4 667 56913
a 4 670 24025
a 4 680 24640
a 4 690 10281
a 4 700 26577
a 4 708 27074
a 4 712 16331
a 4 713 66131
a 4 724 58799
a 4 727 9251
a 4 729 10785
a 4 732 73360
a 4 733 3708
a 4 735 12342
a 4 738 33246
a 4 742 26519
a 4 745 2031
a 4 754 16462
a 4 759 1415
a 4 762 64718
a 4 763 34733
a 4 767 14289
a 4 770 3031
a 4 773 85268
a 4 775 19381
a 4 780 1849
a 4 781 3696
a 4 785 71834
a 4 786 7417
a 4 788 21240
a 4 791 78104
a 4 797 60588
a 4 798 6974
a 4 800 14853
a 4 802 29613
a 4 803 70186
a 4 808 27229
a 4 810 15595
a 4 812 11895
a 4 814 22208
a 4 818 82625
a 4 822 10305
a 4 826 10106
a 4 827 58330
a 4 828 8452
a 4 829 8577
a 4 831 18859
a 4 833 44116
a 4 834 19805
a 4 835 44997
a 4 836 36630
a 4 839 1575
a 4 840 60647
a 4 843 7902
a 4 844 61326
a 4 845 12609
a 4 847 19071
a 4 853 12329
a 4 864 16700
a 4 866 25493
a 4 867 626
a 4 871 23972
a 4 886 1207
a 4 888 26590
a 4 891 52267
a 4 893 19231
a 4 897 38583
a 4 900 71099
a 4 902 3489
a 4 904 6489
a 4 907 5772
a 4 908 44434
a 4 913 32533
a 4 915 12629
a 4 922 5778
a 4 924 4437
a 4 925 50046
a 4 930 3712
a 4 931 30971
a 4 933 91185
a 4 935 58783
a 4 936 26889
a 4 938 79831
a 4 945 2528
a 4 946 68979
a 4 950 89522
a 4 951 8329
a 4 953 3444
a 4 956 91982
a 4 959 31144
a 4 969 757
a 4 972 67605
a 4 974 641
a 4 976 61384
a 4 985 32038
a 4 986 57570
a 4 987 55818
a 4 991 21414
a 4 996 8577
a 4 997 44651
a 5 7 11651
a 5 45 2398
a 5 51 26372
a 5 54 3307
a 5 56 5230
a 5 74 1776
a 5 76 3194
a 5 79 228
a 5 81 45360
a 5 91 11013
a 5 95 27852
a 5 116 945
a 5 117 10060
a 5 130 11390
a 5 131 11495
a 5 137 31127
a 5 139 26659
a 5 141 18665
a 5 143 2342
a 5 146 36740
a 5 150 4022
a 5 158 16621
a 5 159 26527
a 5 161 2507
a 5 172 5306
a 5 175 8617
a 5 179 7318
a 5 189 12013
a 5 195 26271
a 5 196 507
a 5 201 30140
a 5 202 29213
a 5 215 789
a 5 226 7298
a 5 239 643
a 5 245 18628
a 5 248 21995
a 5 250 12345
a 5 251 14713
a 5 264 46629
a 5 265 2670
a 5 266 7885
a 5 284 387
a 5 290 23818
a 5 291 4231
a 5 293 2884
a 5 304 446
a 5 311 5120
a 5 313 9820
a 5 318 37220
a 5 327 2192
a 5 335 20718
a 5 338 29700
a 5 357 11968
a 5 360 6515
a 5 363 15126
a 5 365 41641
a 5 370 36178
a 5 371 27346
a 5 378 504
a 5 385 8730
a 5 390 10798
a 5 393 21896
a 5 413 5155
a 5 414 7943
a 5 415 5658
a 5 434 7016
a 5 447 16911
a 5 449 134
a 5 457 20226
a 5 458 7029
a 5 474 7371
a 5 491 2256
a 5 505 13903
a 5 506 5186
a 5 526 583
a 5 529 15621
a 5 531 5896
a 5 534 7285
a 5 538 11772
a 5 547 1680
a 5 552 10184
a 5 560 25954
a 5 569 39946
a 5 573 2870
a 5 574 36
a 5 595 63
a 5 599 29036
a 5 635 286
a 5 642 18622
a 5 644 21313
a 5 645 35890
a 5 647 26022
a 5 653 17873
a 5 655 4780
a 5 656 44221
a 5 698 1476
a 5 699 25145
a 5 711 284
a 5 713 7877
a 5 716 2774
a 5 717 5896
a 5 721 12079
a 5 727 24737
a 5 732 13888
a 5 738 3350
a 5 740 366
a 5 744 5209
a 5 745 1202
a 5 755 10447
a 5 761 9215
a 5 763 21035
a 5 765 16637
a 5 773 33386
a 5 777 5390
a 5 780 4816
a 5 794 28517
a 5 797 42330
a 5 800 1062
a 5 802 3454
a 5 807 13415
a 5 822 2332
a 5 827 10895
a 5 833 10414
a 5 844 21582
a 5 852 30592
a 5 853 32598
a 5 856 8577
a 5 858 1672
a 5 861 4737
a 5 865 10668
a 5 866 571
a 5 879 6373
a 5 889 5805
a 5 892 7715
a 5 895 18751
a 5 905 649
a 5 908 18458
a 5 911 3976
a 5 916 2957
a 5 921 16751
a 5 924 17160
a 5 930 31711
a 5 934 25169
a 5 935 24960
a 5 946 33033
a 5 950 39104
a 5 957 28876
a 5 960 18813
a 5 962 12972
a 5 966 2007
a 5 975 28059
a 5 976 3417
a 5 982 45786
a 5 986 33128
a 5 987 9170
a 5 989 286
a 5 990 10280
a 6 2 4356
a 6 11 8838
a 6 45 6154
a 6 50 1171
a 6 51 28668
a 6 57 3928
a 6 63 10401
a 6 79 20208
a 6 85 8922
a 6 96 33762
a 6 100 10067
a 6 107 132
a 6 118 6593
a 6 120 15993
a 6 127 13657
a 6 130 6186
a 6 133 10366
a 6 135 849
a 6 140 2472
a 6 143 29324
a 6 146 11640
a 6 149 21595
a 6 155 9419
a 6 158 3737
a 6 161 1172
a 6 163 19413
a 6 164 34620
a 6 173 19016
a 6 176 19227
a 6 182 51
a 6 189 1509
a 6 202 27419
a 6 231 19861
a 6 248 27726
a 6 254 1218
a 6 265 82
a 6 269 4713
a 6 272 9059
a 6 285 8612
a 6 291 674
a 6 312 5420
a 6 313 13720
a 6 322 13920
a 6 335 712
a 6 339 6390
a 6 354 1588
a 6 363 13649
a 6 371 2852
a 6 378 2740
a 6 382 21610
a 6 393 3122
a 6 399 5753
a 6 405 1471
a 6 408 31941
a 6 410 40895
a 6 427 8655
a 6 431 1571
a 6 439 626
a 6 447 17092
a 6 458 12506
a 6 466 4380
a 6 474 14306
a 6 485 5178
a 6 492 1847
a 6 505 287
a 6 510 17788
a 6 525 12037
a 6 529 11803
a 6 549 2590
a 6 560 20425
a 6 565 12665
a 6 575 11938
a 6 582 932
a 6 594 6588
a 6 597 358
a 6 599 4984
a 6 623 6196
a 6 637 13982
a 6 641 22396
a 6 642 5029
a 6 653 7117
a 6 679 5904
a 6 696 760
a 6 699 1335
a 6 701 13430
a 6 718 2342
a 6 721 26446
a 6 722 915
a 6 728 3143
a 6 744 3322
a 6 748 678
a 6 755 10126
a 6 765 236
a 6 768 12476
a 6 773 23135
a 6 805 13982
a 6 818 11251
a 6 822 15423
a 6 840 3459
a 6 841 11487
a 6 844 4739
a 6 846 12013
a 6 852 4760
a 6 853 77
a 6 889 3870
a 6 911 12027
a 6 916 5665
a 6 921 10231
a 6 925 5089
a 6 931 2240
a 6 932 9780
a 6 933 12263
a 6 936 17847
a 6 943 2556
a 6 946 19182
a 6 956 10747
a 6 973 12321
a 6 976 6711
a 6 993 19297
a 6 999 1147
a 7 8 1176
a 7 79 721
a 7 96 666
a 7 143 2141
a 7 258 1195
a 7 269 833
a 7 338 1001
a 7 355 5625
a 7 504 3076
a 7 569 217
a 7 577 141
a 7 596 471
a 7 606 7777
a 7 640 2591
a 7 705 2056
a 7 727 8070
a 7 736 1656
a 7 763 1915
a 7 807 3603
a 7 808 878
a 7 863 801
a 7 921 4425
a 7 975 2992
a 7 997 634
a 8 164 798
a 8 190 415
a 8 248 544
a 8 258 335
a 8 408 1541
a 8 410 1641
a 8 807 524
a 8 821 498
a 8 921 199
a 8 931 1333
a 8 938 28
a 8 953 926
a 8 982 216
a 9 0 77851
a 9 1 4960
a 9 7 32085
a 9 8 109285
a 9 12 73614
a 9 15 11372
a 9 19 16162
a 9 22 65665
a 9 23 119188
a 9 27 45945
a 9 31 13091
a 9 32 35327
a 9 37 18542
a 9 38 7563
a 9 39 12839
a 9 41 24069
a 9 44 655
a 9 47 30732
a 9 51 18755
a 9 55 12631
a 9 69 4551
a 9 77 26351
a 9 79 53637
a 9 85 65708
a 9 86 15201
a 9 88 24298
a 9 89 31995
a 9 90 13175
a 9 92 49788
a 9 93 2949
a 9 95 4782
a 9 99 2192
a 9 101 26797
a 9 106 5609
a 9 107 42521
a 9 110 779
a 9 111 14339
a 9 116 57899
a 9 117 80790
a 9 120 13827
a 9 126 16958
a 9 128 20919
a 9 130 38909
a 9 132 7567
a 9 136 18197
a 9 139 16757
a 9 140 72785
a 9 142 20104
a 9 143 30022
a 9 144 64041
a 9 146 93389
a 9 149 52562
a 9 150 43003
a 9 151 8514
a 9 154 32040
a 9 161 83075
a 9 163 5325
a 9 164 20844
a 9 170 21523
a 9 173 82937
a 9 176 78609
a 9 177 18760
a 9 178 19360
a 9 183 12645
a 9 186 39688
a 9 188 16619
a 9 189 82764
a 9 190 14939
a 9 192 17619
a 9 193 35111
a 9 194 25619
a 9 196 52810
a 9 210 19675
a 9 211 48857
a 9 213 21791
a 9 214 10712
a 9 215 85632
a 9 216 18116
a 9 226 29473
a 9 232 1561
a 9 233 871
a 9 237 49974
a 9 238 45043
a 9 239 4483
a 9 240 387
a 9 242 28692
a 9 244 12609
a 9 253 5766
a 9 254 32070
a 9 256 30267
a 9 271 19271
a 9 272 9064
a 9 273 40470
a 9 275 9064
a 9 280 68502
a 9 287 15971
a 9 291 38295
a 9 292 27107
a 9 293 18147
a 9 299 7147
a 9 300 10664
a 9 302 31187
a 9 306 28809
a 9 307 23198
a 9 308 18503
a 9 309 8571
a 9 311 8028
a 9 315 26304
a 9 316 22759
a 9 318 106222
a 9 321 7737
a 9 323 104994
a 9 325 4223
a 9 326 10462
a 9 328 25006
a 9 329 4691
a 9 332 31285
a 9 333 12501
a 9 338 32555
a 9 345 10683
a 9 347 38211
a 9 349 58095
a 9 351 72889
a 9 355 16769
a 9 357 62991
a 9 359 962
a 9 365 72251
a 9 368 48254
a 9 369 92062
a 9 372 4374
a 9 378 73981
a 9 379 1548
a 9 380 41302
a 9 388 44334
