c Example graph converted from input format to desired format
p sp 1000 249916
a 1 838 13431
a 1 845 3750
a 1 870 85
a 1 872 2740
a 1 874 16903
a 1 875 965
a 1 877 686
a 1 880 2389
a 1 883 7291
a 1 890 1525
a 1 891 23660
a 1 900 1278
a 1 901 992
a 1 902 28179
a 1 910 6717
a 1 915 5740
a 1 917 23330
a 1 922 90
a 1 932 15491
a 1 933 42290
a 1 935 27008
a 1 937 17347
a 1 939 16571
a 1 940 23451
a 1 946 12005
a 1 951 30871
a 1 957 17856
a 1 981 25535
a 1 982 7966
a 1 990 9720
a 1 994 5681
a 1 997 12827
a 1 998 8069
a 2 0 45910
a 2 1 31235
a 2 6 27531
a 2 11 3008
a 2 12 54715
a 2 13 34432
a 2 14 3253
a 2 16 3893
a 2 17 537
a 2 19 2295
a 2 20 18600
a 2 30 82722
a 2 31 1725
a 2 32 102094
a 2 35 17577
a 2 37 21598
a 2 39 25184
a 2 40 4153
a 2 41 23964
a 2 42 35141
a 2 44 9857
a 2 47 87306
a 2 48 16421
a 2 49 73881
a 2 51 745
a 2 54 70298
a 2 56 61807
a 2 58 47930
a 2 60 209
a 2 63 11954
a 2 66 1847
a 2 70 6671
a 2 75 31498
a 2 78 819
a 2 82 54239
a 2 83 11380
a 2 86 12567
a 2 87 1562
a 2 88 22393
a 2 91 13047
a 2 92 81653
a 2 94 56651
a 2 98 77827
a 2 99 43753
a 2 101 7959
a 2 108 3117
a 2 111 211
a 2 112 13865
a 2 113 13710
a 2 116 26465
a 2 122 5156
a 2 123 70913
a 2 126 16989
a 2 127 52922
a 2 128 12549
a 2 131 64499
a 2 134 66503
a 2 135 29601
a 2 136 37084
a 2 140 97031
a 2 145 1911
a 2 146 20676
a 2 147 5649
a 2 148 52744
a 2 151 22327
a 2 155 23239
a 2 159 27438
a 2 160 82063
a 2 163 19273
a 2 168 2478
a 2 170 64084
a 2 171 54847
a 2 173 28602
a 2 174 4402
a 2 176 19233
a 2 177 41597
a 2 178 2924
a 2 180 63316
a 2 184 51120
a 2 185 66339
a 2 186 3159
a 2 189 3601
a 2 194 68361
a 2 200 37019
a 2 201 56336
a 2 202 9377
a 2 205 37049
a 2 208 49389
a 2 209 65555
a 2 210 21665
a 2 212 19088
a 2 213 8838
a 2 214 36946
a 2 217 46053
a 2 219 41668
a 2 220 2047
a 2 222 13493
a 2 223 18508
a 2 225 62232
a 2 226 5372
a 2 230 27521
a 2 233 20398
a 2 234 19863
a 2 235 16386
a 2 236 3134
a 2 243 2075
a 2 245 4897
a 2 247 86510
a 2 249 36982
a 2 252 6039
a 2 253 21467
a 2 258 17483
a 2 259 22954
a 2 260 14709
a 2 261 77422
a 2 265 45123
a 2 270 9881
a 2 276 41658
a 2 278 79654
a 2 279 49038
a 2 280 1881
a 2 282 10181
a 2 283 18431
a 2 284 4682
a 2 289 28206
a 2 296 5530
a 2 297 13669
a 2 301 35805
a 2 302 44768
a 2 304 4706
a 2 305 63837
a 2 308 8497
a 2 309 6234
a 2 311 13552
a 2 313 24770
a 2 314 23719
a 2 315 216
a 2 317 11084
a 2 319 1664
a 2 321 4689
a 2 322 71427
a 2 323 53731
a 2 327 17830
a 2 330 69302
a 2 331 10589
a 2 332 4206
a 2 335 578
a 2 336 97148
a 2 338 82974
a 2 339 15531
a 2 340 33465
a 2 345 89429
a 2 346 37769
a 2 347 308
a 2 348 39328
a 2 349 95082
a 2 350 55269
a 2 352 7100
a 2 353 30571
a 2 355 39214
a 2 357 19235
a 2 358 7266
a 2 362 70257
a 2 364 102744
a 2 365 49819
a 2 368 77782
a 2 369 47971
a 2 370 39802
a 2 371 13755
a 2 372 93731
a 2 375 32857
a 2 376 7587
a 2 381 42392
a 2 382 74618
a 2 383 50854
a 2 385 26454
a 2 386 88234
a 2 387 29744
a 2 388 23786
a 2 389 920
a 2 391 74354
a 2 394 8753
a 2 395 17449
a 2 396 69574
a 2 401 53647
a 2 405 17034
a 2 407 4726
a 2 410 63343
a 2 411 6867
a 2 412 123696
a 2 418 41083
a 2 421 11565
a 2 423 3545
a 2 429 46236
a 2 432 83084
a 2 433 101186
a 2 434 25647
a 2 435 7223
a 2 437 2168
a 2 438 16721
a 2 439 17906
a 2 442 16589
a 2 447 700
a 2 448 17493
a 2 451 30283
a 2 457 5453
a 2 459 1499
a 2 460 4711
a 2 462 33326
a 2 465 2512
a 2 466 6322
a 2 467 53603
a 2 473 39025
a 2 474 9064
a 2 475 16703
a 2 478 45726
a 2 480 2205
a 2 482 29160
a 2 483 111276
a 2 485 1865
a 2 486 52108
a 2 487 23436
a 2 491 15064
a 2 494 79789
a 2 495 18241
a 2 496 69740
a 2 501 26739
a 2 502 2831
a 2 503 28694
a 2 504 36839
a 2 505 34980
a 2 507 42462
a 2 508 7230
a 2 509 95482
a 2 510 70469
a 2 511 5378
a 2 516 48028
a 2 517 54348
a 2 519 40117
a 2 520 12919
a 2 521 54290
a 2 523 72091
a 2 524 73187
a 2 526 38682
a 2 528 4233
a 2 529 17596
a 2 537 29520
a 2 538 66
a 2 539 37886
a 2 542 22272
a 2 547 30982
a 2 552 50593
a 2 553 64794
a 2 555 963
a 2 556 26455
a 2 558 50933
a 2 560 38717
a 2 563 16246
a 2 565 49626
a 2 568 16101
a 2 571 4096
a 2 574 12144
a 2 576 1333
a 2 578 55553
a 2 582 28821
a 2 586 6996
a 2 587 21997
a 2 589 28447
a 2 592 56435
a 2 593 9862
a 2 594 11298
a 2 596 41900
a 2 599 10463
a 2 600 80005
a 2 602 93666
a 2 603 66681
a 2 604 79000
a 2 605 577
a 2 607 16360
a 2 608 7471
a 2 610 20317
a 2 615 14643
a 2 616 1935
a 2 619 2257
a 2 621 19739
a 2 623 9425
a 2 626 25210
a 2 629 21518
a 2 630 7440
a 2 632 52871
a 2 634 58668
a 2 636 13621
a 2 637 46329
a 2 641 77865
a 2 642 69708
a 2 643 96592
a 2 646 6328
a 2 648 8885
a 2 655 8283
a 2 659 6339
a 2 661 36986
a 2 663 36151
a 2 665 54572
a 2 666 12725
a 2 667 1129
a 2 668 62881
a 2 669 59485
a 2 670 6620
a 2 672 21106
a 2 673 69433
a 2 674 61667
a 2 677 9409
a 2 682 6665
a 2 683 14344
a 2 688 31015
a 2 690 20145
a 2 693 6977
a 2 696 13953
a 2 699 1692
a 2 702 29046
a 2 703 39264
a 2 704 46785
a 2 707 41435
a 2 708 47548
a 2 709 14075
a 2 711 824
a 2 713 26724
a 2 715 15401
a 2 716 73019
a 2 717 52107
a 2 718 18896
a 2 719 32452
a 2 721 74717
a 2 722 32479
a 2 725 30334
a 2 726 21983
a 2 727 31056
a 2 729 13297
a 2 730 68560
a 2 734 17070
a 2 736 76691
a 2 737 3429
a 2 744 29229
a 2 747 29997
a 2 748 8676
a 2 749 55276
a 2 750 13444
a 2 753 72511
a 2 756 22618
a 2 760 24365
a 2 762 16219
a 2 763 74434
a 2 768 22751
a 2 770 48873
a 2 771 18688
a 2 776 57874
a 2 777 57501
a 2 779 53759
a 2 784 34741
a 2 786 44520
a 2 788 6194
a 2 792 6219
a 2 793 65408
a 2 798 45783
a 2 800 71066
a 2 802 15105
a 2 803 11653
a 2 805 40404
a 2 806 79749
a 2 808 25890
a 2 812 5997
a 2 814 114321
a 2 816 11994
a 2 819 55788
a 2 821 38718
a 2 825 10327
a 2 826 38676
a 2 827 13074
a 2 829 3774
a 2 832 66230
a 2 838 107013
a 2 839 1241
a 2 840 27818
a 2 843 96321
a 2 850 3667
a 2 851 84845
a 2 852 50990
a 2 853 16862
a 2 854 68536
a 2 855 643
a 2 860 1359
a 2 862 1014
a 2 864 8466
a 2 865 8577
a 2 867 33145
a 2 868 96158
a 2 870 65853
a 2 871 9656
a 2 873 34141
a 2 876 41804
a 2 877 21965
a 2 878 44888
a 2 880 71968
a 2 883 58041
a 2 887 42955
a 2 888 59784
a 2 890 7035
a 2 891 23330
a 2 894 36434
a 2 899 3651
a 2 900 21743
a 2 901 48399
a 2 905 16966
a 2 906 22783
a 2 907 21981
a 2 908 37709
a 2 910 73679
a 2 914 26805
a 2 917 37799
a 2 918 19486
a 2 919 15674
a 2 922 60470
a 2 924 16262
a 2 930 114174
a 2 931 17054
a 2 933 34682
a 2 934 8409
a 2 935 118066
a 2 936 20166
a 2 942 2090
a 2 944 72009
a 2 946 97417
a 2 948 36
a 2 949 1082
a 2 950 12028
a 2 951 83150
a 2 953 23579
a 2 955 5084
a 2 957 31722
a 2 959 49361
a 2 963 51217
a 2 965 11947
a 2 971 19195
a 2 972 19112
a 2 973 117723
a 2 974 33300
a 2 975 55947
a 2 979 9281
a 2 980 66242
a 2 981 127043
a 2 984 39886
a 2 985 7763
a 2 986 53163
a 2 987 78705
a 2 988 15336
a 2 989 16128
a 2 991 59911
a 2 996 49
a 3 2 1148
a 3 10 5925
a 3 14 1970
a 3 16 19533
a 3 17 13807
a 3 21 11539
a 3 23 432
a 3 25 33297
a 3 26 49075
a 3 27 14803
a 3 28 10267
a 3 32 15245
a 3 33 101113
a 3 34 4387
a 3 36 82290
a 3 39 2325
a 3 40 43603
a 3 44 25925
a 3 45 578
a 3 46 2832
a 3 47 29986
a 3 48 34963
a 3 50 38964
a 3 54 7155
a 3 55 76712
a 3 56 11579
a 3 60 5567
a 3 65 13357
a 3 66 93953
a 3 68 16976
a 3 70 6107
a 3 71 52267
a 3 72 8075
a 3 73 12615
a 3 75 32219
a 3 77 32382
a 3 79 3646
a 3 80 17183
a 3 81 14699
a 3 82 38469
a 3 83 16550
a 3 88 53465
a 3 90 2682
a 3 92 5422
a 3 95 92
a 3 96 72942
a 3 98 81024
a 3 99 40671
a 3 100 40512
a 3 101 8240
a 3 103 28785
a 3 106 52993
a 3 107 4155
a 3 109 70368
a 3 113 22535
a 3 115 67687
a 3 116 19691
a 3 119 5255
a 3 122 2559
a 3 125 18317
a 3 127 41163
a 3 128 7647
a 3 130 16751
a 3 131 18485
a 3 132 19265
a 3 135 44760
a 3 137 51985
a 3 140 48424
a 3 141 22246
a 3 142 48594
a 3 143 21160
a 3 144 88432
a 3 146 26638
a 3 147 16630
a 3 149 105259
a 3 155 28292
a 3 158 14369
a 3 159 26648
a 3 160 47312
a 3 162 7538
a 3 163 23050
a 3 165 101876
a 3 168 10399
a 3 169 32399
a 3 170 38925
a 3 171 53143
a 3 172 5759
a 3 173 51293
a 3 175 19229
a 3 179 5570
a 3 180 92289
a 3 182 34885
a 3 183 13993
a 3 184 42029
a 3 187 6462
a 3 188 14500
a 3 189 5084
a 3 190 17931
a 3 193 54855
a 3 194 15137
a 3 196 15367
a 3 198 65287
a 3 199 12894
a 3 200 33671
a 3 201 44386
a 3 203 37419
a 3 204 106755
a 3 208 36073
a 3 209 79713
a 3 210 66625
a 3 211 3372
a 3 212 40228
a 3 214 11083
a 3 215 4231
a 3 216 4354
a 3 218 21890
a 3 219 2398
a 3 222 12624
a 3 224 6182
a 3 225 82258
a 3 229 75500
a 3 233 18926
a 3 234 55648
a 3 235 48408
a 3 239 50976
a 3 240 44554
a 3 243 1945
a 3 246 74605
a 3 251 1469
a 3 252 6420
a 3 255 953
a 3 259 40515
a 3 260 62076
a 3 261 65154
a 3 262 22511
a 3 263 6688
a 3 264 91213
a 3 265 8168
a 3 266 5591
a 3 267 17181
a 3 270 8833
a 3 274 128675
a 3 275 26594
a 3 276 30304
a 3 279 2057
a 3 281 22463
a 3 282 35771
a 3 283 9193
a 3 287 27487
a 3 290 19955
a 3 295 3106
a 3 297 17123
a 3 298 606
a 3 301 64802
a 3 302 66800
a 3 303 6140
a 3 306 32871
a 3 309 12392
a 3 310 87961
a 3 313 45336
a 3 314 7302
a 3 316 35391
a 3 319 17430
a 3 322 88175
a 3 323 15138
a 3 326 63189
a 3 327 48085
a 3 329 27392
a 3 333 79121
a 3 334 21000
a 3 336 45153
a 3 338 48262
a 3 339 5875
a 3 340 16770
a 3 341 17218
a 3 342 22505
a 3 344 67305
a 3 345 49841
a 3 352 4901
a 3 353 32456
a 3 356 64974
a 3 357 50166
a 3 358 1621
a 3 361 10388
a 3 362 54717
a 3 363 101092
a 3 364 22826
a 3 365 80963
a 3 368 107586
a 3 370 73436
a 3 373 4414
a 3 374 89261
a 3 378 42850
a 3 380 51140
a 3 382 40192
a 3 384 31062
a 3 385 7949
a 3 386 24483
a 3 390 10099
a 3 391 70976
a 3 394 33339
a 3 395 12505
a 3 400 6227
a 3 403 110515
a 3 404 53286
a 3 405 9929
a 3 406 43982
a 3 407 9981
a 3 409 47570
a 3 411 606
a 3 413 40470
a 3 415 16956
a 3 418 19907
a 3 422 1092
a 3 427 14918
a 3 428 41779
a 3 431 28459
a 3 432 84236
a 3 433 96142
a 3 434 9365
a 3 435 3175
a 3 436 19292
a 3 440 30584
a 3 442 11434
a 3 446 17667
a 3 451 51095
a 3 452 81043
a 3 454 97956
a 3 461 73236
a 3 463 16163
a 3 464 16786
a 3 466 2649
a 3 469 11836
a 3 470 34332
a 3 471 103805
a 3 477 15277
a 3 478 35488
a 3 479 41299
a 3 482 15177
a 3 484 38727
a 3 487 27564
a 3 488 892
a 3 489 75745
a 3 494 7324
a 3 496 36388
a 3 497 6773
a 3 502 2709
a 3 503 55515
a 3 505 67691
a 3 506 83669
a 3 510 27189
a 3 511 35336
a 3 512 365
a 3 513 6272
a 3 515 59932
a 3 517 31325
a 3 518 4960
a 3 519 91632
a 3 522 76471
a 3 523 8002
a 3 524 88469
a 3 531 4564
a 3 532 12822
a 3 533 6955
a 3 534 23448
a 3 537 11360
a 3 539 25169
a 3 541 86188
a 3 543 6872
a 3 545 23808
a 3 546 55626
a 3 547 42909
a 3 551 8906
a 3 554 71471
a 3 555 1658
a 3 557 3170
a 3 558 46616
a 3 563 45264
a 3 571 11250
a 3 573 10415
a 3 575 52099
a 3 578 15894
a 3 581 33088
a 3 583 15357
a 3 585 75864
a 3 586 10848
a 3 588 6808
a 3 589 13306
a 3 595 35243
a 3 597 1741
a 3 601 8572
a 3 603 58228
a 3 606 86262
a 3 607 2781
a 3 609 79433
a 3 610 6581
a 3 611 8173
a 3 612 28767
a 3 614 2176
a 3 618 22609
a 3 622 62834
a 3 627 8183
a 3 628 25031
a 3 629 12027
a 3 630 7884
a 3 631 18667
a 3 634 5814
a 3 635 13689
a 3 636 2321
a 3 637 34383
a 3 638 47572
a 3 639 11748
a 3 641 67687
a 3 642 28272
a 3 644 86360
a 3 646 34904
a 3 647 74528
a 3 649 4533
a 3 650 3429
a 3 652 26160
a 3 653 49767
a 3 654 15554
a 3 657 60528
a 3 658 28488
a 3 659 2946
a 3 661 78964
a 3 662 4147
a 3 667 38188
a 3 670 12228
a 3 671 12524
a 3 672 19077
a 3 673 73525
a 3 675 6534
a 3 677 5718
a 3 678 59507
a 3 680 97743
a 3 682 28103
a 3 685 306
a 3 689 768
a 3 690 10394
a 3 691 17280
a 3 692 23
a 3 693 6534
a 3 695 23450
a 3 696 22677
a 3 700 4023
a 3 701 56750
a 3 702 3567
a 3 708 77239
a 3 710 26023
a 3 711 25101
a 3 714 58489
a 3 718 4146
a 3 719 74083
a 3 722 20340
a 3 723 83424
a 3 724 53307
a 3 725 50866
a 3 730 49838
a 3 731 66668
a 3 732 63118
a 3 733 12369
a 3 736 74601
a 3 737 7184
a 3 738 66987
a 3 739 93872
a 3 740 70294
a 3 742 7657
a 3 743 13788
a 3 744 6770
a 3 748 61692
a 3 751 21404
a 3 752 135330
a 3 757 21175
a 3 758 4697
a 3 759 89860
a 3 764 4528
a 3 765 54659
a 3 766 18029
a 3 767 45287
a 3 768 21518
a 3 769 26879
a 3 770 241
a 3 771 12182
a 3 773 64019
a 3 774 44788
a 3 775 17730
a 3 776 102390
a 3 777 41680
a 3 778 18094
a 3 779 50735
a 3 780 85456
a 3 781 65918
a 3 782 48012
a 3 785 97426
a 3 786 21967
a 3 787 48485
a 3 791 5391
a 3 792 10243
a 3 793 34215
a 3 794 17101
a 3 802 28883
a 3 803 1970
a 3 805 19834
a 3 808 78463
a 3 817 56228
a 3 818 15525
a 3 819 53896
a 3 820 54877
a 3 821 41495
a 3 823 43423
a 3 824 25090
a 3 825 21065
a 3 826 67522
a 3 829 49229
a 3 830 16947
a 3 831 64971
a 3 832 97253
a 3 833 35254
a 3 839 5163
a 3 840 35184
a 3 842 1212
a 3 845 49448
a 3 846 32843
a 3 847 8936
a 3 848 45806
a 3 849 4612
a 3 853 25139
a 3 854 56464
a 3 860 3409
a 3 861 75371
a 3 862 19
a 3 863 51255
a 3 866 25475
a 3 867 6169
a 3 869 56492
a 3 870 84236
a 3 871 54489
a 3 876 88568
a 3 878 50801
a 3 879 1759
a 3 880 94193
a 3 883 19814
a 3 884 525
a 3 886 2042
a 3 887 15276
a 3 894 27254
a 3 895 67076
a 3 898 39699
a 3 899 14668
a 3 900 3517
a 3 902 84008
a 3 904 898
a 3 906 58084
a 3 907 44920
a 3 920 43743
a 3 924 50482
a 3 926 742
a 3 929 115378
a 3 931 107461
a 3 932 31491
a 3 933 100217
a 3 936 17905
a 3 939 66256
a 3 940 130054
a 3 941 4610
a 3 942 49299
a 3 943 677
a 3 946 8181
a 3 947 1922
a 3 948 56380
a 3 951 63403
a 3 954 25060
a 3 955 9499
a 3 956 3149
a 3 959 10117
a 3 963 42878
a 3 964 16459
a 3 966 2138
a 3 967 54910
a 3 968 11554
a 3 969 61509
a 3 970 69487
a 3 971 105111
a 3 975 21850
a 3 976 13159
a 3 982 56624
a 3 983 30752
a 3 984 109754
a 3 986 43668
a 3 990 81258
a 3 992 83450
a 3 994 25122
a 3 996 990
a 3 999 5278
a 4 1 11305
a 4 5 47435
a 4 6 42054
a 4 8 13394
a 4 12 39255
a 4 13 178
a 4 22 33523
a 4 32 32224
a 4 37 8816
a 4 41 37719
a 4 51 33526
a 4 55 56771
a 4 58 30686
a 4 61 4575
a 4 62 21114
a 4 66 22671
a 4 69 1536
a 4 86 45227
a 4 88 10570
a 4 89 7430
a 4 92 9718
a 4 94 3666
a 4 98 9747
a 4 115 31941
a 4 123 31823
a 4 127 12848
a 4 129 314
a 4 131 760
a 4 137 27502
a 4 138 13346
a 4 140 12794
a 4 142 3020
a 4 146 19171
a 4 148 7139
a 4 149 38385
a 4 152 12973
a 4 153 11458
a 4 155 11943
a 4 156 27112
a 4 157 44791
a 4 165 40627
a 4 167 34949
a 4 182 6775
a 4 190 36009
a 4 193 45967
a 4 194 44968
a 4 195 37247
a 4 203 3649
a 4 204 45170
a 4 205 29831
a 4 208 5364
a 4 209 27703
a 4 222 1762
a 4 233 23749
a 4 235 9069
a 4 239 3383
a 4 240 27813
a 4 241 38906
a 4 246 8019
a 4 247 24600
a 4 249 5536
a 4 250 47877
a 4 256 8596
a 4 259 16286
a 4 260 11102
a 4 265 122
a 4 272 2394
a 4 273 20774
a 4 274 71084
a 4 276 21423
a 4 277 240
a 4 288 6695
a 4 290 25084
a 4 302 19915
a 4 312 38668
a 4 316 9110
a 4 318 8475
a 4 319 395
a 4 322 56340
a 4 334 3681
a 4 343 3995
a 4 350 4428
a 4 357 15030
a 4 362 9730
a 4 365 17311
a 4 370 7777
a 4 383 69179
a 4 385 418
a 4 386 69164
a 4 388 17971
a 4 392 44642
a 4 396 6649
a 4 399 30455
a 4 401 17100
a 4 402 21143
a 4 403 432
a 4 404 19917
a 4 406 13740
a 4 409 9112
a 4 414 4787
a 4 423 4009
a 4 428 33722
a 4 431 19182
a 4 440 6776
a 4 441 25506
a 4 446 11
a 4 447 24454
a 4 449 7125
a 4 450 25963
a 4 452 54284
a 4 458 20274
a 4 461 18764
a 4 467 18902
a 4 473 16031
a 4 474 2076
a 4 483 38578
a 4 489 41292
a 4 494 14363
a 4 496 26114
a 4 506 19192
a 4 509 3805
a 4 513 1443
a 4 517 20
a 4 519 40054
a 4 520 960
a 4 522 63311
a 4 523 8985
a 4 524 16783
a 4 525 16052
a 4 536 38810
a 4 539 4654
a 4 540 22857
a 4 541 32854
a 4 548 6518
a 4 550 4258
a 4 552 22799
a 4 553 16269
a 4 556 54
a 4 559 11904
a 4 565 16546
a 4 566 36389
a 4 568 450
a 4 572 10850
a 4 575 39617
a 4 578 3742
a 4 580 63204
a 4 583 21021
a 4 587 2673
a 4 590 160
a 4 596 29096
a 4 600 21644
a 4 604 23489
a 4 611 20264
a 4 614 16726
a 4 615 2084
a 4 617 395
a 4 621 21511
a 4 633 1227
a 4 637 43345
a 4 638 397
a 4 640 12641
a 4 641 33584
a 4 643 37922
a 4 646 11531
a 4 647 1872
a 4 648 36784
a 4 651 40384
a 4 654 5633
a 4 657 7724
a 4 665 61406
a 4 667 14521
a 4 669 4807
a 4 673 14401
a 4 674 10652
a 4 675 2422
a 4 678 17842
a 4 686 12315
a 4 687 19750
a 4 688 2031
a 4 691 800
a 4 701 2260
a 4 705 385
a 4 707 23765
a 4 713 43255
a 4 714 3044
a 4 717 2352
a 4 719 52060
a 4 721 27157
a 4 722 7125
a 4 727 18315
a 4 728 33934
a 4 729 17069
a 4 731 1743
a 4 739 14653
a 4 740 12567
a 4 743 4389
a 4 747 583
a 4 748 25128
a 4 749 8726
a 4 752 79640
a 4 754 52084
a 4 755 20410
a 4 767 34533
a 4 777 2765
a 4 779 24344
a 4 780 5797
a 4 783 2282
a 4 785 42488
a 4 789 66925
a 4 793 12814
a 4 801 34751
a 4 802 697
a 4 806 22831
a 4 807 12912
a 4 814 41516
a 4 818 42270
a 4 822 18932
a 4 823 3862
a 4 831 73568
a 4 836 20337
a 4 838 5003
a 4 844 48230
a 4 846 1215
a 4 848 596
a 4 852 6653
a 4 854 3296
a 4 856 19207
a 4 858 9989
a 4 870 12278
a 4 872 21959
a 4 874 18078
a 4 875 23306
a 4 876 6609
a 4 877 16467
a 4 880 13624
a 4 883 17978
a 4 890 15678
a 4 891 5692
a 4 892 623
a 4 900 27659
a 4 902 55092
a 4 903 7853
a 4 906 3359
a 4 907 8231
a 4 910 5231
a 4 920 26418
a 4 922 15678
a 4 927 9457
a 4 933 61876
a 4 935 15826
a 4 938 7723
a 4 939 50605
a 4 950 5958
a 4 957 47076
a 4 960 23517
a 4 963 20618
a 4 964 236
a 4 967 26095
a 4 969 18873
a 4 971 52133
a 4 981 65042
a 4 983 49589
a 4 985 5062
a 4 990 24448
a 4 991 6943
a 4 994 38846
a 4 997 30753
a 4 998 38478
a 5 0 12506
a 5 22 2431
a 5 47 7394
a 5 55 881
a 5 59 11747
a 5 61 9656
a 5 88 20917
a 5 109 1074
a 5 149 2664
a 5 153 3114
a 5 154 5647
a 5 165 631
a 5 176 5902
a 5 185 1440
a 5 201 8543
a 5 206 13321
a 5 271 4693
a 5 281 12686
a 5 310 10288
a 5 316 12947
a 5 320 16587
a 5 345 19878
a 5 353 5157
a 5 368 8025
a 5 372 5806
a 5 374 5681
a 5 379 7132
a 5 383 2772
a 5 392 9673
a 5 403 73
a 5 404 14285
a 5 410 7507
a 5 412 16772
a 5 425 347
a 5 436 1878
a 5 447 11613
a 5 454 7388
a 5 468 10522
a 5 473 2629
a 5 481 1148
a 5 510 1592
a 5 522 832
a 5 525 20400
a 5 537 3529
a 5 565 19843
a 5 573 12362
a 5 609 7820
a 5 621 6642
a 5 634 53
a 5 635 1278
a 5 649 720
a 5 651 5813
a 5 675 6450
a 5 680 4848
a 5 701 2599
a 5 702 19600
a 5 707 202
a 5 719 1297
a 5 730 3069
a 5 731 2086
a 5 736 1362
a 5 744 236
a 5 752 2434
a 5 755 9403
a 5 764 3854
a 5 767 13083
a 5 773 1894
a 5 776 2871
a 5 788 3562
a 5 789 3341
a 5 838 139
a 5 863 1392
a 5 885 503
a 5 917 2316
a 5 933 604
a 5 937 8677
a 5 939 5627
a 5 944 4027
a 5 946 4337
a 5 960 7146
a 5 971 2127
a 5 972 1430
a 5 983 2718
a 5 997 6887
a 6 30 1295
a 6 32 10958
a 6 47 1863
a 6 88 19883
a 6 96 2675
a 6 128 349
a 6 148 2189
a 6 153 1632
a 6 165 1800
a 6 170 11647
a 6 176 2626
a 6 190 8428
a 6 204 1627
a 6 206 4549
a 6 225 16071
a 6 273 2720
a 6 274 8864
a 6 281 6759
a 6 302 223
a 6 310 5037
a 6 322 3540
a 6 330 2814
a 6 349 3687
a 6 353 3461
a 6 368 1574
a 6 372 5437
a 6 379 3257
a 6 386 5081
a 6 392 7277
a 6 404 3277
a 6 410 11709
a 6 425 13675
a 6 432 8366
a 6 436 386
a 6 447 14375
a 6 450 4205
a 6 471 2650
a 6 473 8000
a 6 481 8048
a 6 483 2274
a 6 537 4102
a 6 540 12094
a 6 554 185
a 6 565 1159
a 6 566 1661
a 6 583 4228
a 6 621 9028
a 6 635 107
a 6 644 5123
a 6 648 2019
a 6 651 6187
a 6 713 16766
a 6 730 102
